Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
10,0.0291756,0.0305427,0.0351686,0.0120668,0.0063232,0.0170245,0.0107859,0.00188236,0.019451,0.0165813,0.00930672,0.0251799,0.0122707,0.0105978,0.0105956,0.0152752,0.014856,0.0177188,0.0120237,0.00960057,0.0131213,0.00930752,0.0299896,0.00899205,0.00248356,0.0149478,0.00410464,0.00283342,0.0178511,0.0167276,0.014307,0.0194898,0.0105124,0.007582,0.0062823,0.0299223,0.024587,0.0195301,0.0100405,0.0101723,0.01315,0.00484587
11,0.0286602,0.0303019,0.0345824,0.00998274,0.0046753,0.0162808,0.0104512,0.00173363,0.0200913,0.0151079,0.0081345,0.0244886,0.0123607,0.00836349,0.010316,0.0163101,0.0151456,0.0174405,0.00988531,0.0104011,0.00894277,0.00831344,0.02905,0.00715557,0.00323897,0.0137313,0.00340561,0.00286901,0.0168464,0.0161951,0.0143212,0.0192948,0.0114885,0.00826002,0.00687626,0.0324692,0.024892,0.0193466,0.0104823,0.00797891,0.0144101,0.00338843
12,0.0282758,0.0301043,0.0338364,0.00843214,0.00723236,0.0158723,0.0103713,0.00130408,0.0207135,0.0135351,0.00701432,0.0239234,0.0137212,0.00869269,0.0118888,0.0172272,0.0160318,0.017225,0.0101164,0.0116788,0.00413088,0.00744603,0.0280316,0.00625785,0.00529836,0.0124861,0.00313249,0.00392481,0.016123,0.0158146,0.013274,0.0190563,0.0119496,0.00829401,0.00682512,0.0333118,0.0245569,0.0182545,0.0104093,0.00591396,0.0153588,0.00271878
13,0.0279864,0.0297506,0.032982,0.00865723,0.0108124,0.0155433,0.010174,0.0014307,0.0209911,0.0116543,0.00745869,0.0229922,0.0162914,0.0116079,0.013217,0.0178188,0.0176177,0.0178269,0.0132689,0.0129759,0.00210027,0.0064316,0.0268031,0.00769188,0.00802138,0.0112248,0.00317704,0.00561485,0.015317,0.0153784,0.0113302,0.0188802,0.011752,0.00804492,0.00625053,0.0326799,0.0235573,0.0167667,0.00975026,0.00421233,0.0159792,0.00304469
14,0.0278049,0.0291322,0.0320936,0.0105073,0.0125446,0.0150431,0.00951302,0.00211346,0.0206942,0.00947285,0.0103374,0.0217933,0.0195502,0.0153199,0.0126324,0.0180534,0.0195904,0.0196788,0.0169512,0.0141855,0.00488287,0.00531027,0.0252678,0.0101748,0.0107964,0.00997971,0.00364969,0.00749514,0.0142391,0.0149241,0.00917087,0.0189555,0.011039,0.00825366,0.00568295,0.0305619,0.0217381,0.0152418,0.00863722,0.00307607,0.0162513,0.00420004
15,0.0278344,0.0282782,0.0312006,0.0125831,0.0120951,0.0142363,0.00823242,0.00264119,0.019769,0.00743226,0.0150215,0.0206081,0.02269,0.0184973,0.0106542,0.0180557,0.021584,0.022674,0.0193473,0.0152829,0.00778886,0.00475009,0.0234492,0.0124754,0.0134022,0.00882192,0.00489654,0.00931736,0.0131048,0.0147568,0.00867282,0.0192752,0.0101588,0.00950664,0.00617235,0.0267889,0.0190471,0.0137734,0.0078521,0.00334978,0.0159676,0.00584873
16,0.0281514,0.0273339,0.0302658,0.0139253,0.0116926,0.0130362,0.00634188,0.00355417,0.018387,0.00633882,0.0193184,0.0194453,0.0247406,0.0201209,0.0100844,0.0181287,0.0235168,0.0261226,0.0198287,0.0162543,0.0108721,0.00541197,0.0214987,0.0142801,0.0161749,0.0079076,0.00679513,0.0109589,0.0123837,0.0152451,0.0112758,0.0196652,0.00963122,0.0115326,0.00820917,0.0216549,0.0159003,0.0123367,0.00901905,0.00520715,0.0150181,0.00763909
17,0.0286907,0.0265118,0.0292656,0.0146629,0.0127001,0.0114028,0.00395998,0.00503988,0.0169024,0.00684006,0.0205376,0.018327,0.0250015,0.0196752,0.0118164,0.018804,0.0254339,0.0288453,0.0180096,0.0171824,0.014193,0.00690618,0.0196045,0.0158003,0.0194405,0.00747032,0.00892979,0.0124257,0.0123979,0.0164329,0.0152375,0.0201334,0.00994683,0.013557,0.0109535,0.0161905,0.0132535,0.0112009,0.0122689,0.00773182,0.013789,0.00936345
18,0.0292643,0.0259945,0.0282871,0.0151423,0.012288,0.00948356,0.00183957,0.0068696,0.0157287,0.0083876,0.0172575,0.017627,0.0234462,0.0176151,0.0130846,0.0205274,0.0271525,0.029677,0.0137108,0.0182131,0.0172726,0.00857558,0.0178912,0.0173591,0.0225724,0.0075758,0.0109955,0.0137853,0.0130817,0.0179417,0.0184133,0.0209425,0.0110333,0.0147419,0.0132017,0.0115976,0.0118054,0.0113096,0.0158724,0.0103749,0.0131189,0.0109803
19,0.0296825,0.0258617,0.0274979,0.0152604,0.00899305,0.0076656,0.00315814,0.0087956,0.0151925,0.00987621,0.0106423,0.0177079,0.0206839,0.0152537,0.0125913,0.0230887,0.0283085,0.0282361,0.00908116,0.0193673,0.0195272,0.0100784,0.0163922,0.0187557,0.0241265,0.00793322,0.0127932,0.0150203,0.0140823,0.0193064,0.0196613,0.0221522,0.0119584,0.0142993,0.0139186,0.00857458,0.0114491,0.0135295,0.0185064,0.0128352,0.0137019,0.0125083
20,0.0298507,0.0260879,0.0270344,0.0147281,0.00562981,0.00639175,0.00574445,0.0104752,0.0154221,0.0106849,0.00523251,0.018513,0.0175988,0.0138295,0.011361,0.0257673,0.028746,0.0253006,0.00974334,0.0204176,0.020745,0.0113197,0.0150492,0.019426,0.0228633,0.00816093,0.0141881,0.0160275,0.0150272,0.0203197,0.0193678,0.023402,0.0116981,0.0118592,0.0125285,0.00727057,0.0123897,0.0172332,0.0201833,0.0149286,0.0156147,0.0139785
21,0.0297883,0.0265807,0.0269036,0.0135673,0.00508271,0.00591869,0.00784199,0.0116228,0.0163398,0.0108384,0.00660468,0.0197845,0.015103,0.0136113,0.010986,0.0279372,0.0286853,0.0222875,0.0130682,0.021051,0.0211493,0.01246,0.0137647,0.0192523,0.0185957,0.00810862,0.0151749,0.0167715,0.0156668,0.021075,0.0208057,0.0242604,0.0100055,0.00801462,0.00926643,0.0070442,0.0151141,0.0206771,0.0224322,0.0165993,0.0184594,0.0154186
22,0.0296081,0.0272039,0.0269696,0.0121652,0.00442076,0.00619744,0.00920796,0.0122105,0.017712,0.0107453,0.00828717,0.0212177,0.0135812,0.0138224,0.0114374,0.0292748,0.0284359,0.0201743,0.0139843,0.0211859,0.0211854,0.013828,0.0125329,0.01872,0.0126024,0.00783926,0.0158789,0.0173183,0.0158661,0.0217181,0.0283865,0.0245489,0.00741025,0.00512425,0.00553371,0.00786587,0.0184706,0.0219126,0.0271477,0.0179289,0.021565,0.0168141
23,0.0294298,0.0278022,0.0269984,0.0109006,0.00337514,0.00682588,0.00996458,0.0124765,0.0192219,0.010724,0.00831286,0.0223924,0.0122616,0.0133422,0.0113341,0.0297282,0.0280847,0.019004,0.0121451,0.0210926,0.021279,0.0155589,0.0115096,0.0184163,0.00791458,0.00748183,0.0164446,0.01774,0.0156103,0.0222449,0.0405731,0.0244172,0.00507487,0.00605479,0.00436158,0.0110335,0.0197742,0.0197931,0.0343507,0.0191148,0.0241555,0.018083
24,0.0292707,0.028236,0.0267731,0.00989786,0.003103,0.0072455,0.0103684,0.0127002,0.0205308,0.0107786,0.00813863,0.0229049,0.0101402,0.0115221,0.00971813,0.0294214,0.0274827,0.0182584,0.008962,0.0210935,0.0215568,0.0173141,0.010933,0.0186337,0.00698972,0.00711675,0.0168772,0.0180323,0.0150803,0.0225117,0.0520964,0.024177,0.00431373,0.00749968,0.00572352,0.0150964,0.0171068,0.0152682,0.0417557,0.0203114,0.0256421,0.0190453
25,0.0290191,0.0284429,0.0262556,0.00911923,0.00250253,0.00712393,0.0106458,0.0130076,0.0213502,0.0107987,0.00848711,0.0226631,0.00722492,0.00856791,0.00679922,0.0284782,0.0264403,0.0174959,0.00568455,0.0211628,0.0217557,0.0184931,0.0109315,0.0192477,0.00671756,0.00668292,0.0170357,0.0181332,0.0145572,0.0223816,0.0590616,0.0240508,0.00430409,0.00717626,0.00659144,0.0174732,0.0114789,0.011613,0.0463047,0.0214435,0.0258347,0.0194855
26,0.0285533,0.0284651,0.0256741,0.00854031,0.00494798,0.00654689,0.0108987,0.0134073,0.021532,0.0107658,0.00933343,0.0219583,0.00461123,0.00580655,0.00454276,0.0268749,0.0248989,0.0166826,0.00294454,0.0209205,0.0214655,0.0186764,0.0114286,0.0196183,0.00687204,0.00603133,0.0167647,0.0179515,0.0140857,0.0218012,0.0608764,0.0240679,0.00367863,0.00543237,0.00675025,0.0175637,0.00713891,0.0106982,0.0463688,0.0222065,0.0249,0.0192666
27,0.0278979,0.0283968,0.0254111,0.0081481,0.0104625,0.00583713,0.0110949,0.0139429,0.021118,0.0107041,0.0105714,0.0211638,0.00394588,0.00601074,0.00603964,0.0245484,0.0230072,0.0160424,0.00320183,0.0199686,0.0204665,0.0178614,0.0122407,0.0190695,0.0101074,0.00522538,0.0160143,0.017395,0.0135906,0.0208113,0.0598181,0.0241322,0.00285705,0.00353509,0.0065011,0.0163381,0.00670152,0.00999203,0.0433826,0.0222415,0.0231842,0.018399
28,0.0272321,0.028317,0.0257306,0.00781388,0.0166405,0.00524458,0.0111443,0.0146859,0.0202912,0.0106204,0.0118088,0.0203621,0.0048542,0.00891327,0.00924022,0.0216584,0.0210341,0.0157409,0.00648865,0.01818,0.0188601,0.0163244,0.0131882,0.0176519,0.0135521,0.00472339,0.0148976,0.0164649,0.0132397,0.0195712,0.0579071,0.0241301,0.00300691,0.00288753,0.00578253,0.0143192,0.00664867,0.00821003,0.0408601,0.0213723,0.0210709,0.0170378
29,0.0267053,0.0282563,0.026543,0.0073111,0.0224712,0.00485426,0.010955,0.0154998,0.0192298,0.0105257,0.0123921,0.0193327,0.00595847,0.0121951,0.0122107,0.0186215,0.0191814,0.0156129,0.010037,0.0157406,0.0169029,0.0143366,0.0141444,0.0160777,0.0148539,0.0049075,0.013654,0.0153187,0.013232,0.0183007,0.0536627,0.0239611,0.00391318,0.00437765,0.00539891,0.0113967,0.0065549,0.0062629,0.0406823,0.0196804,0.0188282,0.0153633
30,0.0262516,0.0282114,0.0274858,0.00651008,0.0276743,0.00467196,0.0104461,0.0159239,0.0180067,0.0103945,0.0119753,0.0179673,0.0075273,0.0151198,0.0146337,0.0159174,0.0176399,0.0153218,0.0132427,0.0130001,0.0147676,0.0120781,0.015066,0.0150314,0.0140556,0.00558637,0.0125501,0.0142162,0.0135345,0.0172197,0.0437197,0.0235887,0.00508304,0.00710235,0.00564103,0.00804616,0.00678063,0.00499974,0.0406326,0.0173454,0.0164887,0.0134756
31,0.0256821,0.0281574,0.0282222,0.00550283,0.0321774,0.00487968,0.00947923,0.0153376,0.0166224,0.0100952,0.0111585,0.0165096,0.0100684,0.0174473,0.0166058,0.0138037,0.0168424,0.0149971,0.0162239,0.0101921,0.012351,0.00970037,0.0160633,0.0144763,0.0125601,0.00639007,0.0116388,0.0132985,0.0139848,0.0164309,0.0280352,0.0230884,0.00611808,0.00944026,0.00588744,0.00546845,0.00669432,0.00508456,0.0369309,0.0144529,0.0137849,0.011341
32,0.0249652,0.0281075,0.0286668,0.00446469,0.0355913,0.00602027,0.00792136,0.0134078,0.0152274,0.00958279,0.011343,0.0155926,0.0131956,0.0189777,0.0182218,0.0124077,0.0176166,0.0154822,0.0191495,0.00732358,0.00928814,0.00758314,0.0174205,0.0136677,0.0125793,0.00710456,0.0106568,0.0124418,0.0144922,0.0158861,0.0130768,0.0227163,0.00656938,0.0103486,0.00763005,0.00440104,0.00658742,0.00613926,0.0286678,0.0111537,0.0103234,0.00887473
33,0.0243335,0.0282138,0.0289312,0.00395804,0.0373467,0.00822219,0.00593346,0.0104732,0.0142764,0.0092003,0.012939,0.0161057,0.0161119,0.0195362,0.0193178,0.0123887,0.0204688,0.0174051,0.0217388,0.00440643,0.00523948,0.0064149,0.0193888,0.0122482,0.0137859,0.00767887,0.0093149,0.0113998,0.0151381,0.0155898,0.0123634,0.0227497,0.00664598,0.0101134,0.0102708,0.00389221,0.00670456,0.00651928,0.0191278,0.00793211,0.00616528,0.00617796
34,0.0240601,0.0286671,0.0290658,0.00459029,0.0372157,0.0107146,0.00434331,0.00745638,0.014183,0.00947149,0.0145412,0.018198,0.0181904,0.0189721,0.0195419,0.0144476,0.0245674,0.0201222,0.0234234,0.00203999,0.00186943,0.0062388,0.0218669,0.0108249,0.014212,0.00822943,0.00766042,0.0100413,0.0160113,0.0156803,0.0171473,0.0230257,0.00688814,0.00994641,0.0120769,0.00428104,0.00740295,0.00528486,0.0130823,0.00537169,0.00265591,0.00375078
35,0.0242603,0.0294382,0.0289823,0.00558041,0.0354627,0.0125922,0.00417846,0.00539301,0.0146902,0.0103166,0.0148058,0.0208512,0.0190867,0.0173111,0.0187704,0.0179664,0.028495,0.0224381,0.0237707,0.00261815,0.00688344,0.00617586,0.0243116,0.00992479,0.0137292,0.00887831,0.00612781,0.00845075,0.0168895,0.0161019,0.0182588,0.0231245,0.00736778,0.0104242,0.0133072,0.00646044,0.00911068,0.00297511,0.0123439,0.0036798,0.00290219,0.00246744
36,0.0248312,0.030262,0.0285997,0.00635709,0.0326673,0.0133588,0.0046962,0.00492652,0.0150921,0.0110133,0.0136658,0.0230933,0.0187667,0.0150328,0.0174573,0.022189,0.0315071,0.023876,0.0227093,0.0042862,0.0127193,0.00595556,0.0261304,0.00951428,0.0124844,0.00958122,0.00499801,0.00682074,0.0173054,0.0164517,0.0174479,0.0231754,0.00789432,0.011359,0.0147545,0.00875382,0.0108964,0.00297053,0.0143379,0.0026563,0.00380477,0.00238059
37,0.0254635,0.0309077,0.0279593,0.00692418,0.0295457,0.0130163,0.00492692,0.00575795,0.0149636,0.011059,0.0122119,0.0246252,0.0176625,0.0130394,0.0164092,0.0272917,0.0336874,0.0248249,0.0205608,0.00518966,0.0172852,0.00611622,0.0270888,0.00960902,0.010469,0.0102475,0.00396843,0.00537617,0.0169867,0.0163374,0.0167246,0.0236023,0.00832664,0.0125531,0.0163777,0.0102925,0.0117136,0.00547955,0.0166702,0.00199709,0.00442483,0.00264122
38,0.0257747,0.0313109,0.0271514,0.00715988,0.0268171,0.0118541,0.00502905,0.00712829,0.0143575,0.0105405,0.0115282,0.0255045,0.0166753,0.0120973,0.0160977,0.0335144,0.0352966,0.0256706,0.0180308,0.00545446,0.0197829,0.00659157,0.0273865,0.00986751,0.00854923,0.0107197,0.00281265,0.00441503,0.0161265,0.0156909,0.0166634,0.0241592,0.00835883,0.0134264,0.0174318,0.0114474,0.0116167,0.00742993,0.0184833,0.00169429,0.00622828,0.00337548
39,0.0256338,0.0315366,0.0262931,0.00714704,0.0251129,0.0102309,0.00526727,0.00864242,0.0135445,0.00993706,0.0114829,0.0257694,0.0164291,0.0121377,0.0163039,0.0400226,0.0364511,0.0262501,0.0160256,0.0059159,0.0202007,0.00656427,0.027393,0.0100322,0.00704889,0.0106938,0.0020403,0.00422273,0.0152172,0.014698,0.0169181,0.0241754,0.00801237,0.0133201,0.0173268,0.0127453,0.0115879,0.00851607,0.019506,0.0016398,0.00763113,0.00442048
40,0.0252438,0.0317091,0.0255589,0.00664823,0.0248647,0.00852315,0.00548014,0.0101663,0.0127646,0.0097598,0.0114503,0.0253538,0.0166392,0.0125344,0.0166734,0.0451723,0.0373832,0.0262808,0.0151569,0.00708603,0.0190984,0.0056752,0.0273503,0.010375,0.00543505,0.0101093,0.00229776,0.00471056,0.01466,0.0135629,0.0168998,0.0234031,0.00808696,0.0122032,0.0163922,0.0142699,0.0126474,0.00929361,0.019474,0.00174683,0.00669653,0.00522679
41,0.0248895,0.0319062,0.0250664,0.00501457,0.0260329,0.00712465,0.00550397,0.0115564,0.0121675,0.0101857,0.0114419,0.0243611,0.0167941,0.0128533,0.0172674,0.0477262,0.038286,0.0257964,0.0154021,0.00867314,0.0171362,0.0043295,0.0272985,0.0109809,0.00490573,0.00934339,0.00306675,0.00549005,0.0145068,0.012388,0.0163022,0.0221481,0.00911571,0.0106053,0.0156427,0.0158033,0.0148826,0.0102953,0.0185582,0.00252538,0.00352946,0.00541727
42,0.0247045,0.0320553,0.0247773,0.00364892,0.0279801,0.00634476,0.00538438,0.012633,0.0118513,0.0109159,0.0117337,0.0232716,0.0166977,0.0128291,0.0180767,0.0474793,0.0388353,0.0250275,0.0163512,0.0103609,0.0148331,0.00330667,0.0271923,0.0117294,0.00647548,0.00882094,0.00391487,0.00625103,0.0145391,0.0112306,0.0150929,0.0208768,0.0107045,0.00913533,0.0155003,0.0172055,0.0176014,0.0116766,0.017857,0.00377908,0.00324152,0.00479374
43,0.0246153,0.0319419,0.0245505,0.00513369,0.0297995,0.00623815,0.00523283,0.0132865,0.0118933,0.0114075,0.0121596,0.0226059,0.0166379,0.0121614,0.018411,0.0448933,0.0382834,0.0241463,0.0174325,0.0121542,0.0126039,0.0031976,0.0270395,0.0125752,0.00810015,0.00864726,0.00473842,0.00682807,0.0145229,0.0102536,0.0133058,0.0198581,0.0124249,0.00827877,0.0149351,0.0185417,0.0202469,0.013453,0.0183822,0.00502389,0.00730732,0.00361819
44,0.0244611,0.031391,0.0242462,0.00611197,0.030729,0.00660338,0.00513235,0.0135391,0.012322,0.0112712,0.0122578,0.0224109,0.0173663,0.0106636,0.0172682,0.0405568,0.036063,0.023214,0.0178675,0.0141609,0.0107837,0.00390471,0.0268707,0.0133418,0.00868463,0.00863287,0.0054163,0.00718756,0.0143027,0.00973328,0.0114813,0.0190516,0.0143034,0.00850248,0.0128364,0.0197563,0.0227355,0.0157031,0.0192857,0.00621906,0.011017,0.00352542
45,0.024134,0.0304425,0.0237801,0.00501501,0.0303458,0.00714182,0.00516319,0.0135459,0.0131168,0.0104937,0.0117196,0.0222565,0.0189963,0.00846258,0.0144494,0.0350767,0.032365,0.0222236,0.016879,0.0163967,0.00959329,0.00515426,0.0266487,0.0137525,0.00892856,0.00853662,0.0058709,0.00740194,0.0137772,0.00988748,0.0111622,0.0182608,0.0165316,0.00990543,0.0104207,0.0207605,0.0251139,0.0184906,0.0185299,0.00761581,0.0143023,0.0054521
46,0.0236407,0.0293096,0.0231572,0.00352571,0.0286619,0.00759023,0.0054332,0.0135186,0.0142114,0.00939211,0.0105683,0.0217685,0.0206871,0.00597797,0.0110674,0.0291505,0.0282302,0.0210811,0.0142433,0.0187119,0.00913804,0.00681737,0.0262645,0.0137318,0.0111306,0.00825183,0.00620123,0.00763838,0.012958,0.0106602,0.0126742,0.0173759,0.0189015,0.0117768,0.0113258,0.0217814,0.027295,0.0216888,0.0149908,0.00932575,0.0171288,0.00769137
47,0.0230921,0.0282127,0.0224627,0.00381177,0.0262355,0.00781201,0.00603781,0.0136,0.0154694,0.0083871,0.00918679,0.0210725,0.0218328,0.00387116,0.00844856,0.0236037,0.0249233,0.0196233,0.0106786,0.0207965,0.00944337,0.00874471,0.0256286,0.0134479,0.0149204,0.00782516,0.00662013,0.00810566,0.0120473,0.0116269,0.0137,0.0164617,0.020793,0.013227,0.0146449,0.0230762,0.0291528,0.024762,0.00985034,0.0109984,0.018961,0.00935817
48,0.0226273,0.0272858,0.0218101,0.00462242,0.024018,0.00781942,0.0069689,0.0138075,0.0167123,0.00774053,0.00855313,0.020662,0.0225848,0.00335462,0.00698454,0.0195344,0.0230536,0.0177828,0.00803856,0.0223226,0.0104545,0.0107675,0.0248012,0.0131178,0.0166941,0.00734239,0.00717006,0.00878694,0.0113044,0.0122726,0.0125356,0.0157382,0.021721,0.0139127,0.0167043,0.0246238,0.0305818,0.0267718,0.00739188,0.0119582,0.0195425,0.0102837
49,0.0223495,0.0265947,0.0213109,0.00522901,0.0225449,0.00767502,0.00805615,0.0140741,0.0177708,0.00745755,0.0099649,0.0209012,0.0233463,0.00469126,0.00676729,0.018029,0.0221673,0.0158098,0.00879446,0.0231201,0.0119266,0.0127051,0.0240295,0.0128755,0.0145008,0.00687886,0.00765596,0.00940218,0.0108117,0.0124309,0.0102119,0.0154914,0.0215776,0.0140258,0.0165436,0.0261566,0.0315494,0.0270722,0.00946785,0.0117414,0.0190708,0.0105101
50,0.022285,0.0261922,0.0210382,0.00582338,0.0211613,0.00732652,0.00901773,0.0143317,0.0185162,0.0073826,0.0130292,0.0217236,0.0241681,0.00652909,0.0078728,0.0188057,0.0209883,0.0142739,0.0122745,0.0232606,0.0133989,0.0143186,0.0236579,0.0127099,0.00975947,0.00654802,0.00789767,0.00977075,0.0104613,0.0123202,0.0104538,0.0158624,0.0205148,0.0139324,0.0151645,0.0273021,0.032218,0.0260698,0.0115712,0.0105417,0.0178706,0.0101405
51,0.0224018,0.026107,0.0210054,0.00638284,0.0185624,0.00665463,0.00959305,0.014561,0.018856,0.00736234,0.0161353,0.0227565,0.0247945,0.00844861,0.0099155,0.0200111,0.0186738,0.0136237,0.0161184,0.0229975,0.014361,0.0153201,0.0238978,0.0125189,0.00563177,0.00639191,0.00789484,0.00995375,0.0101432,0.012168,0.0138143,0.0167348,0.0190328,0.0140481,0.0139596,0.0278864,0.0328302,0.0249181,0.0121733,0.00906586,0.0162833,0.00933317
