Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSH,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RLMAL,RMEL,RMMAL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
50,0.029204,0.0235883,0.0190655,0.0176995,0.0241929,0.00987674,0.00584054,0.00633899,0.0101368,0.00334387,0.0128853,0.0205766,0.0144788,0.00461913,0.0136802,0.0120665,0.0137993,0.00355069,0.0053782,0.00680001,0.006772,0.0082325,0.00688805,0.0263674,0.0134588,0.00949887,0.00521631,0.00762385,0.00573124,0.00784288,0.00472998,0.010351,0.0219182,0.012436,0.0190805,0.0078188,0.00604639,0.00564267,0.0157758,0.0231765,0.0128365,0.0157587,0.00479611,0.00453741,0.00397856
51,0.0285501,0.0228589,0.0190904,0.0174131,0.0218496,0.00944161,0.00559649,0.00667534,0.00997751,0.00253823,0.00960484,0.0218095,0.0144473,0.00351994,0.0131181,0.00843695,0.00836339,0.00237228,0.00263839,0.00284336,0.005977,0.00732722,0.00683311,0.0259432,0.0121253,0.00535828,0.00620995,0.00741547,0.00547467,0.00702423,0.00649699,0.00959969,0.0221216,0.0203629,0.0181827,0.00841634,0.00710598,0.00590381,0.0158021,0.0249544,0.0127927,0.0222727,0.00463084,0.00469779,0.00404659
52,0.0273235,0.021998,0.0192141,0.016859,0.0186829,0.00891242,0.00506724,0.00684583,0.00979358,0.00197415,0.0137937,0.022901,0.0152333,0.00489882,0.0126449,0.00600816,0.00809298,0.00443635,0.00271784,0.0120347,0.00580756,0.00657013,0.00685659,0.0257876,0.0112768,0.00529641,0.00720829,0.00715023,0.00544904,0.00592,0.00817102,0.00915865,0.022527,0.0291828,0.0173531,0.00910095,0.00992604,0.00614807,0.0152256,0.0249536,0.0136602,0.0349455,0.0052206,0.0050513,0.00435564
53,0.0258641,0.0211912,0.0193479,0.0164602,0.0164998,0.00832488,0.00450339,0.00678087,0.00980419,0.00196877,0.0222148,0.0233043,0.0159488,0.00531411,0.0124777,0.00489562,0.0121618,0.00594441,0.00402674,0.0211259,0.0060567,0.00605526,0.00679929,0.0259988,0.011064,0.012083,0.00787805,0.00691582,0.0055037,0.00503287,0.00914664,0.00917284,0.0235549,0.0373334,0.0166677,0.00976367,0.0129456,0.00633464,0.0134083,0.0231939,0.0153046,0.0483478,0.00625375,0.00554381,0.00499072
54,0.0247173,0.020527,0.0193089,0.0164516,0.0168264,0.0077536,0.00423255,0.00667673,0.0099855,0.00231077,0.0299298,0.0226434,0.0159694,0.00475788,0.0139756,0.00580249,0.0139573,0.00644024,0.00527656,0.0286418,0.00619023,0.0056729,0.0065236,0.0265502,0.011335,0.0195068,0.00798121,0.00672383,0.00542399,0.00480786,0.00954356,0.0094968,0.0252498,0.0441904,0.0160236,0.0104175,0.0154651,0.00683763,0.0107532,0.0205287,0.0179532,0.0594927,0.00719039,0.00579614,0.00561405
55,0.0241718,0.0200327,0.0189839,0.0166784,0.0193433,0.00738476,0.00449322,0.00677673,0.0101607,0.00261354,0.0328262,0.0206852,0.0154834,0.00473661,0.0175683,0.00805963,0.0128966,0.00752224,0.00623884,0.0329491,0.00598245,0.005293,0.00603648,0.0273082,0.0116965,0.0260127,0.0076078,0.00647936,0.00508869,0.0054075,0.00976825,0.0100989,0.0274213,0.0495541,0.015314,0.0109914,0.0172883,0.00809847,0.00834369,0.0179153,0.0209879,0.0676684,0.00764397,0.00567263,0.00593948
56,0.0241988,0.0197582,0.0185039,0.0168132,0.0224543,0.00743378,0.00527629,0.00712939,0.0102457,0.00258524,0.0285141,0.0172699,0.014874,0.00611254,0.0211886,0.00968488,0.0103741,0.00982249,0.00664438,0.0328325,0.00561433,0.00464674,0.00531225,0.0281113,0.0118459,0.0307567,0.00712588,0.00605027,0.00452038,0.00689759,0.010054,0.0111547,0.0296888,0.05319,0.0145659,0.0114882,0.018433,0.0100559,0.00714618,0.0157055,0.0229743,0.0731258,0.00730165,0.00535058,0.00599966
57,0.0247289,0.0198603,0.0182546,0.0166686,0.0258951,0.00795573,0.00626724,0.00750937,0.0104869,0.002102,0.0192319,0.012438,0.0143155,0.00866864,0.0222984,0.0104011,0.00798387,0.0116772,0.00664786,0.0290485,0.00586752,0.00350079,0.0041344,0.0288378,0.0117831,0.0332336,0.00696599,0.0053985,0.00385806,0.00929973,0.0103863,0.012819,0.0316049,0.0550781,0.0138902,0.0120201,0.0188512,0.0122769,0.00681363,0.0136483,0.0228544,0.0761561,0.00592625,0.00521569,0.0061317
58,0.0257502,0.0205006,0.0187009,0.0162248,0.0290566,0.00876863,0.00701812,0.00747715,0.0113364,0.00150144,0.0122808,0.00714467,0.0140632,0.0108188,0.0200598,0.0103787,0.00649364,0.011598,0.00663932,0.0249487,0.00805278,0.00268039,0.00267093,0.0293812,0.0117724,0.0334356,0.00722605,0.00481313,0.00320393,0.0124019,0.0105024,0.0150054,0.0328556,0.0555582,0.0134065,0.012716,0.0184647,0.0142732,0.00663859,0.0120066,0.0208353,0.076898,0.004492,0.00591327,0.00682835
59,0.0271315,0.0215739,0.0199565,0.0155835,0.0299396,0.00963871,0.00733444,0.00662499,0.0127171,0.00234632,0.0121053,0.00534706,0.0145309,0.0116725,0.0156781,0.00899651,0.00551674,0.00973453,0.00670933,0.0233524,0.0119989,0.0043321,0.00382063,0.029543,0.0121378,0.0319458,0.00771262,0.00499401,0.00238293,0.0157269,0.0100454,0.0173068,0.0333923,0.0550864,0.0132059,0.0135283,0.0174116,0.0156364,0.00686268,0.011847,0.0182955,0.0755863,0.00599956,0.00769342,0.00826944
60,0.028474,0.0225907,0.0215175,0.0149241,0.0280159,0.0104746,0.00742693,0.00494548,0.013887,0.00452621,0.0133453,0.00833765,0.0157849,0.0126381,0.0116781,0.00691551,0.00486848,0.00729223,0.00706978,0.0239115,0.0159413,0.00722648,0.0076143,0.0290737,0.0128551,0.029717,0.00841197,0.0061424,0.001488,0.0186121,0.00890405,0.0190432,0.0333663,0.054055,0.0131959,0.0140451,0.0159271,0.0160814,0.00750852,0.0129541,0.0163416,0.072707,0.00896031,0.0096411,0.00989768
61,0.0293095,0.0229551,0.0227099,0.0142109,0.0251709,0.011341,0.00748368,0.00328711,0.0146465,0.00685123,0.0149435,0.0109172,0.0173423,0.0145322,0.0106596,0.00629442,0.00475386,0.00563413,0.00810621,0.0255078,0.0181451,0.00993875,0.0114403,0.0279517,0.013414,0.0276833,0.00956764,0.0076472,0.00254174,0.0204824,0.00733316,0.0195882,0.0330337,0.0528006,0.0130498,0.0137769,0.0140658,0.0155854,0.00791514,0.0137894,0.0145188,0.0689623,0.0106498,0.010499,0.0107992
62,0.0294013,0.0224202,0.0233222,0.0131556,0.0236684,0.0121952,0.00737384,0.00346469,0.015447,0.00833439,0.0171036,0.0121448,0.0184974,0.0159974,0.012179,0.00693402,0.00483397,0.00588933,0.00944351,0.0270456,0.0179924,0.0118007,0.0140576,0.0265234,0.0134744,0.0264074,0.0112186,0.00910304,0.00495643,0.0211889,0.00571611,0.0188596,0.0326011,0.051579,0.0126578,0.0125863,0.011708,0.014402,0.00772453,0.0137138,0.0120609,0.0651381,0.0106118,0.00979717,0.0104937
63,0.0288143,0.0212618,0.0236513,0.0116799,0.0243868,0.0125542,0.00708405,0.00448116,0.0159489,0.00821927,0.0185755,0.0125679,0.0187779,0.0163948,0.0138731,0.0075331,0.0048168,0.00686494,0.0103584,0.0275318,0.0162621,0.0123966,0.0149664,0.0252796,0.0132264,0.0259567,0.0128894,0.0103848,0.00730506,0.0210685,0.00432754,0.0174914,0.0321324,0.050408,0.0122632,0.0107639,0.00887212,0.0129287,0.00725242,0.0133225,0.00947788,0.0618478,0.00977941,0.00830258,0.00935653
64,0.0278855,0.0200201,0.0241034,0.0101024,0.0266735,0.0117693,0.00671966,0.00443977,0.0153714,0.00653998,0.0190241,0.0127713,0.0184943,0.0159664,0.014631,0.00741669,0.00458492,0.00697175,0.0104068,0.0270642,0.0144189,0.0117604,0.0142577,0.0245267,0.0128147,0.0261162,0.0138812,0.0113609,0.00899183,0.0206513,0.00333209,0.0164722,0.0316609,0.0490732,0.0119499,0.00872913,0.00597285,0.0115953,0.00713349,0.0134158,0.00813135,0.0592786,0.00926362,0.00729001,0.00822441
65,0.0271109,0.0191152,0.0248479,0.00896329,0.0295728,0.00974757,0.00601229,0.00350102,0.0137988,0.0042045,0.0189545,0.0131065,0.0186093,0.0148342,0.014438,0.00606394,0.00514664,0.00662158,0.00946346,0.0266724,0.0133991,0.0105203,0.0124055,0.0242665,0.0120945,0.0266791,0.0137299,0.0119371,0.00976673,0.0203396,0.00307447,0.0165148,0.0312789,0.0473366,0.0116759,0.0068273,0.00372226,0.0107513,0.00763495,0.0138989,0.00833852,0.0571406,0.00938625,0.00713079,0.00759505
66,0.0268643,0.0186345,0.025728,0.0087616,0.0326061,0.00725041,0.00480286,0.00377741,0.0120016,0.00251161,0.0188909,0.0135341,0.0196591,0.0133211,0.0141008,0.00395432,0.00757284,0.00733824,0.00775245,0.0274027,0.0129099,0.00940779,0.0100773,0.0242572,0.0111173,0.0274101,0.0124063,0.0120159,0.00969635,0.0202147,0.00374152,0.0175648,0.030968,0.0451251,0.011417,0.00554482,0.00285433,0.0104114,0.00844925,0.0139201,0.00891654,0.0549401,0.0096783,0.00742243,0.00747445
67,0.0272105,0.0183703,0.0264286,0.00939359,0.0352867,0.00543921,0.00375693,0.00567086,0.0105693,0.00245417,0.0190658,0.0136836,0.0212531,0.0119404,0.0144181,0.00287938,0.0106479,0.00933016,0.00569154,0.0296849,0.0120185,0.00856305,0.00784762,0.0242167,0.0102543,0.0278871,0.0102629,0.0114185,0.00910816,0.0200252,0.00464681,0.0188486,0.0304374,0.0425103,0.0111641,0.00569418,0.00356549,0.0101616,0.00906452,0.0128594,0.00906347,0.0522815,0.00954705,0.00780855,0.00765485
68,0.0279815,0.0180363,0.0267656,0.010423,0.0366704,0.0048012,0.00389526,0.00738419,0.00956436,0.00339609,0.0195178,0.0133367,0.0226412,0.0107546,0.014971,0.00389442,0.0134286,0.011887,0.00387613,0.0334731,0.0103369,0.00763572,0.00589074,0.0240119,0.00992304,0.0275635,0.00785627,0.0100975,0.00844273,0.0194426,0.00504504,0.019508,0.0293459,0.0396067,0.010989,0.00724925,0.00510348,0.00950017,0.00904802,0.010837,0.00880537,0.0489606,0.00870999,0.00780221,0.00773711
69,0.0289518,0.0174732,0.0267807,0.011732,0.0356376,0.00466591,0.00483109,0.00825145,0.00876771,0.00466793,0.0209682,0.012717,0.0233164,0.00958448,0.0147196,0.00495428,0.0158934,0.0147294,0.003757,0.0383698,0.0084442,0.00640987,0.00404957,0.0236457,0.0102254,0.0259902,0.00572226,0.0082872,0.00799601,0.0183562,0.00459761,0.0192359,0.0276691,0.0365978,0.0108026,0.00925266,0.0067178,0.00818814,0.00829484,0.00868548,0.00859117,0.044974,0.00720787,0.007029,0.00736465
70,0.029959,0.0167288,0.026572,0.013321,0.0314602,0.0044448,0.00560942,0.00835361,0.00797561,0.00600098,0.0246573,0.0122428,0.0232913,0.00881581,0.0134138,0.00488192,0.0181388,0.0175734,0.00553493,0.0430627,0.0072631,0.00522367,0.00248554,0.0231707,0.0107307,0.0230717,0.00422342,0.00635662,0.00777353,0.0169253,0.00333912,0.0183514,0.0257419,0.0337987,0.0104999,0.0109949,0.00791352,0.00635025,0.00731729,0.0075908,0.00910621,0.0405367,0.00532018,0.00566215,0.00646435
71,0.0309193,0.0160164,0.0261669,0.0149318,0.024642,0.00412632,0.00590977,0.00801202,0.00708294,0.007014,0.0295303,0.0121471,0.0230065,0.0090337,0.0115726,0.00431271,0.0198838,0.0197375,0.00773878,0.0454309,0.00710938,0.00491519,0.00259581,0.0226343,0.0109407,0.0192455,0.00346072,0.00460062,0.00765597,0.0154331,0.00189731,0.0173314,0.0239726,0.0315392,0.0102537,0.0120417,0.00870707,0.00457712,0.00726734,0.00809908,0.0110045,0.0360313,0.00362451,0.00431076,0.00519436
72,0.0317495,0.0155783,0.025597,0.0160363,0.0177149,0.00390227,0.00582808,0.00752669,0.00608176,0.00737014,0.0325113,0.0123646,0.0229762,0.00965808,0.00972254,0.0055729,0.0206278,0.0207276,0.00983362,0.0441079,0.00748962,0.00553871,0.00399181,0.022089,0.0109575,0.0153436,0.0032381,0.00319635,0.00758575,0.0141596,0.00260997,0.0163647,0.0225493,0.0299224,0.0103786,0.0122377,0.00954326,0.00416475,0.00873288,0.00937468,0.0142373,0.031828,0.00310027,0.00341107,0.0038695
73,0.0323519,0.0155344,0.0250208,0.0161284,0.0137425,0.00386453,0.00558416,0.00709732,0.00506738,0.00699767,0.0316534,0.0126808,0.0233874,0.0097468,0.00865859,0.00791587,0.0201016,0.0208554,0.0112511,0.0396925,0.00773634,0.00611106,0.005034,0.0216232,0.0113466,0.0120669,0.00328504,0.00229987,0.00753459,0.0133309,0.00468545,0.015358,0.0213394,0.0285991,0.0110352,0.0119227,0.0104461,0.00535904,0.0113181,0.0102309,0.0179397,0.0280364,0.00383213,0.00276471,0.0029302
74,0.0327012,0.0157886,0.0246911,0.0150818,0.0119466,0.00392965,0.00538531,0.00683517,0.00424142,0.00612706,0.0271416,0.0129071,0.0239991,0.00922819,0.00910749,0.00903121,0.0185273,0.0209015,0.0113753,0.0335174,0.00745013,0.00599456,0.00534936,0.0213333,0.0123416,0.00961986,0.00347642,0.00207635,0.00744596,0.0130718,0.00624818,0.014194,0.0200041,0.0267191,0.0120389,0.0116733,0.0107467,0.00650976,0.0145816,0.0100599,0.0207983,0.0243338,0.00468458,0.0020886,0.00261275
75,0.03288,0.0160613,0.0247516,0.0133139,0.0108014,0.00394374,0.00541296,0.00678048,0.00380268,0.00512881,0.020159,0.0129278,0.0244682,0.00830883,0.0100237,0.00798881,0.0164001,0.0214853,0.0107515,0.0257535,0.00665267,0.00516983,0.00511699,0.0212498,0.0136235,0.00807116,0.00378574,0.00241113,0.00727089,0.0133409,0.00679594,0.0129049,0.0182483,0.0231931,0.0129402,0.011619,0.00996562,0.00659767,0.0174307,0.00900413,0.021554,0.0200033,0.00504535,0.00152389,0.002613
76,0.0330065,0.0160505,0.0250859,0.0116021,0.0121194,0.00380554,0.00574317,0.0069296,0.00369396,0.00427941,0.0117312,0.0126779,0.0246344,0.00703466,0.0101806,0.00536643,0.0141766,0.0227008,0.0109578,0.016205,0.00575293,0.00402767,0.00465152,0.0212742,0.0146849,0.00777652,0.00418108,0.002943,0.00701599,0.0138869,0.00701597,0.01172,0.0160565,0.0172611,0.013295,0.0113226,0.00845676,0.00563947,0.0182422,0.007704,0.0197418,0.0143731,0.00474855,0.00132349,0.0026547
77,0.0331372,0.0156005,0.0254074,0.0105954,0.0149068,0.003627,0.00621283,0.00720817,0.00366647,0.00367721,0.00386614,0.0122081,0.024445,0.00596257,0.00959312,0.00447855,0.0123149,0.0237767,0.0120884,0.00638305,0.00521206,0.00310163,0.00422123,0.0212079,0.0150929,0.00856841,0.00460578,0.00341131,0.00674914,0.0143409,0.0085784,0.0109124,0.0136497,0.00923413,0.0129206,0.0103422,0.00726377,0.00477517,0.0162564,0.0069489,0.0159773,0.00780962,0.00387454,0.0013728,0.00270233
78,0.0332093,0.0147515,0.0255287,0.0103594,0.0165197,0.00374833,0.0065886,0.00746123,0.00363543,0.00344633,0.00948708,0.0117134,0.0238252,0.00582151,0.00887138,0.00753039,0.0110656,0.0235922,0.0127813,0.00923617,0.00517244,0.00293474,0.00413793,0.0208787,0.0146921,0.00932838,0.00500203,0.00366812,0.00661777,0.0144111,0.011775,0.010481,0.0110515,0.00469266,0.0120922,0.00866337,0.00745922,0.00558314,0.0123234,0.00702548,0.0113002,0.00757569,0.00275496,0.00162638,0.00277007
79,0.0330928,0.0136902,0.02549,0.0104961,0.0162432,0.00426141,0.00674872,0.00746195,0.00369294,0.00370167,0.0187244,0.0114062,0.0226507,0.0061819,0.00854579,0.0107511,0.00987853,0.0216829,0.0124562,0.0198538,0.00546133,0.00361125,0.00459902,0.0202821,0.0137257,0.00921851,0.00534787,0.00366708,0.00676721,0.0140756,0.0154608,0.0100494,0.0080793,0.0128088,0.0113359,0.00655057,0.00914768,0.00756358,0.00834581,0.00729661,0.00625765,0.0170228,0.00186935,0.00226484,0.00296134
80,0.032761,0.0126704,0.0254289,0.0106058,0.0143355,0.00478086,0.00668154,0.00705979,0.00382414,0.00425394,0.0265582,0.0112752,0.0210156,0.00633995,0.00885689,0.0126823,0.00790595,0.0185466,0.0115802,0.0292749,0.00585066,0.00453784,0.00535423,0.0195762,0.0127351,0.00842822,0.00564076,0.00344726,0.00714883,0.013552,0.0188351,0.00911904,0.00520836,0.0212662,0.0109736,0.00464986,0.0116479,0.00955578,0.00646403,0.0073259,0.00137836,0.0269614,0.00159671,0.00316691,0.00337674
81,0.0323525,0.0118958,0.0254186,0.0105311,0.0111897,0.00504872,0.00640983,0.00633203,0.00387367,0.00476606,0.032361,0.0110875,0.0194762,0.00607962,0.009649,0.0133019,0.00495176,0.0151724,0.0109752,0.0364007,0.0061137,0.00517252,0.00594185,0.0189729,0.0122651,0.00867915,0.00585459,0.00311119,0.00755801,0.0131036,0.0215386,0.00760627,0.00423393,0.0271184,0.01099,0.0046092,0.0140171,0.0110037,0.00800719,0.00753611,0.00541896,0.0335049,0.00195813,0.00401882,0.00390251
82,0.0320519,0.0114267,0.0254682,0.0103602,0.00741817,0.00515194,0.00594448,0.00552832,0.00381673,0.00505796,0.0363533,0.0106636,0.0186317,0.00538876,0.0106308,0.0130475,0.00228877,0.0123803,0.0111694,0.0415446,0.00603623,0.00531514,0.00607905,0.0186426,0.0125481,0.0111197,0.00592824,0.00280187,0.00791498,0.0128832,0.0231416,0.00620674,0.00481674,0.0294617,0.0112665,0.00635727,0.0153348,0.0114823,0.0112042,0.00811871,0.0103631,0.0347635,0.00268758,0.00460291,0.00433214
83,0.0319546,0.0111799,0.025618,0.0102544,0.0042839,0.00522696,0.00529033,0.00487325,0.00387168,0.00514573,0.0389962,0.0100535,0.0185308,0.00436012,0.0117012,0.0123757,0.00412061,0.010434,0.0120882,0.0456106,0.00550926,0.00505855,0.00577375,0.0186877,0.0133909,0.0132029,0.0058229,0.0026661,0.00830664,0.0129202,0.0228479,0.00588492,0.00457363,0.0284972,0.0116834,0.00818722,0.0154251,0.0106497,0.0134127,0.00833843,0.0131692,0.0312701,0.00339171,0.00486427,0.00455677
84,0.0320349,0.0110204,0.0259376,0.0102425,0.0043204,0.00530462,0.00450501,0.00447091,0.00423597,0.00514246,0.0406593,0.00945728,0.0187393,0.00309756,0.0128762,0.0115992,0.00705124,0.00912569,0.0132642,0.0492065,0.00460178,0.00461944,0.00524146,0.0191335,0.0144661,0.0126615,0.00559189,0.00277905,0.00878353,0.0131614,0.0202115,0.0069451,0.00545883,0.0249045,0.0120603,0.00959598,0.0151767,0.00893217,0.0130731,0.00770503,0.0132473,0.0253246,0.00373017,0.00486895,0.00457479
85,0.0321788,0.0109083,0.0263654,0.0102417,0.00665767,0.00538225,0.00371595,0.00434599,0.00480344,0.00513895,0.0416037,0.0090082,0.0185966,0.0017372,0.014089,0.0109171,0.00901615,0.00815843,0.0142172,0.0522273,0.00351152,0.00410141,0.0046726,0.0199002,0.0156953,0.0103682,0.00536703,0.00305171,0.00926493,0.0135,0.0163567,0.00875315,0.00977977,0.0186816,0.0121609,0.0105562,0.0156202,0.00813393,0.0104681,0.00632582,0.0114617,0.0193716,0.00356818,0.00470214,0.00440346
86,0.0322292,0.0109627,0.0266713,0.0102433,0.00887176,0.00543491,0.00305383,0.00448563,0.00535875,0.00516816,0.0420226,0.00864312,0.017947,0.000889898,0.0151653,0.0104996,0.0100153,0.00747635,0.0146699,0.054158,0.00241202,0.00340898,0.00405933,0.0208064,0.0171997,0.00895781,0.00526007,0.00329869,0.00960114,0.0138347,0.0129791,0.0102867,0.0144564,0.00955941,0.0118717,0.0109413,0.0164684,0.00887724,0.00727981,0.00391472,0.0101317,0.0142893,0.00293498,0.00436897,0.00402509
87,0.0320873,0.0114346,0.0266443,0.0104796,0.0101973,0.00552089,0.0025691,0.00472789,0.00597423,0.00517638,0.0420162,0.00823245,0.0173612,0.00204763,0.0158499,0.0104213,0.010896,0.00763461,0.0147084,0.0546105,0.00122978,0.0023375,0.00322271,0.0217049,0.0189006,0.00841657,0.00531627,0.00349368,0.00963938,0.0141842,0.00965794,0.0110495,0.017351,0.00657893,0.0112913,0.0104139,0.0161794,0.00916144,0.00499879,0.00129186,0.0109304,0.00906001,0.00182305,0.00372184,0.00330019
88,0.0318337,0.01253,0.0263314,0.0112507,0.0102821,0.00584835,0.00238816,0.00472453,0.00706784,0.00521928,0.041573,0.0079407,0.0169344,0.00361057,0.0158729,0.0104853,0.0128762,0.00976989,0.0149069,0.0536013,0.00112069,0.00118029,0.00205541,0.0226519,0.0203218,0.00735617,0.00554824,0.00389887,0.00923251,0.0147041,0.00671304,0.0112727,0.017811,0.0163669,0.0105458,0.00856016,0.0135869,0.00806097,0.00441636,0.00385591,0.0113922,0.00445524,0.000898093,0.00257624,0.00205218
89,0.0316622,0.014102,0.0260149,0.0126615,0.00906623,0.00660063,0.00286651,0.00417311,0.00888366,0.00581238,0.0406202,0.0081793,0.0163044,0.00485121,0.0152658,0.0103455,0.0162645,0.0138374,0.0159827,0.0514881,0.00370202,0.00293598,0.00197732,0.0238295,0.0209284,0.00638648,0.00625035,0.00485513,0.0084027,0.0155256,0.00814087,0.0113925,0.0159294,0.0224193,0.00976675,0.00589123,0.00924744,0.00624298,0.00557509,0.00510936,0.00904591,0.00548349,0.00332214,0.00166768,0.00173481
90,0.0316838,0.0156207,0.0258306,0.0145554,0.00692199,0.00773359,0.0039093,0.0031988,0.0109702,0.00713537,0.0391573,0.00864683,0.0156103,0.00570215,0.0145881,0.00988858,0.0198288,0.0181316,0.0175655,0.0487404,0.00670058,0.00600798,0.00425298,0.0251389,0.0206026,0.00683012,0.00793849,0.00631926,0.00772742,0.0165261,0.011086,0.01164,0.0129045,0.0226799,0.00951634,0.00588544,0.00611632,0.00547656,0.00704334,0.00474833,0.0053246,0.00792548,0.00680533,0.00321073,0.00414904
91,0.0318426,0.0165667,0.0255934,0.0162524,0.00487947,0.00900428,0.00492282,0.00252796,0.0125542,0.00824777,0.037377,0.00854568,0.0150787,0.00608496,0.0145566,0.00938643,0.0220591,0.0208257,0.0183149,0.0457908,0.00900394,0.00868812,0.00652961,0.0261136,0.0197004,0.00874796,0.0103939,0.00776627,0.00800954,0.0173681,0.0119839,0.0120946,0.0110771,0.0193672,0.0103552,0.00862058,0.00635702,0.00611628,0.00789584,0.00632923,0.00529043,0.0103005,0.0101339,0.00523629,0.00665746
92,0.0319609,0.0168282,0.025151,0.0169038,0.00463716,0.0100954,0.00565701,0.00281145,0.0132839,0.00829452,0.0356526,0.00791733,0.0147651,0.00564949,0.0154708,0.00923038,0.022438,0.0210889,0.0176111,0.0430761,0.0100442,0.0101672,0.00764442,0.0263388,0.0187292,0.0113509,0.012631,0.00868591,0.00900595,0.0176858,0.0111695,0.0126812,0.0116874,0.0157468,0.0116038,0.0103325,0.00695404,0.00670418,0.00840161,0.00824351,0.00857808,0.0138351,0.0122732,0.006358,0.00811071
93,0.0317794,0.0166983,0.0245726,0.0163506,0.00608839,0.0106734,0.00625527,0.00342281,0.0133663,0.00732471,0.0343149,0.00734699,0.0147995,0.00443076,0.0169771,0.00948011,0.0215907,0.0194138,0.0159157,0.0410909,0.010086,0.0104019,0.00745623,0.0258581,0.0178801,0.0140316,0.0136851,0.00885347,0.00962821,0.0172056,0.0102927,0.0130354,0.0134949,0.0138353,0.0122479,0.010809,0.00786097,0.00799186,0.00925086,0.00898227,0.0131011,0.0175235,0.0126391,0.00630503,0.00813519
94,0.0312307,0.0165341,0.023995,0.0152358,0.0076399,0.0104591,0.00681844,0.0038689,0.0131329,0.00607152,0.0333797,0.00670497,0.0151729,0.00298635,0.0184091,0.0097907,0.0206354,0.0171402,0.0140098,0.0401796,0.00973988,0.0099186,0.00667323,0.0251622,0.0171179,0.0164931,0.0131016,0.00812842,0.00919214,0.0159004,0.0101086,0.0128133,0.0147939,0.0137838,0.0125346,0.0106902,0.00941192,0.00975252,0.0102384,0.0100949,0.016863,0.0200739,0.0113837,0.00537209,0.00696178
95,0.0306505,0.0165047,0.0235779,0.0142724,0.00891109,0.00938208,0.00717388,0.00427726,0.012755,0.00528148,0.0326153,0.00549686,0.0154454,0.00180916,0.0192971,0.00978007,0.020365,0.0153564,0.0125589,0.0402345,0.00930157,0.009097,0.00606066,0.0247771,0.0168285,0.0186078,0.0111336,0.00646631,0.00782944,0.0141003,0.0101804,0.0121609,0.0149401,0.0148603,0.0133347,0.00958721,0.00974124,0.0101324,0.0109175,0.0111571,0.0177218,0.0209292,0.00921137,0.00401109,0.0051897
96,0.0304786,0.016619,0.0234701,0.0136587,0.0103881,0.00774192,0.00702983,0.00472239,0.0123254,0.00525713,0.0318878,0.00380044,0.0151145,0.00115083,0.0195026,0.00925574,0.0208177,0.0140377,0.0115154,0.0407759,0.00876376,0.00801931,0.00577268,0.0248663,0.0173619,0.0199972,0.00861488,0.00425186,0.00629802,0.0122926,0.00999604,0.0115292,0.0143178,0.0161744,0.0146262,0.00764581,0.00818383,0.00844985,0.0115665,0.0107652,0.0160634,0.0197827,0.00689864,0.00278586,0.00349697
97,0.0308997,0.0168536,0.0236349,0.01339,0.0124502,0.00623843,0.00621243,0.00514939,0.011879,0.00581867,0.0312555,0.0021947,0.0142016,0.00117168,0.0191526,0.00819506,0.0215452,0.0126678,0.0101392,0.0412278,0.00812541,0.00701767,0.00573665,0.0252087,0.0180571,0.0199485,0.00646444,0.00241358,0.0054244,0.0107394,0.00922349,0.0110907,0.0134292,0.0166254,0.0159553,0.00635491,0.00572476,0.00532025,0.0124313,0.00967469,0.0140441,0.0160879,0.00492259,0.00262363,0.00241585
98,0.0317483,0.0171737,0.0238806,0.0135815,0.0146905,0.00564216,0.00483483,0.00563564,0.0113405,0.00647093,0.0307478,0.00174643,0.0131598,0.00135193,0.0185173,0.00673076,0.0219467,0.0111895,0.00818309,0.0410253,0.00741792,0.00650174,0.00578293,0.0254992,0.0180786,0.0181411,0.00505881,0.00241226,0.00533691,0.00941352,0.00797385,0.0107037,0.013318,0.015192,0.0171749,0.00667877,0.00358635,0.00251817,0.0132931,0.00969698,0.0130508,0.00931827,0.00346338,0.00333034,0.00208588
99,0.032709,0.0175073,0.0240264,0.0141892,0.0161061,0.00598695,0.00330756,0.00618347,0.0106165,0.00679405,0.0302194,0.0030069,0.0124132,0.00122879,0.017805,0.00526925,0.0213929,0.00977828,0.00620732,0.0397176,0.0066881,0.00626408,0.00545804,0.0255742,0.0175294,0.0151758,0.00411059,0.00372769,0.00552238,0.00822158,0.00705803,0.0102867,0.0151747,0.0115465,0.0182364,0.00787986,0.00250257,0.0034489,0.0140455,0.0111632,0.0129557,0.00104668,0.00269198,0.00378562,0.00217531
100,0.0336024,0.0177586,0.0239375,0.0149456,0.0156475,0.00666315,0.00209684,0.00660322,0.00969883,0.00667459,0.0295078,0.00513289,0.0121831,0.000923949,0.0170616,0.00457206,0.0194266,0.00825049,0.00488276,0.037243,0.00606444,0.00592305,0.00440092,0.025413,0.0171886,0.0119029,0.00334993,0.00511949,0.00558028,0.00711555,0.00684792,0.0099026,0.0172346,0.00664052,0.0190573,0.00961964,0.0040026,0.00508549,0.0148593,0.0131683,0.0135327,0.0107655,0.00278319,0.0036472,0.00239192
