Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
9,0.0800552,0.0644164,0.0824361,0.0655885,0.0732546,0.0703883,0.0679979,0.0634822,0.0816414,0.0827903,0.0776847,0.0348587,0.055543,0.0598362,0.065146,0.0498234,0.0450414,0.052109,0.0683423,0.0638746,0.0641321,0.0690505,0.0672359,0.0686752,0.0758026,0.0697374,0.0591478,0.0666622,0.0764458,0.0561369,0.108237,0.055753,0.07258,0.072549,0.0859502,0.0772523,0.077237,0.0754995,0.0933544,0.0626501,0.0631473,0.0659571
10,0.078237,0.0624363,0.0809844,0.0636766,0.0710637,0.0689165,0.0663738,0.0620807,0.0797948,0.0808145,0.0734933,0.0329487,0.0573985,0.0579172,0.0649443,0.0481858,0.0438718,0.051769,0.0689091,0.062335,0.062574,0.0674171,0.0664238,0.0668029,0.0728093,0.0682298,0.057851,0.0656905,0.0753135,0.0550408,0.109444,0.0538762,0.0723321,0.0710478,0.0846201,0.0734719,0.0775055,0.0748877,0.0965153,0.0619327,0.0629116,0.0648893
11,0.076465,0.0604918,0.0796402,0.0617178,0.06863,0.0675752,0.0647119,0.0608017,0.0779637,0.0790214,0.0691933,0.031291,0.0590444,0.0561091,0.0645196,0.0468169,0.0427335,0.0510896,0.0700569,0.0609909,0.0610699,0.0655109,0.0654653,0.0650898,0.0687879,0.0671779,0.0571211,0.0650142,0.074411,0.0541265,0.108834,0.0518586,0.0709363,0.068565,0.0823002,0.069989,0.0781289,0.0739412,0.0980788,0.0612948,0.0626697,0.0639501
12,0.0748906,0.0587589,0.0783533,0.059764,0.0664785,0.0663635,0.0630856,0.0596168,0.0762869,0.0774472,0.0649865,0.0298106,0.0602446,0.05475,0.0638514,0.0457012,0.0419313,0.0503191,0.0712844,0.0597401,0.059595,0.0634995,0.0644959,0.0637241,0.0653608,0.0664557,0.0568958,0.0645301,0.0737678,0.0534139,0.107452,0.0498129,0.0687491,0.0658179,0.0798445,0.0672429,0.0778268,0.0722165,0.0975271,0.0606915,0.0624048,0.0631835
13,0.0736025,0.0573095,0.0771117,0.0578478,0.0652209,0.0652821,0.0615732,0.0584883,0.0748665,0.0760558,0.0612646,0.028577,0.0608577,0.053995,0.063202,0.0449624,0.0417107,0.0497035,0.072379,0.0584832,0.0581718,0.0616063,0.0636725,0.0627922,0.0635347,0.0658324,0.0570213,0.0641287,0.0733708,0.0528931,0.106225,0.0479208,0.0663187,0.0633483,0.077809,0.0649243,0.0754471,0.0695344,0.0950369,0.0601183,0.0621153,0.0625924
14,0.0726036,0.0561104,0.0759597,0.0561033,0.0651849,0.0643237,0.0602417,0.057386,0.0737366,0.0747963,0.0584972,0.0278078,0.0609127,0.0537761,0.0628835,0.044744,0.0421003,0.0493445,0.0735017,0.0571874,0.0568634,0.0600188,0.0630745,0.0622329,0.0631834,0.0651645,0.057298,0.0637089,0.0731716,0.052523,0.105309,0.0464147,0.0641308,0.0613856,0.0762512,0.0624023,0.0708438,0.0662368,0.0914734,0.0596143,0.0617934,0.0621305
15,0.0718291,0.0550928,0.0749845,0.054805,0.0661945,0.0634653,0.0591323,0.0562919,0.0728783,0.0736685,0.0570328,0.0277306,0.0606436,0.0538653,0.0630165,0.0450907,0.0429355,0.0491906,0.0750448,0.0559297,0.0557618,0.0588511,0.0626974,0.061876,0.0634579,0.0644875,0.0575217,0.0631838,0.0730978,0.0522401,0.103881,0.045514,0.0625594,0.0600558,0.0750467,0.0594234,0.0651848,0.0630324,0.0879082,0.0592337,0.0614491,0.061721
16,0.0711634,0.0542286,0.074265,0.0541911,0.067638,0.06265,0.058228,0.0551707,0.0722405,0.0727068,0.0568676,0.0283929,0.0603666,0.0539519,0.0634443,0.0459487,0.0440159,0.0490827,0.077317,0.0548693,0.0549628,0.0581248,0.0625052,0.0615728,0.063559,0.0638887,0.0574986,0.0624714,0.0730385,0.0519547,0.100561,0.0453566,0.0618675,0.0596135,0.0743147,0.0564654,0.0603715,0.060539,0.0850315,0.0589926,0.0611298,0.0612769
17,0.070482,0.0535893,0.0738549,0.0542883,0.068851,0.0618234,0.0574826,0.0539886,0.0717938,0.0719427,0.0576575,0.0296042,0.060334,0.0537955,0.0638956,0.0472634,0.0452864,0.0488561,0.0803364,0.0542159,0.0545739,0.0578056,0.0624887,0.0613237,0.0631193,0.0633655,0.0571216,0.0615374,0.0728943,0.0516117,0.0943413,0.0459843,0.0620601,0.060297,0.0743303,0.0543901,0.0578472,0.0590261,0.082855,0.0589029,0.0609566,0.060783
18,0.0696983,0.0533073,0.073802,0.0548682,0.0694832,0.0610104,0.0569212,0.0527897,0.0715841,0.0713975,0.05892,0.0310359,0.0606201,0.0533698,0.0641946,0.0489969,0.0468766,0.04846,0.0837946,0.0542179,0.0547304,0.0578821,0.0626409,0.0612743,0.0621587,0.062833,0.0564684,0.0604506,0.0726737,0.0512851,0.0854797,0.0473254,0.0626431,0.0617859,0.0748794,0.053632,0.0574817,0.0584345,0.080754,0.0590782,0.0611233,0.0603907
19,0.0687809,0.0534254,0.0741492,0.0555535,0.0695742,0.0603715,0.0567334,0.0517687,0.0717279,0.0711059,0.0602467,0.0323658,0.06111,0.0528943,0.0643528,0.0510357,0.0489749,0.0480542,0.0871803,0.0551273,0.0555761,0.0584132,0.0628733,0.0615861,0.0609491,0.0622666,0.0558368,0.0593901,0.0725579,0.0512233,0.0757173,0.0491512,0.0627368,0.0630978,0.07503,0.0538121,0.0578485,0.0584317,0.0779899,0.0597972,0.0618269,0.0604163
20,0.0677006,0.0537222,0.0748586,0.056044,0.0693139,0.0601343,0.0572019,0.0512178,0.0722974,0.0710871,0.0613841,0.0333186,0.0615776,0.0526683,0.0644625,0.0530917,0.051631,0.0479679,0.0899514,0.0570521,0.0571535,0.0594501,0.062954,0.0622436,0.0598494,0.0617963,0.0556255,0.0585515,0.0728166,0.0517325,0.0674975,0.0510468,0.0616809,0.0632764,0.0737863,0.0541581,0.0578592,0.0585543,0.0745204,0.0613558,0.0631141,0.0611395
21,0.0663783,0.053725,0.0757242,0.0562559,0.0688077,0.0604386,0.058456,0.0513584,0.073186,0.071274,0.0622398,0.0336309,0.0618501,0.052853,0.0645499,0.0547639,0.0546568,0.0484655,0.0917056,0.0597616,0.0592669,0.0608917,0.0625793,0.0629449,0.0591376,0.061633,0.0561062,0.0580237,0.073604,0.0529538,0.0625993,0.0524715,0.0595519,0.0620315,0.070888,0.054107,0.0575614,0.0584837,0.0712177,0.063722,0.0647545,0.0625194
22,0.0647557,0.0530183,0.0764353,0.0562044,0.0680452,0.0612656,0.0602562,0.0522227,0.0741238,0.0715077,0.0628332,0.0330929,0.0619618,0.0533939,0.0645608,0.0558262,0.0577135,0.049495,0.0922686,0.0626769,0.0614983,0.0624509,0.0615958,0.0632263,0.0589799,0.0618816,0.0572279,0.0577612,0.0747828,0.0547029,0.0612826,0.0529214,0.0571258,0.0598768,0.0671517,0.0535752,0.0572829,0.0582055,0.0692009,0.0662558,0.0662807,0.0640874
23,0.06291,0.0515619,0.0767408,0.0558384,0.0670018,0.0624408,0.0619501,0.0536152,0.0748124,0.0716086,0.0632226,0.0316856,0.0621481,0.0541239,0.0644768,0.0564607,0.0604873,0.0507452,0.0916833,0.0651001,0.0633838,0.0637561,0.0601465,0.0627434,0.0594123,0.0623893,0.058597,0.0576494,0.075921,0.0565013,0.0626299,0.0521392,0.0554242,0.057962,0.064111,0.0528224,0.0568596,0.0578757,0.0690673,0.0678567,0.0671913,0.0651467
24,0.0610655,0.0497057,0.0765637,0.0550999,0.0657269,0.0636391,0.06269,0.0551221,0.0750506,0.0714516,0.0634478,0.0296698,0.0626459,0.0549219,0.06439,0.0571255,0.0628211,0.0519827,0.09015,0.0665541,0.0646393,0.064502,0.0585493,0.0615021,0.0602468,0.0627853,0.0596877,0.0575844,0.0764962,0.057793,0.0654594,0.0502551,0.0552336,0.0575929,0.0629821,0.0520214,0.0559539,0.0575428,0.070701,0.0676436,0.0671833,0.0651761
25,0.0594909,0.0479351,0.0760495,0.054082,0.0643641,0.0644497,0.0619395,0.056224,0.074809,0.0710184,0.0634881,0.0275009,0.0634468,0.0557825,0.0644248,0.0581837,0.0647095,0.0532218,0.0879235,0.0670631,0.0653192,0.0646054,0.0570309,0.0598714,0.0610947,0.062697,0.0600974,0.0574793,0.0761491,0.0582002,0.0689044,0.0477166,0.0566395,0.0592816,0.0636957,0.0509255,0.054415,0.0569985,0.0735476,0.0656432,0.066258,0.0641597
26,0.0583357,0.0465995,0.0754449,0.0530094,0.0631113,0.0644796,0.059857,0.0564591,0.0741536,0.070352,0.0633122,0.0256017,0.0642525,0.0567414,0.0646032,0.0596464,0.0661372,0.0545229,0.0852698,0.0670692,0.0656887,0.0641982,0.0556363,0.0583622,0.0615647,0.0619878,0.0597035,0.057249,0.0748707,0.0577094,0.07262,0.0450344,0.0588246,0.0621606,0.0650398,0.0490542,0.0522596,0.0559422,0.0771241,0.0628119,0.0646731,0.0626292
27,0.0575387,0.045832,0.0749237,0.0520952,0.0621217,0.0634979,0.0571878,0.0556056,0.0731457,0.0694731,0.0629081,0.0241789,0.0646978,0.0577203,0.0647734,0.0612101,0.0669793,0.0557535,0.0824293,0.0670469,0.0659263,0.0634816,0.0543088,0.0573065,0.0614579,0.0607767,0.0586399,0.0567623,0.0729554,0.0566087,0.076607,0.0425635,0.0605724,0.0646778,0.0656905,0.0462003,0.0496953,0.0542835,0.0812434,0.0602919,0.0627644,0.0612417
28,0.0568788,0.04561,0.0744727,0.0514302,0.0614308,0.0615409,0.0547743,0.053779,0.0718229,0.0683458,0.0622931,0.0232252,0.0646404,0.0584697,0.0647136,0.0625047,0.0671411,0.0566218,0.0796157,0.0671105,0.0659364,0.0625609,0.0529687,0.0566792,0.0607953,0.059268,0.0571837,0.0558316,0.0707981,0.0552446,0.0808998,0.0404762,0.0611412,0.0658342,0.0650563,0.0427662,0.0471186,0.0522425,0.0858588,0.0586346,0.0607694,0.0601767
29,0.0561424,0.0458023,0.0739186,0.0509546,0.0609423,0.0589155,0.0531436,0.0513746,0.0702369,0.0669284,0.0614965,0.022659,0.0642386,0.058671,0.0643146,0.0633415,0.0667694,0.0569111,0.077018,0.0669374,0.0654335,0.0614026,0.0515427,0.0561991,0.0597089,0.0575899,0.0555841,0.0542943,0.0686899,0.0537964,0.0853641,0.0388423,0.0606514,0.065671,0.0633946,0.0396077,0.0449161,0.0501526,0.0907995,0.0576215,0.0587621,0.0590159
30,0.0552768,0.0461714,0.0730507,0.0505133,0.0604736,0.0560829,0.0522345,0.0488765,0.0684617,0.0652507,0.0605273,0.0224539,0.0637804,0.0581034,0.0636383,0.0637689,0.0662259,0.0566474,0.0747727,0.0660385,0.0641681,0.059912,0.0499894,0.055596,0.0583578,0.0557693,0.0539263,0.0521457,0.0667331,0.0522302,0.0897097,0.0376882,0.0597193,0.0648346,0.0613438,0.0374447,0.0432621,0.0482269,0.0956901,0.0565978,0.0567133,0.0572406
31,0.0543977,0.0464308,0.0717459,0.0499649,0.0598465,0.0534759,0.0513785,0.0466514,0.0665635,0.0634262,0.0593546,0.0226562,0.0634132,0.0567379,0.0627806,0.0639184,0.0658075,0.0560466,0.0729362,0.0641116,0.0620872,0.0580224,0.048319,0.0547998,0.056959,0.0538141,0.0521779,0.0496113,0.0648949,0.0504241,0.093631,0.0369987,0.0587874,0.0638485,0.0593556,0.0363547,0.0421007,0.0465173,0.100084,0.0549866,0.0546108,0.0546751
32,0.0536704,0.0463704,0.0700295,0.0492652,0.058971,0.0513522,0.0498965,0.0448524,0.0645755,0.0615864,0.0579195,0.0233115,0.0629971,0.0547069,0.0617036,0.0638163,0.0654705,0.0553104,0.0715037,0.0611931,0.0593471,0.0557397,0.0465851,0.0539119,0.0558313,0.0517997,0.0503399,0.0470762,0.0631158,0.048323,0.0969518,0.0366987,0.0577758,0.0627481,0.0574733,0.0358793,0.0412682,0.0449974,0.10367,0.052677,0.0525425,0.0514637
33,0.0531871,0.0459319,0.0680586,0.0484639,0.057869,0.0497617,0.0477373,0.0434518,0.0624953,0.059809,0.0561898,0.0243936,0.0622637,0.0522137,0.0602553,0.0633387,0.0648069,0.0544575,0.0704514,0.0575433,0.0562013,0.0531605,0.0448458,0.0530703,0.0552707,0.0498691,0.0484968,0.044909,0.0613689,0.0459976,0.0996433,0.0366726,0.0562341,0.0612271,0.0554828,0.0354696,0.0405863,0.0435866,0.106334,0.0500256,0.0506757,0.0478643
34,0.0529308,0.0451621,0.0660428,0.0476323,0.0566302,0.0486175,0.0453845,0.042334,0.0603076,0.0581031,0.0542247,0.0257881,0.0611088,0.0494819,0.0583677,0.0623188,0.0632993,0.0533207,0.0697525,0.0534356,0.0528561,0.0504497,0.0431388,0.0523733,0.0553292,0.0481536,0.0467523,0.0433102,0.0596469,0.0436015,0.101737,0.0368095,0.0537439,0.0589985,0.0531913,0.0347953,0.0398932,0.0421145,0.108089,0.0475257,0.0491471,0.0441739
35,0.0528238,0.0441013,0.0641405,0.0467774,0.0553288,0.0477866,0.0433357,0.0413725,0.0580186,0.056423,0.0521863,0.027306,0.0596606,0.0467691,0.0561897,0.0606681,0.0606533,0.0517064,0.0693511,0.0490444,0.0493903,0.0477707,0.0414916,0.0518423,0.0557383,0.0467077,0.0451596,0.0422826,0.0579266,0.0412903,0.103239,0.0370162,0.050217,0.0559844,0.0505999,0.0339313,0.0391051,0.0403444,0.108986,0.0454654,0.0479675,0.0407374
36,0.0527968,0.0427259,0.0623808,0.045798,0.0539379,0.0471352,0.041794,0.0404607,0.0556725,0.0546825,0.0502572,0.0286913,0.0581054,0.0443642,0.0539831,0.0583816,0.0569706,0.0495986,0.0691019,0.0444764,0.0457888,0.0452095,0.0399265,0.0513577,0.0560236,0.0455065,0.0436953,0.0417016,0.0561573,0.0391507,0.104085,0.037188,0.0458962,0.0522281,0.04788,0.033287,0.0382662,0.0381054,0.109044,0.0438204,0.0470148,0.0378798
37,0.0528235,0.0410105,0.0606683,0.044532,0.0522789,0.0465262,0.0406528,0.0395102,0.0533351,0.0527975,0.0485431,0.029644,0.0565324,0.0424945,0.0518945,0.0554626,0.0526942,0.0472254,0.068704,0.0398584,0.0420664,0.0427566,0.0384402,0.0506802,0.0556879,0.0444747,0.0422692,0.0413857,0.0542813,0.0371767,0.104147,0.0371752,0.0411713,0.0477736,0.0452327,0.0331185,0.0374704,0.0354599,0.108206,0.04238,0.046091,0.0357736
38,0.0529047,0.0390566,0.0588741,0.042866,0.0500564,0.0458231,0.0396164,0.038453,0.0510686,0.0507449,0.0470659,0.0298868,0.0549053,0.0411889,0.0498425,0.051924,0.0484187,0.044845,0.0677103,0.0353815,0.0383791,0.0403567,0.0370069,0.0496106,0.0543218,0.0435195,0.0407695,0.0411113,0.0522722,0.0353077,0.103313,0.0367886,0.0364399,0.0427489,0.0427696,0.0331698,0.0366968,0.0327379,0.106357,0.0409525,0.044976,0.0343794
39,0.0530302,0.0371531,0.05693,0.0408093,0.0469888,0.0449214,0.038394,0.0372528,0.0489089,0.0485614,0.0458257,0.0292566,0.0530927,0.0402418,0.0476082,0.0479346,0.0446906,0.0424142,0.06568,0.0312582,0.0349897,0.0379679,0.0356144,0.0481414,0.0516534,0.04256,0.0391255,0.0406117,0.0501658,0.033493,0.101556,0.0358602,0.0321185,0.0375525,0.0405288,0.0329235,0.035759,0.0303015,0.103413,0.0394844,0.0434599,0.0334749
40,0.053154,0.0356633,0.0548927,0.0385053,0.0430081,0.0437973,0.0368684,0.0359244,0.046892,0.0463356,0.0448194,0.0277836,0.0509176,0.0393381,0.0450319,0.0439472,0.0418584,0.0396881,0.0624008,0.0276589,0.0321251,0.0356119,0.0342677,0.046477,0.0478394,0.0415249,0.0373224,0.0396193,0.0480336,0.031702,0.0988799,0.0343289,0.0286426,0.0328433,0.0385549,0.0320167,0.0344594,0.0282137,0.0993602,0.038006,0.0413673,0.0326752
41,0.053202,0.034822,0.0529347,0.0362308,0.0384343,0.0425148,0.0351049,0.0345289,0.045072,0.0442039,0.0440852,0.0257282,0.0482671,0.0382854,0.0421993,0.0406118,0.0400193,0.0368651,0.0581105,0.0246597,0.0298474,0.0333723,0.0329854,0.0449444,0.0437375,0.0403484,0.0353996,0.0380104,0.0459473,0.0299193,0.0952523,0.0323145,0.0263099,0.0292813,0.0369162,0.0303904,0.032826,0.0262917,0.094241,0.0365091,0.0386228,0.0315645
42,0.0531,0.0345989,0.0512842,0.0343661,0.0340576,0.041189,0.0332608,0.03315,0.0435199,0.042342,0.0438014,0.0235393,0.0452343,0.0371962,0.0395157,0.0385833,0.0391107,0.0348017,0.0535942,0.0222443,0.028067,0.0313683,0.0317896,0.043815,0.0403896,0.0389806,0.0334484,0.0359285,0.043962,0.0281477,0.090713,0.0301194,0.0250232,0.0271826,0.0355782,0.0282291,0.0311899,0.0244977,0.0881848,0.0348984,0.0353235,0.0299654
43,0.0527953,0.0347188,0.0501381,0.0332337,0.0310326,0.0399243,0.0314997,0.0318619,0.0422972,0.0409202,0.0443444,0.0217092,0.0421973,0.0364717,0.0375973,0.0383487,0.0390352,0.0341295,0.0500194,0.0203625,0.0266495,0.0297237,0.0306879,0.0431155,0.0380388,0.0374143,0.0316049,0.0337382,0.0421209,0.0264167,0.0855349,0.0281169,0.0242705,0.0262735,0.0343113,0.0258593,0.030027,0.0231059,0.0815036,0.0330855,0.0317472,0.0280906
44,0.0522512,0.0348049,0.049579,0.0328592,0.0303909,0.0387655,0.0299473,0.0307071,0.0414232,0.0400397,0.0461773,0.0205716,0.0397448,0.0365827,0.0369782,0.0398302,0.0396078,0.0345796,0.0483867,0.0189952,0.0255085,0.0285398,0.0296568,0.0425924,0.0363634,0.0357137,0.0300263,0.0318311,0.0404696,0.0247801,0.0801098,0.0265762,0.0234304,0.0257708,0.0327218,0.0236299,0.0296303,0.0224755,0.0746261,0.0311268,0.0282671,0.0263676
45,0.0514314,0.0345422,0.0495394,0.0329268,0.0322739,0.0376963,0.0286812,0.0296961,0.0408654,0.0396929,0.0494867,0.0201681,0.0384444,0.0377647,0.0377452,0.0420269,0.0404458,0.0356136,0.0487578,0.0181793,0.0246397,0.0278686,0.028648,0.0418982,0.0353702,0.0340267,0.0288522,0.0304353,0.0390537,0.0232955,0.074637,0.0255473,0.0221622,0.0249201,0.0304641,0.0218106,0.0298918,0.0227341,0.0678035,0.0292335,0.0252211,0.0250894
46,0.0502906,0.0337611,0.0498158,0.0329718,0.0357585,0.036669,0.0277201,0.0288127,0.0405367,0.0397482,0.0538841,0.0202501,0.0385401,0.0397911,0.0393533,0.0434592,0.04113,0.0369462,0.0501443,0.0179453,0.0240779,0.0276681,0.0276022,0.0408609,0.0349851,0.0325592,0.0281599,0.0295399,0.0378897,0.0219842,0.0690277,0.0248762,0.0206228,0.0235087,0.0278477,0.0205121,0.0303601,0.0236277,0.0609351,0.0276175,0.0228238,0.024224
47,0.0488216,0.0324576,0.0501602,0.0325917,0.0395018,0.0356674,0.0270414,0.0280472,0.0403326,0.0400026,0.0585689,0.0204095,0.0397361,0.0419605,0.0408272,0.0431902,0.0415526,0.0383901,0.0514649,0.0182293,0.0238328,0.0278048,0.0264854,0.039646,0.0346072,0.0315288,0.0279484,0.0289776,0.0369621,0.0208371,0.0631877,0.024333,0.0193922,0.0218974,0.0265657,0.019685,0.0305114,0.024654,0.0538732,0.0263872,0.0211848,0.0235632
48,0.0470835,0.0307529,0.0503611,0.0315436,0.0423412,0.0347121,0.0265714,0.0273921,0.0401474,0.0402337,0.0627678,0.0202379,0.0412481,0.0433742,0.0412248,0.0415052,0.0419955,0.0397959,0.0524605,0.0188068,0.0238157,0.0280816,0.0252934,0.0386088,0.033798,0.0310632,0.0280995,0.0285421,0.0362108,0.0198179,0.0572299,0.0236989,0.0190517,0.0205856,0.0288904,0.0191715,0.0300088,0.0253394,0.0468258,0.025548,0.0202979,0.0229658
49,0.0452141,0.0288625,0.0503101,0.0298417,0.0436671,0.0338452,0.0262041,0.0268357,0.0399037,0.0402728,0.0659908,0.0195057,0.0421682,0.0434238,0.0400818,0.0397182,0.0428914,0.0410577,0.0535459,0.0193847,0.0238448,0.0283096,0.0240753,0.0379935,0.0326193,0.0311299,0.0283824,0.0280856,0.0355591,0.0188977,0.0513896,0.0228306,0.0197341,0.0198081,0.0350833,0.0188054,0.0288361,0.0255123,0.0403334,0.0250193,0.0200028,0.0224532
50,0.0433891,0.0270403,0.0500134,0.0277799,0.0435853,0.0330987,0.0258495,0.0263513,0.0395769,0.0400579,0.0679908,0.0182612,0.041912,0.0421437,0.0376007,0.0390097,0.0444363,0.0419049,0.0548398,0.0197474,0.023727,0.0283569,0.0229309,0.0376915,0.0311874,0.0315353,0.0285168,0.0275271,0.0349487,0.0180675,0.0458268,0.0217226,0.0211315,0.0194748,0.0435297,0.0184822,0.0272529,0.0253488,0.0348356,0.0245852,0.0200103,0.0220914
51,0.0417578,0.0254925,0.0495643,0.0257957,0.0426892,0.032475,0.0254953,0.0258965,0.0392151,0.0396436,0.0686155,0.0168018,0.0404603,0.0401168,0.0345014,0.0393369,0.046262,0.0419463,0.0555398,0.01983,0.023372,0.0281684,0.0219657,0.0372799,0.0295608,0.0320026,0.0282712,0.0268235,0.0343603,0.01733,0.0405889,0.0205465,0.0228525,0.0193748,0.0528693,0.0181653,0.025609,0.0251302,0.0303907,0.0239622,0.0200324,0.0218577
52,0.0404015,0.0243049,0.0491035,0.0242157,0.0415789,0.0319464,0.0252228,0.0254307,0.0389424,0.039154,0.0677597,0.0154904,0.0383445,0.0380968,0.0316806,0.0396747,0.0474451,0.0410514,0.0544205,0.0197137,0.0228576,0.0277762,0.0212301,0.0363906,0.0279729,0.0322785,0.0275416,0.0259558,0.0338045,0.0166847,0.0356825,0.0195515,0.0246139,0.0193346,0.0624464,0.0178553,0.0241449,0.0249548,0.0268643,0.0230011,0.0198847,0.0216385
