time,pos_pelvis_tilt,pos_pelvis_list,pos_pelvis_rotation,pos_pelvis_tx,pos_pelvis_ty,pos_pelvis_tz,pos_hip_flexion_r,pos_hip_adduction_r,pos_hip_rotation_r,pos_knee_angle_r,pos_ankle_angle_r,pos_subtalar_angle_r,pos_mtp_angle_r,pos_hip_flexion_l,pos_hip_adduction_l,pos_hip_rotation_l,pos_knee_angle_l,pos_ankle_angle_l,pos_subtalar_angle_l,pos_mtp_angle_l,pos_lumbar_extension,pos_lumbar_bending,pos_lumbar_rotation,pos_arm_flex_r,pos_arm_add_r,pos_arm_rot_r,pos_elbow_flex_r,pos_pro_sup_r,pos_wrist_flex_r,pos_wrist_dev_r,pos_arm_flex_l,pos_arm_add_l,pos_arm_rot_l,pos_elbow_flex_l,pos_pro_sup_l,pos_wrist_flex_l,pos_wrist_dev_l,vel_pelvis_tilt,vel_pelvis_list,vel_pelvis_rotation,vel_pelvis_tx,vel_pelvis_ty,vel_pelvis_tz,vel_hip_flexion_r,vel_hip_adduction_r,vel_hip_rotation_r,vel_knee_angle_r,vel_ankle_angle_r,vel_subtalar_angle_r,vel_mtp_angle_r,vel_hip_flexion_l,vel_hip_adduction_l,vel_hip_rotation_l,vel_knee_angle_l,vel_ankle_angle_l,vel_subtalar_angle_l,vel_mtp_angle_l,vel_lumbar_extension,vel_lumbar_bending,vel_lumbar_rotation,vel_arm_flex_r,vel_arm_add_r,vel_arm_rot_r,vel_elbow_flex_r,vel_pro_sup_r,vel_wrist_flex_r,vel_wrist_dev_r,vel_arm_flex_l,vel_arm_add_l,vel_arm_rot_l,vel_elbow_flex_l,vel_pro_sup_l,vel_wrist_flex_l,vel_wrist_dev_l,tau_pelvis_tilt,tau_pelvis_list,tau_pelvis_rotation,tau_pelvis_tx,tau_pelvis_ty,tau_pelvis_tz,tau_hip_flexion_r,tau_hip_adduction_r,tau_hip_rotation_r,tau_knee_angle_r,tau_ankle_angle_r,tau_subtalar_angle_r,tau_mtp_angle_r,tau_hip_flexion_l,tau_hip_adduction_l,tau_hip_rotation_l,tau_knee_angle_l,tau_ankle_angle_l,tau_subtalar_angle_l,tau_mtp_angle_l,tau_lumbar_extension,tau_lumbar_bending,tau_lumbar_rotation,tau_arm_flex_r,tau_arm_add_r,tau_arm_rot_r,tau_elbow_flex_r,tau_pro_sup_r,tau_wrist_flex_r,tau_wrist_dev_r,tau_arm_flex_l,tau_arm_add_l,tau_arm_rot_l,tau_elbow_flex_l,tau_pro_sup_l,tau_wrist_flex_l,tau_wrist_dev_l,acc_pelvis_tilt,acc_pelvis_list,acc_pelvis_rotation,acc_pelvis_tx,acc_pelvis_ty,acc_pelvis_tz,acc_hip_flexion_r,acc_hip_adduction_r,acc_hip_rotation_r,acc_knee_angle_r,acc_ankle_angle_r,acc_subtalar_angle_r,acc_mtp_angle_r,acc_hip_flexion_l,acc_hip_adduction_l,acc_hip_rotation_l,acc_knee_angle_l,acc_ankle_angle_l,acc_subtalar_angle_l,acc_mtp_angle_l,acc_lumbar_extension,acc_lumbar_bending,acc_lumbar_rotation,acc_arm_flex_r,acc_arm_add_r,acc_arm_rot_r,acc_elbow_flex_r,acc_pro_sup_r,acc_wrist_flex_r,acc_wrist_dev_r,acc_arm_flex_l,acc_arm_add_l,acc_arm_rot_l,acc_elbow_flex_l,acc_pro_sup_l,acc_wrist_flex_l,acc_wrist_dev_l,missing_grf_data,missing_grf_reason,calcn_r_probably_contacting_ground,calcn_l_probably_contacting_ground,calcn_r_contact_cop_x,calcn_r_contact_cop_y,calcn_r_contact_cop_z,calcn_r_contact_moment_x,calcn_r_contact_moment_y,calcn_r_contact_moment_z,calcn_r_contact_force_x,calcn_r_contact_force_y,calcn_r_contact_force_z,calcn_l_contact_cop_x,calcn_l_contact_cop_y,calcn_l_contact_cop_z,calcn_l_contact_moment_x,calcn_l_contact_moment_y,calcn_l_contact_moment_z,calcn_l_contact_force_x,calcn_l_contact_force_y,calcn_l_contact_force_z,marker_error_rms,marker_error_max,residual_norm
0.03,-0.0318616,-0.0523223,-0.0304237,0.718494,1.01798,-0.281376,0.814393,0.0258135,-0.121224,-1.26376,0.236203,0.1,-1.54716e-05,-0.366265,-0.0461133,-0.268316,-0.356231,0.0260486,0.1,-4.62513e-05,-0.226513,0.0607969,-0.204044,-0.71154,-0.269948,-0.265082,1.60055,1.28472,0.0267923,-0.0465805,-0.00858191,-0.343986,-0.118256,1.90637,1.73101,0.1,-0.0268818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.494864,0,-0.333916,2.14896,1.82383,-0.360267,121.903,103.459,-20.4366,0,0,0,0,0,0,0,0,0,0.00185907,0.0590708,0
0.04,-0.0508147,-0.0497756,-0.0341742,0.720982,1.02046,-0.280294,0.811063,0.0293511,-0.14463,-1.07382,0.282577,0.1,-1.54716e-05,-0.378773,-0.044233,-0.253156,-0.369136,-0.0819341,0.1,-4.62513e-05,-0.19993,0.0595049,-0.215201,-0.736655,-0.251812,-0.275755,1.60776,1.28687,0.0267923,-0.0465805,-0.00488595,-0.345289,-0.0864071,1.9373,1.75714,0.1,-0.0268818,-1.89531,0.254674,-0.375045,0.248771,0.24831,0.108136,-0.333,0.35376,-2.34059,18.9947,4.63738,0,0,-1.25079,0.188035,1.516,-1.29053,-10.7983,0,0,2.65837,-0.129202,-1.11562,-2.51148,1.81353,-1.06725,0.720169,0.214404,0,0,0.369596,-0.130268,3.18491,3.0931,2.61241,0,0,16.7844,-98.0777,34.4996,-1.04848e-10,1.81885e-10,5.38183e-11,-67.7913,-30.7729,34.2417,-71.4859,7.63426,-1.57991,0.00016414,109.216,24.8661,-5.22748,9.4428,0.898871,0.0229115,0.000284523,-33.9326,-15.559,59.335,19.6577,-3.13353,0.172171,7.10705,0.0332254,0.605393,-1.18728,-20.2186,-4.10227,-2.36169,-13.4137,0.474697,-0.258099,2.73691,55.0872,19.8378,13.1829,-4.52318,-6.84175,-3.80678,-53.3853,-31.6802,0.934203,-226.768,-59.2885,0,0,53.9342,24.7356,46.2155,-205.068,230.993,0,0,-76.5276,-20.3298,22.9464,69.895,-19.3665,19.705,-10.7455,3.91032,0,0,-1.20236,-1.97129,0.533533,-78.0572,-20.7852,0,0,0,0,1,0,0.441371,0,-0.328726,0.668556,0.631843,-0.131564,60.7659,57.429,-11.958,0,0,0,0,0,0,0,0,0,0.00165498,0.0564344,105.315
0.05,-0.064259,-0.045245,-0.0366064,0.723017,1.02226,-0.279594,0.802395,0.0297206,-0.167942,-0.906547,0.323022,0.1,-1.54716e-05,-0.385887,-0.039879,-0.233375,-0.402548,-0.166817,0.1,-4.62513e-05,-0.180999,0.0561799,-0.224062,-0.75478,-0.235614,-0.284457,1.61388,1.2894,0.0267923,-0.0465805,-0.00131022,-0.346788,-0.0545047,1.96042,1.78118,0.1,-0.0268818,-1.34443,0.453052,-0.243216,0.203539,0.179893,0.0700683,-0.866853,0.0369575,-2.33125,16.727,4.0445,0,0,-0.711445,0.435391,1.97816,-3.34122,-8.48834,0,0,1.89309,-0.3325,-0.886154,-1.81253,1.61987,-0.870205,0.612715,0.253507,0,0,0.357573,-0.149981,3.19024,2.31253,2.40456,0,0,24.7243,-63.2423,19.2714,8.99618e-11,-2.95358e-10,-3.52713e-11,-65.1376,-25.3622,13.7705,-64.1379,-1.37889,-0.251325,0.00010261,109.167,16.722,-4.38091,10.2293,0.898814,0.00318238,0.000284762,-30.4561,-8.15939,57.3617,19.1702,-3.91608,-0.280268,6.90059,0.00712918,0.52424,-1.19943,-18.5691,-4.23736,-2.16797,-12.9532,0.473215,-0.194081,2.66338,55.3882,18.3718,13.0187,-4.46573,-6.38646,-3.6682,-52.667,-30.4524,1.49946,-229.934,-61.8254,0,0,52.9614,22.681,42.2297,-202.904,224.478,0,0,-76.8601,-18.8219,23.3756,69.5181,-19.9561,19.7673,-10.167,3.50913,0,0,-1.7514,-1.54375,-0.22711,-77.6254,-22.2737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156128,0.056195,70.5852
0.06,-0.0721646,-0.0388773,-0.0377366,0.724606,1.02342,-0.27926,0.788459,0.027045,-0.191105,-0.76227,0.357284,0.1,-1.54716e-05,-0.387706,-0.033257,-0.20937,-0.456251,-0.229253,0.1,-4.62513e-05,-0.169754,0.0509727,-0.230586,-0.765954,-0.221411,-0.291182,1.61899,1.29229,0.0267923,-0.0465805,0.00209036,-0.348443,-0.022625,1.97579,1.803,0.1,-0.0268818,-0.790552,0.63677,-0.113028,0.158882,0.116028,0.0333863,-1.39352,-0.267567,-2.31625,14.4277,3.42624,0,0,-0.181832,0.662201,2.40045,-5.37026,-6.24356,0,0,1.12449,-0.520719,-0.652398,-1.11735,1.42031,-0.672531,0.511045,0.288598,0,0,0.340059,-0.165418,3.18797,1.53628,2.18182,0,0,0.165375,-38.3994,13.1687,-5.26512e-12,1.16188e-10,-6.11067e-13,-93.8843,-23.0494,13.4075,-64.1538,-1.5712,-0.228575,4.64626e-05,111.909,4.52525,-3.12285,11.4517,0.862476,-0.0268644,0.000289857,-28.44,-2.91753,56.8585,18.9369,-4.69389,-0.703498,7.11662,-0.0173189,0.489528,-1.27816,-17.102,-4.49569,-2.23779,-12.3079,0.444183,-0.186745,2.55039,55.9088,13.8759,12.4485,-3.99196,-5.29949,-3.25903,-50.5028,-26.3336,3.79061,-237.592,-69.6215,0,0,50.3056,16.2023,30.1873,-195.54,204.006,0,0,-77.2302,-14.1792,24.5803,68.282,-21.7235,19.832,-8.46856,2.30807,0,0,-3.43816,-0.289221,-2.573,-76.3912,-26.4762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152466,0.0607705,40.595
0.07,-0.0744792,-0.0311221,-0.0376221,0.725795,1.02405,-0.279252,0.769474,0.0217359,-0.213888,-0.641753,0.384585,0.1,-1.54716e-05,-0.384493,-0.0250148,-0.182347,-0.529507,-0.271288,0.1,-4.62513e-05,-0.166232,0.0443476,-0.234652,-0.770299,-0.20938,-0.295924,1.62326,1.29541,0.0267923,-0.0465805,0.00514713,-0.350126,0.00899744,1.98351,1.82217,0.1,-0.0268818,-0.231463,0.775529,0.0114568,0.118962,0.0630334,0.000795944,-1.89855,-0.530903,-2.27835,12.0517,2.73003,0,0,0.321224,0.824225,2.70233,-7.32566,-4.2035,0,0,0.352187,-0.662512,-0.406595,-0.434529,1.20307,-0.474212,0.426359,0.311679,0,0,0.305677,-0.16831,3.16224,0.772364,1.91706,0,0,-8.59361,-11.5437,10.0407,-2.5949e-11,1.81103e-10,1.2129e-11,-115.153,-16.8767,11.9394,-65.1609,-1.81149,-0.196102,-6.03999e-06,117.245,-8.8771,-1.50798,13.2854,0.768847,-0.0595441,0.00029138,-22.753,0.903399,57.5336,18.683,-5.47896,-1.14339,7.35166,-0.0412685,0.456434,-1.36196,-16.2703,-4.715,-2.36276,-11.6876,0.406841,-0.194455,2.43829,55.6184,5.64487,11.261,-3.80579,-4.4648,-2.40411,-46.4183,-18.3646,8.76103,-247.699,-83.3357,0,0,46.2146,4.27422,9.53651,-180.413,166.312,0,0,-76.4196,-5.79794,26.6424,65.8549,-24.8257,19.624,-5.55018,0.174463,0,0,-6.55145,1.91191,-6.92566,-74.3706,-33.2162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152635,0.0670427,17.5477
0.08,-0.071232,-0.0228023,-0.0363814,0.726604,1.02424,-0.279484,0.745847,0.0145904,-0.235796,-0.546005,0.403551,0.1,-1.54716e-05,-0.37666,-0.0163451,-0.15437,-0.620805,-0.296692,0.1,-4.62513e-05,-0.170352,0.0371427,-0.236054,-0.768059,-0.199832,-0.298704,1.62696,1.29854,0.0267923,-0.0465805,0.00754876,-0.351618,0.0399273,1.9838,1.83802,0.1,-0.0268818,0.32472,0.831978,0.124067,0.080904,0.0183853,-0.0232452,-2.36273,-0.714549,-2.19074,9.57475,1.89667,0,0,0.78337,0.866967,2.79769,-9.12979,-2.54038,0,0,-0.412009,-0.720491,-0.140171,0.224021,0.954814,-0.277972,0.370857,0.313423,0,0,0.240163,-0.149191,3.09298,0.0286583,1.5849,0,0,-3.83611,9.11304,10.2492,-4.1716e-11,-2.33626e-10,2.08455e-11,-126.921,-8.23575,10.0489,-65.7189,-2.05376,-0.156545,-5.21486e-05,124.538,-19.5551,0.0523138,15.4596,0.631001,-0.0848638,0.000288816,-15.5524,1.3435,58.339,18.3082,-6.14525,-1.56757,7.5584,-0.0632118,0.423093,-1.43941,-15.9027,-4.97913,-2.55282,-11.1604,0.366127,-0.220351,2.34111,52.8368,-5.67238,9.33476,-3.86897,-4.0713,-1.24061,-40.0427,-6.98897,15.951,-255.954,-100.228,0,0,42.0078,-12.0104,-15.7013,-156.281,115.258,0,0,-72.6991,5.46177,29.3898,62.236,-28.8613,18.7585,-1.92415,-2.55205,0,0,-10.9456,4.85952,-13.1611,-72.0234,-40.6881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154473,0.0727276,14.2411
0.09,-0.0627011,-0.0150497,-0.0342073,0.727027,1.02401,-0.279841,0.718215,0.00674607,-0.256108,-0.475853,0.412495,0.1,-1.54716e-05,-0.364625,-0.00887648,-0.127963,-0.727731,-0.31057,0.1,-4.62513e-05,-0.181742,0.030484,-0.234516,-0.759595,-0.19317,-0.299608,1.63048,1.30142,0.0267923,-0.0465805,0.00885583,-0.352624,0.069541,1.97688,1.8498,0.1,-0.0268818,0.853089,0.775254,0.217414,0.0422143,-0.0223277,-0.0356512,-2.76316,-0.784438,-2.03123,7.01521,0.894395,0,0,1.20345,0.746863,2.64068,-10.6926,-1.38779,0,0,-1.139,-0.665873,0.153727,0.846381,0.666201,-0.0903876,0.351616,0.287903,0,0,0.130707,-0.100596,2.96137,-0.691576,1.17802,0,0,9.88147,21.1446,13.4754,3.13136e-11,1.32104e-10,-6.75406e-11,-128.874,1.47732,8.29056,-64.6244,-2.23295,-0.113828,-8.73315e-05,131.724,-24.846,0.846629,17.5143,0.498827,-0.0951978,0.000285777,-8.43938,-0.456938,58.0716,17.7203,-6.51487,-1.87768,7.63217,-0.0788088,0.392554,-1.48344,-15.7228,-5.29229,-2.75819,-10.7453,0.329666,-0.25562,2.26365,46.1192,-17.9949,6.59344,-4.06276,-4.27115,0.0063093,-30.8795,7.0428,26.267,-257.675,-114.769,0,0,39.6666,-30.1395,-40.1663,-123.9,61.6089,0,0,-64.2745,17.7591,32.5555,57.7327,-33.0345,16.9748,1.39174,-5.22041,0,0,-16.0539,8.1353,-20.6606,-70.0644,-46.3348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156006,0.0764915,26.9504
0.1,-0.0495583,-0.00909667,-0.0313738,0.727042,1.02336,-0.280197,0.687495,-0.000394037,-0.273794,-0.431469,0.409962,0.1,-1.54716e-05,-0.348624,-0.0044218,-0.105573,-0.847047,-0.318287,0.1,-4.62513e-05,-0.19956,0.0256011,-0.229724,-0.745358,-0.189811,-0.298814,1.63414,1.30378,0.0267923,-0.0465805,0.00855751,-0.352816,0.0970887,1.96296,1.85695,0.1,-0.0268818,1.31428,0.595305,0.283349,0.00158671,-0.0650392,-0.0355882,-3.07196,-0.71401,-1.76856,4.43846,-0.253293,0,0,1.60011,0.445468,2.23902,-11.9316,-0.771703,0,0,-1.78175,-0.488282,0.479282,1.42371,0.335855,0.0793608,0.365533,0.235699,0,0,-0.0298319,-0.019243,2.75477,-1.39222,0.714671,0,0,22.6694,21.3015,18.7532,2.61196e-11,-1.51203e-10,2.41087e-11,-123.946,10.1149,7.10491,-61.8256,-2.2773,-0.0749323,-0.000105148,134.809,-23.0268,0.0573629,18.8957,0.433883,-0.0863356,0.000285404,-3.10004,-4.6981,55.5055,16.8735,-6.42756,-1.99073,7.52694,-0.0844075,0.370821,-1.47841,-15.4348,-5.64377,-2.94049,-10.448,0.304033,-0.292965,2.2067,34.7989,-29.204,3.07551,-4.15262,-5.12183,1.1476,-18.5063,22.2875,40.5671,-250.064,-119.009,0,0,41.0378,-46.5778,-58.2612,-85.6965,18.7519,0,0,-50.152,28.6186,35.7535,52.8448,-36.4941,14.3677,3.23132,-7.13676,0,0,-21.0124,11.2285,-28.5428,-69.137,-47.4602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00155718,0.0775512,36.3227
0.11,-0.0329356,-0.00606402,-0.0282327,0.726643,1.0222,-0.280438,0.654925,-0.00530539,-0.287422,-0.41209,0.395529,0.1,-1.54716e-05,-0.328519,-0.0046249,-0.0890088,-0.974933,-0.324129,0.1,-4.62513e-05,-0.222392,0.0235802,-0.221355,-0.725837,-0.190102,-0.296584,1.63811,1.30542,0.0267923,-0.0465805,0.00615795,-0.351886,0.121782,1.94212,1.85935,0.1,-0.0268818,1.66227,0.303265,0.314104,-0.0399395,-0.116258,-0.0241121,-3.25702,-0.491136,-1.36289,1.93782,-1.44338,0,0,2.01049,-0.0203096,1.6564,-12.7886,-0.584184,0,0,-2.28327,-0.202096,0.836817,1.95216,-0.0290857,0.223038,0.397846,0.164331,0,0,-0.239956,0.0930425,2.46934,-2.08359,0.240068,0,0,30.1154,11.9055,23.0487,6.16751e-12,1.18575e-10,5.99059e-11,-116.062,15.7846,6.53026,-57.8885,-2.12567,-0.0479512,-9.91559e-05,134.368,-16.1502,-2.32761,20.4849,0.48949,-0.063583,0.000294404,-0.316723,-9.84769,50.3072,15.7453,-5.84922,-1.86085,7.20927,-0.0777956,0.361736,-1.41352,-14.8812,-5.99452,-3.05415,-10.2238,0.293423,-0.321794,2.16187,19.2568,-37.3647,-0.979584,-4.03028,-6.52764,2.01778,-3.32274,36.4606,56.4425,-233.038,-104.654,0,0,47.0084,-57.9198,-65.9686,-45.0707,-3.41927,0,0,-30.8776,35.9502,38.4994,48.1144,-38.655,11.4536,2.7437,-7.81696,0,0,-24.8495,13.6301,-35.8949,-69.4678,-42.0187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015247,0.0756996,39.7482
0.12,-0.0143872,-0.00676784,-0.0251897,0.725841,1.02039,-0.280477,0.622023,-0.00657069,-0.295407,-0.416016,0.370629,0.1,-1.54716e-05,-0.303713,-0.01062,-0.0790416,-1.10733,-0.330312,0.1,-4.62513e-05,-0.248313,0.0251543,-0.209137,-0.701504,-0.194258,-0.293208,1.64237,1.30628,0.0267923,-0.0465805,0.00127343,-0.349592,0.142886,1.91434,1.85755,0.1,-0.0268818,1.85484,-0.0703821,0.304308,-0.0802423,-0.181534,-0.00393436,-3.29025,-0.12653,-0.798462,-0.392564,-2.48992,0,0,2.48058,-0.599507,0.996719,-13.2393,-0.618377,0,0,-2.59204,0.157407,1.22181,2.4333,-0.415636,0.337573,0.425283,0.0861617,0,0,-0.488452,0.229343,2.11039,-2.77827,-0.180118,0,0,32.2969,-2.66627,23.2318,-6.76721e-11,2.21689e-11,-8.23306e-11,-108.221,16.8773,6.35562,-53.3528,-1.74455,-0.0400303,-6.65798e-05,131.994,-7.73349,-5.34434,22.9424,0.67968,-0.0379841,0.000316325,0.7817,-13.9368,43.2668,14.4261,-4.86866,-1.48307,6.71441,-0.0586183,0.371006,-1.29382,-14.0536,-6.33259,-3.09783,-9.95677,0.295225,-0.338494,2.10746,1.25057,-41.2391,-5.14784,-3.64156,-8.26702,2.48028,12.877,46.6769,67.2788,-208.413,-66.1916,0,0,57.1023,-61.7833,-61.9051,-5.42831,-2.79366,0,0,-8.57668,38.6165,40.1907,43.9583,-39.3524,9.01629,-0.225285,-7.20552,0,0,-26.7812,14.9068,-41.9902,-70.5644,-29.3128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00146685,0.0710696,39.8737
