Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
55,0.0217718,0.00441168,0.00736333,0.0113863,0.0121905,0.00336601,0.00964011,0.00520586,0.0107295,0.011716,0.00408789,0.0105101,0.00534388,0.00960003,0.022957,0.0112957,0.00513634,0.0145473,0.0113168,0.0125172,0.00851593,0.0101522,0.0118458,0.00683691,0.00413049,0.00183472,0.00581506,0.0176489,0.0181848,0.0115032,0.00711076,0.00855821,0.00526154,0.00653565,0.010756,0.018147,0.0208203,0.00365944,0.00460985,0.00434701,0.00828253
56,0.0215215,0.00569724,0.00818045,0.0106825,0.00946018,0.00517651,0.00954482,0.0028216,0.012117,0.0125062,0.00591347,0.0164271,0.0108109,0.0132941,0.0219343,0.00847324,0.00812375,0.0154529,0.0164542,0.0175571,0.0131524,0.010659,0.0115769,0.00523561,0.00582533,0.00342995,0.0049086,0.0210221,0.0186994,0.0128128,0.0052495,0.00772283,0.0055704,0.00520714,0.0127087,0.0206651,0.0217672,0.00219886,0.00726704,0.00733804,0.0120502
57,0.0210002,0.00713092,0.00888651,0.0103129,0.00541493,0.00719024,0.00858727,0.000997706,0.0137252,0.0146205,0.00850421,0.0211342,0.0143223,0.0145599,0.0224997,0.00598486,0.0130872,0.016575,0.0217226,0.0219476,0.016928,0.0120044,0.0110782,0.0033451,0.00725315,0.00473845,0.00420159,0.0238363,0.0202505,0.0120182,0.00304548,0.00665883,0.00560769,0.00333903,0.0142386,0.0217817,0.0209641,0.00325802,0.0109387,0.0104999,0.0148713
58,0.0204179,0.00836271,0.00911426,0.0111868,0.00175455,0.00878407,0.0081815,0.00243634,0.015225,0.0172987,0.0107455,0.0226962,0.0148774,0.0135175,0.0234311,0.00738893,0.0178311,0.0168681,0.0249266,0.0245094,0.0186749,0.0140044,0.0109747,0.00344251,0.00773742,0.00549567,0.00342262,0.0254538,0.0218,0.00957533,0.00128809,0.0054553,0.00647667,0.00133197,0.0158715,0.022076,0.0189976,0.00405866,0.014034,0.0125023,0.0162025
59,0.0198696,0.00927383,0.00917641,0.0130842,0.00157479,0.00922435,0.0083707,0.00329993,0.0154668,0.0187727,0.0120566,0.0222599,0.0142147,0.0121473,0.0229044,0.0101124,0.0208497,0.0165907,0.0252004,0.0249453,0.0182882,0.0158546,0.0112962,0.00467979,0.00708981,0.00610195,0.00323848,0.0257575,0.0224372,0.0067965,0.00126647,0.00434529,0.00844623,0.00157575,0.0182952,0.0224868,0.016608,0.00423549,0.0153777,0.0128751,0.016084
60,0.0194815,0.00985978,0.0093055,0.0148539,0.00263382,0.00823843,0.00753247,0.00335903,0.0138922,0.0182426,0.0123242,0.0217855,0.0144698,0.0116818,0.0207814,0.010791,0.0208023,0.0164121,0.0233548,0.023912,0.0163912,0.0167851,0.0116333,0.0051604,0.00576555,0.00669079,0.00451445,0.0251297,0.0221229,0.00519609,0.00200627,0.00399173,0.0104983,0.00326303,0.0215403,0.0230772,0.0143054,0.00444942,0.0147271,0.0120559,0.0151272
61,0.0193729,0.0100941,0.00922645,0.0155581,0.0028138,0.00630384,0.00543164,0.00417014,0.0112001,0.0163061,0.0116802,0.0215578,0.0150729,0.011381,0.0181521,0.0103582,0.0178506,0.0168178,0.0209746,0.0222708,0.0138061,0.016578,0.01171,0.00483243,0.00467084,0.00677246,0.00634186,0.0240733,0.0214217,0.00527739,0.00261765,0.00486605,0.0121356,0.00473332,0.0248876,0.0231117,0.0123939,0.00519254,0.0128071,0.0109919,0.0139547
62,0.0195274,0.010046,0.00864321,0.0153606,0.00309221,0.00455255,0.00341949,0.00604256,0.00866503,0.0142734,0.0104232,0.0203724,0.0144208,0.0103897,0.0161511,0.0108193,0.0138399,0.0176543,0.0191209,0.0203529,0.0111714,0.015612,0.0115824,0.00419237,0.00430125,0.00613528,0.00786532,0.0229213,0.020786,0.00596122,0.00365535,0.00636196,0.0136168,0.00597707,0.027446,0.0221601,0.0111189,0.0059082,0.0106292,0.0102339,0.0127469
63,0.0199246,0.00990052,0.00774509,0.0150852,0.00426196,0.00402701,0.00269673,0.00769591,0.00702239,0.0131962,0.00901537,0.017313,0.0122774,0.00881919,0.0152954,0.0113862,0.0100879,0.0181021,0.0178307,0.0181177,0.00879741,0.0144445,0.0114358,0.00347111,0.00414222,0.00516939,0.00886568,0.0218031,0.020128,0.00643722,0.00561268,0.00769625,0.0152679,0.00673094,0.0287283,0.0205441,0.0105528,0.00594282,0.00871085,0.00953843,0.0114268
64,0.0205701,0.00974811,0.00700522,0.0149516,0.00552856,0.00423291,0.00275136,0.00839132,0.00610179,0.0132463,0.00786754,0.0126952,0.00967851,0.00734945,0.0154869,0.0107791,0.00640254,0.0172959,0.0166622,0.0157164,0.00675905,0.0133468,0.0112164,0.00315418,0.00369783,0.00435891,0.00937902,0.0206743,0.0190108,0.00669155,0.00810756,0.00848406,0.0170043,0.00657206,0.0288335,0.0188745,0.010329,0.00539767,0.00708464,0.00853102,0.00990737
65,0.0213525,0.0094619,0.00657748,0.0141993,0.00585154,0.00419925,0.0029545,0.00809843,0.00548653,0.0138018,0.00714392,0.00774379,0.00798059,0.00645361,0.0162884,0.00953759,0.00401397,0.0148821,0.0154703,0.0136388,0.00504494,0.0122594,0.0104859,0.004445,0.00307729,0.00385285,0.00942724,0.019385,0.0171457,0.00688581,0.0107193,0.00871073,0.0184754,0.00556714,0.028105,0.0173936,0.00985461,0.00476612,0.00602229,0.00728498,0.00803481
66,0.0220529,0.00887743,0.00636697,0.0122713,0.0050518,0.00379534,0.00326073,0.00718141,0.00498699,0.0141101,0.00684967,0.00440482,0.00787867,0.00601424,0.0170166,0.00896692,0.00611686,0.0112204,0.0146272,0.0123523,0.00362238,0.0110188,0.00883421,0.00640808,0.00273391,0.00356609,0.00901336,0.0178458,0.0147286,0.00709694,0.0131955,0.00855408,0.0194141,0.00445531,0.0265327,0.0158468,0.00908453,0.00415898,0.0063359,0.0064237,0.00569335
67,0.0225235,0.00799836,0.00645622,0.00993717,0.00406779,0.00346553,0.00366528,0.00610934,0.00455054,0.0138466,0.00695691,0.00561005,0.00906195,0.00566656,0.0169355,0.00941592,0.00947566,0.00781107,0.0146395,0.0119691,0.00256686,0.00966632,0.00640139,0.00717277,0.00293875,0.00339107,0.00825462,0.0161569,0.0123595,0.00743725,0.0153231,0.00815158,0.0197376,0.00389044,0.0235805,0.0139629,0.00874386,0.00332079,0.00824449,0.006863,0.00325916
68,0.0228149,0.00695901,0.00694593,0.00870993,0.00354874,0.0037516,0.00418181,0.00529477,0.00413777,0.0131067,0.00737605,0.00861488,0.0107218,0.00539414,0.0155948,0.0100034,0.0116899,0.00868616,0.0156493,0.0124086,0.0025298,0.00878763,0.00386251,0.00575844,0.00344436,0.00326521,0.00741281,0.0145911,0.0106176,0.0078673,0.0169438,0.0075914,0.019482,0.00398182,0.0188805,0.0119987,0.00924665,0.00220788,0.011068,0.0087428,0.00272212
69,0.0231284,0.0058944,0.0078297,0.00929889,0.00362762,0.00463785,0.0048442,0.00498868,0.00376527,0.0120926,0.00797797,0.010547,0.0117619,0.00557401,0.0130616,0.00975435,0.0118508,0.0141045,0.0173148,0.0134499,0.00390298,0.00918096,0.00198332,0.00265468,0.00393254,0.00325064,0.0067446,0.0134581,0.00968883,0.00808138,0.0180028,0.00715039,0.0187864,0.0050895,0.0131969,0.0108553,0.010093,0.00132159,0.0142208,0.0113796,0.00472873
70,0.0236616,0.00489405,0.00912303,0.0110013,0.00585186,0.00570161,0.00565215,0.00515119,0.00358259,0.011003,0.00870927,0.0104837,0.011397,0.00631264,0.0101115,0.00839875,0.0102328,0.0198121,0.0190568,0.0146237,0.00586187,0.0107077,0.00186675,0.00312469,0.00427993,0.00352978,0.00633338,0.0129207,0.00944103,0.00806129,0.0186282,0.00730167,0.0178813,0.00717112,0.00855115,0.0110845,0.0107082,0.00250783,0.0172772,0.0141675,0.00699721
71,0.0244783,0.00404316,0.0106979,0.0123166,0.00810837,0.00661622,0.0065323,0.00553277,0.00373934,0.0101482,0.00960075,0.00872078,0.0102083,0.00725772,0.00802916,0.00653101,0.00845371,0.0229983,0.0202958,0.0154906,0.00776968,0.0124932,0.00346223,0.006731,0.00450537,0.00419674,0.00611429,0.0128586,0.00963618,0.00902425,0.0190606,0.00819576,0.0169316,0.00948847,0.00678942,0.0117367,0.010814,0.00552662,0.0197816,0.0166738,0.00905762
72,0.0254541,0.00343053,0.0120555,0.0122957,0.00755987,0.0072484,0.00735322,0.00595101,0.00414261,0.00986672,0.0106336,0.00690711,0.00992855,0.00805816,0.00715433,0.00520116,0.00738103,0.0224682,0.0205945,0.0158982,0.0092769,0.0138935,0.00542776,0.00906173,0.00468371,0.00513225,0.00598686,0.0129209,0.00996631,0.0120021,0.0194818,0.0093845,0.0158101,0.0113076,0.00701419,0.011455,0.0104455,0.00942574,0.0212925,0.0185322,0.0109346
73,0.0263071,0.0030411,0.0126238,0.011188,0.00460045,0.00766077,0.00799082,0.00637533,0.00455854,0.0101743,0.0116148,0.00731097,0.0110113,0.00891593,0.00629738,0.00562257,0.00641177,0.0190607,0.0198673,0.0159109,0.0102531,0.0146548,0.00723126,0.00947936,0.0048658,0.00611832,0.00584552,0.0127679,0.0100986,0.0156951,0.0200215,0.010312,0.0142028,0.0120924,0.0073706,0.00999423,0.0102051,0.0132163,0.0216013,0.0194551,0.0126058
74,0.0267089,0.00274402,0.0123642,0.00986648,0.00474367,0.00802996,0.00838815,0.00678692,0.0048651,0.0107453,0.0122445,0.0102294,0.0125012,0.0104401,0.004809,0.00828331,0.008039,0.0149885,0.0185002,0.0156443,0.0107707,0.0148049,0.00873243,0.00814673,0.0050601,0.00694006,0.00560355,0.0122897,0.00979486,0.0181393,0.0207956,0.0107414,0.0122346,0.0115472,0.00725182,0.00910373,0.0109144,0.015672,0.0209061,0.0193078,0.0138866
75,0.026441,0.00246168,0.0118736,0.00893701,0.00691119,0.00847981,0.00856039,0.00708858,0.00511349,0.0112973,0.012371,0.0141179,0.0137198,0.0123225,0.00330793,0.0117685,0.0130793,0.0120418,0.0170772,0.0152237,0.0110325,0.014592,0.0100194,0.00567226,0.00528039,0.00740072,0.00523005,0.0116146,0.00906947,0.0180095,0.0217916,0.0107026,0.0108089,0.00963615,0.00727637,0.0110153,0.012098,0.0157156,0.0197506,0.0181971,0.014488
76,0.0255226,0.0022719,0.0118062,0.00839311,0.00669089,0.00904581,0.00855645,0.00718815,0.00543139,0.0117392,0.0121832,0.0172932,0.0138459,0.0133376,0.0030336,0.0141401,0.0177237,0.0103635,0.0159245,0.0148176,0.0112585,0.0143802,0.0111158,0.00302251,0.00556876,0.00734658,0.00475091,0.0109521,0.00817863,0.0153526,0.0227927,0.0100763,0.0107215,0.0065495,0.00883326,0.0142771,0.0125729,0.0132241,0.0187427,0.0165061,0.0142417
77,0.0242163,0.00236907,0.0122707,0.00795968,0.00454458,0.00972842,0.00841289,0.00708191,0.00587412,0.0120259,0.0120695,0.0187546,0.0122388,0.0127641,0.00395912,0.0139734,0.0195926,0.00929828,0.0150072,0.0145984,0.0115847,0.0144559,0.0117772,0.00356041,0.00595002,0.00675873,0.00424197,0.0104833,0.00741788,0.0122918,0.0234875,0.00881785,0.0120387,0.00299448,0.0115858,0.0165186,0.013666,0.00993217,0.0182619,0.0147962,0.0133375
78,0.0228796,0.00284494,0.01282,0.00757955,0.00239092,0.0104019,0.00812241,0.00682918,0.00637008,0.0121132,0.0122106,0.0187729,0.00935032,0.011096,0.00521925,0.0108911,0.0183863,0.00890231,0.0141695,0.0146335,0.0120277,0.0148498,0.0117403,0.00686382,0.00636968,0.0058114,0.00383402,0.0103249,0.00698769,0.0120287,0.0236368,0.00803156,0.0143638,0.002892,0.0137367,0.0171364,0.0187167,0.00901023,0.0183775,0.0135909,0.0122903
79,0.0217647,0.00352856,0.0130416,0.00736296,0.00230335,0.01075,0.00764917,0.00649967,0.00680512,0.0121493,0.012376,0.0183044,0.00663841,0.0095971,0.00663768,0.00581876,0.0153655,0.0093634,0.0133297,0.014823,0.0125232,0.0153334,0.0111719,0.00947582,0.00668132,0.00479938,0.00368036,0.0104423,0.00695774,0.014436,0.0231705,0.00892351,0.0166786,0.0055628,0.0141985,0.0173421,0.0260709,0.0110452,0.0189367,0.0131303,0.0115952
80,0.0209093,0.00414993,0.0129292,0.00724214,0.00356147,0.0104293,0.00700684,0.00618778,0.00710827,0.012479,0.012196,0.0178638,0.00546922,0.00907131,0.00814729,0.00337215,0.0125508,0.00959204,0.0125758,0.0149481,0.0129879,0.0155955,0.0104769,0.0103039,0.00669421,0.0040106,0.00386754,0.010617,0.00728754,0.0167579,0.0222193,0.0101442,0.0179608,0.00687907,0.0135552,0.0188302,0.0312041,0.0138489,0.0196326,0.0132368,0.011403
81,0.0201828,0.00453779,0.0126367,0.00710733,0.00462225,0.0093017,0.00634723,0.00607726,0.00723288,0.0132347,0.0115584,0.0173015,0.00536728,0.00915598,0.00945232,0.00729744,0.0116653,0.00851286,0.0122373,0.0147961,0.0133426,0.0154253,0.00960604,0.00930049,0.0062544,0.00364716,0.00443516,0.0105979,0.00786668,0.0172987,0.0210459,0.00967556,0.0174477,0.00626936,0.0136038,0.0213232,0.0315805,0.0159981,0.0200853,0.013483,0.0115559
82,0.0194692,0.00468521,0.0121727,0.00706483,0.00478358,0.00755307,0.00594999,0.00640239,0.00707913,0.0142114,0.0106742,0.0164193,0.00492382,0.00913881,0.0102126,0.00990822,0.0124674,0.0063478,0.0126506,0.0142335,0.0134633,0.014766,0.00819515,0.00669514,0.0053253,0.00380815,0.00547601,0.0102608,0.00855789,0.0150422,0.0198956,0.00752599,0.0151695,0.00481345,0.0145666,0.0225235,0.0275069,0.0161972,0.0200354,0.0135319,0.0118832
83,0.0188586,0.00456522,0.0114239,0.00739993,0.00399044,0.00560868,0.00596366,0.00716551,0.00648683,0.0151194,0.00986156,0.0153746,0.00372872,0.00878202,0.0104193,0.010276,0.013288,0.00422685,0.0135096,0.0131519,0.0130801,0.0136542,0.00643149,0.00253474,0.00403986,0.00453911,0.00702548,0.00965438,0.00931903,0.00999025,0.0189056,0.00708794,0.01283,0.00525309,0.0145664,0.0203199,0.0208154,0.0134439,0.0195004,0.0132602,0.012331
84,0.0186251,0.00396669,0.0103345,0.00838584,0.00349324,0.00381044,0.00607283,0.00793656,0.00532408,0.0155715,0.00934895,0.0146019,0.00279464,0.00838089,0.0105545,0.00997724,0.0134255,0.003015,0.0138354,0.0114015,0.0117519,0.0121513,0.00572247,0.00385935,0.00274151,0.00580579,0.0088875,0.00902077,0.0102613,0.00788333,0.0180989,0.00940244,0.0123412,0.00682933,0.012898,0.0147369,0.0135513,0.00950902,0.0186235,0.0125647,0.0126857
85,0.0189084,0.00292139,0.00896854,0.00994572,0.00428836,0.00216011,0.00566217,0.00808622,0.00356413,0.015164,0.00912542,0.0143186,0.00397366,0.00829498,0.0113827,0.0112141,0.0137083,0.00261785,0.0129328,0.00892161,0.00907292,0.0103835,0.0071531,0.00898983,0.00204995,0.0072684,0.0106282,0.00881844,0.0114014,0.0113343,0.0173983,0.00987145,0.0118677,0.00663878,0.0105477,0.00844774,0.00820041,0.00818977,0.0172425,0.0111135,0.0121957
86,0.0193432,0.00265252,0.00738193,0.011544,0.00500681,0.000675598,0.00439185,0.00717423,0.00174188,0.0139214,0.00880183,0.0141625,0.00605527,0.00846132,0.0133675,0.014315,0.015294,0.00343487,0.0111592,0.00625344,0.00511161,0.00874272,0.00922894,0.0118687,0.00228883,0.00835247,0.0116724,0.00951184,0.012326,0.0129238,0.0166594,0.00645343,0.00930642,0.00394641,0.00775049,0.00475197,0.00617282,0.00711325,0.0147707,0.00843532,0.00980357
87,0.0192267,0.00400949,0.00553532,0.0126343,0.00463151,0.00191313,0.00282807,0.00526948,0.00346521,0.012532,0.00776856,0.0135659,0.00762488,0.00847942,0.015974,0.017941,0.0179581,0.00545167,0.00965499,0.00539308,0.00231377,0.007963,0.0106892,0.0115298,0.00287622,0.00878447,0.0114913,0.01121,0.0124217,0.0152025,0.0157294,0.00264376,0.00739165,0.00252414,0.00405597,0.00339117,0.00490906,0.00438476,0.0111239,0.00512886,0.00548148
88,0.018406,0.00554064,0.00344411,0.0131883,0.00329701,0.00430864,0.00276566,0.00335104,0.00713924,0.0120492,0.00573959,0.0123312,0.00803406,0.00794856,0.0179714,0.0209253,0.0202122,0.00762742,0.00908271,0.00739663,0.0060255,0.00830635,0.0111955,0.00859511,0.00386786,0.00865918,0.00992184,0.0138432,0.012037,0.0194694,0.0144915,0.00780435,0.00877304,0.00586695,0.00295873,0.00315677,0.00452115,0.00572853,0.00922015,0.00676674,0.00492707
89,0.0176918,0.00656457,0.00149696,0.0136172,0.00263785,0.00666818,0.00399654,0.00333253,0.010598,0.0129098,0.00314863,0.0107276,0.00708702,0.00670478,0.0187197,0.0228119,0.0207195,0.00927851,0.00906402,0.0101462,0.00976724,0.00898518,0.010769,0.00454459,0.00579951,0.00808678,0.00749798,0.0173328,0.0131998,0.0214634,0.0128806,0.0118672,0.00954196,0.00781554,0.00604367,0.00522648,0.00634184,0.00856739,0.0128877,0.0125415,0.0101101
90,0.0176759,0.00712994,0.00117333,0.0142416,0.00388959,0.00828693,0.00497529,0.00423716,0.0128541,0.0142722,0.00141374,0.00921126,0.00534574,0.00499195,0.0190125,0.0237345,0.0192706,0.0102627,0.00916552,0.0125267,0.0118337,0.00929628,0.00978394,0.00202776,0.00818009,0.00800628,0.00543497,0.0210048,0.0164603,0.020184,0.010922,0.0128331,0.00871565,0.00833366,0.00780089,0.00744069,0.00861314,0.00954649,0.017682,0.0172018,0.0139361
91,0.0179641,0.00747847,0.00173833,0.0150252,0.00497683,0.00867271,0.00527289,0.00425707,0.0135824,0.0151265,0.00251538,0.00815235,0.00431123,0.00341247,0.0204268,0.0239759,0.016848,0.0108502,0.00928891,0.0143067,0.0122031,0.00913073,0.00884874,0.00364362,0.00969325,0.00929313,0.00449072,0.0234315,0.0194372,0.0176218,0.00885501,0.0120827,0.00862828,0.00882548,0.0076129,0.00814484,0.0109842,0.00945642,0.0196075,0.0189863,0.0152318
92,0.0182968,0.00776425,0.00151018,0.0155699,0.00498897,0.00770678,0.00523434,0.00339958,0.0132455,0.0152926,0.00381712,0.00762897,0.00501787,0.00252238,0.0235359,0.0236042,0.0147759,0.011355,0.00958585,0.0155085,0.0115629,0.0085506,0.00834084,0.00445147,0.00937821,0.010074,0.00389041,0.0234367,0.0203473,0.0155637,0.00721742,0.0116105,0.00979531,0.00922425,0.00622904,0.00745114,0.0127836,0.00901617,0.0180073,0.0179763,0.0145675
93,0.0187775,0.00797863,0.000610056,0.0154417,0.00413598,0.00575837,0.00538166,0.00276149,0.012621,0.0152682,0.00453895,0.0073393,0.0065425,0.00230416,0.02719,0.022558,0.0135356,0.011708,0.0106198,0.0162216,0.0106743,0.00762895,0.00832618,0.00342533,0.007398,0.00874436,0.00386299,0.0211075,0.0192339,0.0146167,0.00649486,0.0117507,0.0103873,0.00882564,0.00482372,0.00670802,0.013175,0.00796683,0.0142779,0.015316,0.0126702
94,0.0192739,0.00802035,0.00111232,0.0147085,0.00298628,0.00375259,0.00505984,0.00362091,0.0121117,0.0155352,0.00496052,0.0068379,0.00830443,0.00236297,0.0297457,0.0209333,0.0125938,0.0115131,0.0128368,0.0164601,0.00983652,0.00654425,0.00867577,0.00134003,0.00495319,0.00612496,0.00571417,0.0176778,0.017253,0.0148316,0.00660617,0.0114758,0.00973633,0.00766354,0.00433744,0.00654929,0.0122948,0.00625117,0.0103047,0.0123904,0.0099187
95,0.0196665,0.00780748,0.00258533,0.0138884,0.002367,0.00275596,0.00354275,0.0052123,0.0116046,0.016028,0.00563243,0.00596778,0.0102408,0.00243408,0.0304446,0.0190178,0.0114372,0.0105908,0.0158729,0.0161808,0.00894326,0.0054605,0.00910273,0.00292963,0.00342291,0.00426975,0.00818018,0.0144001,0.0156078,0.0160115,0.00734281,0.0100206,0.00852893,0.00627761,0.00492299,0.00622032,0.0106166,0.00463072,0.00724209,0.0100007,0.00666473
96,0.0200161,0.00733071,0.0041032,0.0133483,0.0032764,0.00256264,0.00146637,0.00650697,0.0108569,0.0162218,0.00673441,0.00496793,0.0121406,0.00239479,0.0296942,0.0170952,0.0100806,0.00925139,0.019056,0.0154524,0.00771398,0.00451303,0.009339,0.00597874,0.00298802,0.00399157,0.0097713,0.0116597,0.0148539,0.017567,0.00861004,0.00745113,0.0078896,0.00545076,0.00598111,0.00497968,0.00815762,0.0045396,0.00552095,0.00805427,0.00375508
97,0.0203114,0.00664963,0.00584839,0.0130339,0.00507523,0.00223834,0.00198182,0.00715507,0.00976634,0.0156018,0.00817484,0.00403969,0.0136476,0.0022793,0.0283435,0.0152651,0.00867942,0.00804062,0.0220726,0.0146166,0.00600847,0.00399615,0.00922981,0.00807156,0.00287122,0.00451413,0.00998503,0.00930436,0.014891,0.0186119,0.0101234,0.00495451,0.00840391,0.00575646,0.00748494,0.0037788,0.00542413,0.00660847,0.00524366,0.00670578,0.00309028
98,0.0205031,0.00586234,0.00809593,0.0127689,0.00670664,0.00195773,0.00350186,0.0071907,0.00838093,0.014111,0.00999478,0.00322429,0.0144802,0.00219325,0.0268145,0.0134226,0.00713115,0.00742005,0.0249637,0.0142728,0.00463672,0.00417055,0.00875529,0.00852308,0.00317685,0.00550023,0.00908696,0.00732834,0.0152473,0.0182379,0.0116443,0.00517089,0.00971382,0.00672945,0.00962005,0.00647148,0.00654633,0.00994396,0.00592082,0.00674264,0.00458474
99,0.0206413,0.00504052,0.0108669,0.0125738,0.00733275,0.00238177,0.00429819,0.00677067,0.00683384,0.0122706,0.0121448,0.00273016,0.0145262,0.00210382,0.0248451,0.0114096,0.00530669,0.00768725,0.0277387,0.0148916,0.00543647,0.0049435,0.00807685,0.00741228,0.00429013,0.00687986,0.00769269,0.00594289,0.0154738,0.0157684,0.0131108,0.00752782,0.0112221,0.00741327,0.0117312,0.0108425,0.0112424,0.0135152,0.00706959,0.0082272,0.00635213
100,0.0208454,0.00423865,0.0138923,0.0126329,0.00635967,0.00320504,0.00465634,0.00603326,0.00540367,0.0108573,0.0142049,0.00276387,0.0138557,0.00184234,0.0219734,0.00917154,0.00380099,0.00878534,0.0302667,0.0164243,0.00771858,0.00614916,0.00749647,0.00557347,0.00599668,0.00866594,0.0063864,0.00535521,0.015528,0.0113054,0.0144517,0.0093445,0.0124341,0.00735614,0.0131714,0.0139502,0.0148904,0.0166527,0.0087107,0.0104922,0.00822838
101,0.0212532,0.00371015,0.0168477,0.0130608,0.0038015,0.00399041,0.00542441,0.0051097,0.00483709,0.0104194,0.0156446,0.00322237,0.0127357,0.00165142,0.0183008,0.00686354,0.00379254,0.010136,0.0324985,0.018528,0.00999552,0.00774498,0.00730057,0.00494243,0.00801926,0.0108399,0.00562482,0.0055843,0.0156886,0.00750975,0.0155408,0.00962348,0.0130648,0.00737685,0.0140375,0.0148618,0.0157692,0.0195806,0.010906,0.0128431,0.0104095
102,0.0219854,0.00391876,0.0195057,0.0138572,0.00163639,0.00471306,0.00713285,0.00415396,0.00587891,0.0108889,0.0163358,0.0041681,0.0116486,0.00288244,0.0147739,0.00521925,0.00480517,0.0111456,0.0344509,0.0209509,0.0121501,0.00964714,0.00758102,0.00729793,0.010215,0.0131687,0.00565273,0.00642192,0.0161184,0.0107159,0.0163389,0.00843577,0.0135602,0.00905256,0.0148284,0.0140185,0.0143648,0.022863,0.0134157,0.0149515,0.0129198
