time,pos_pelvis_tilt,pos_pelvis_list,pos_pelvis_rotation,pos_pelvis_tx,pos_pelvis_ty,pos_pelvis_tz,pos_hip_flexion_r,pos_hip_adduction_r,pos_hip_rotation_r,pos_knee_angle_r,pos_ankle_angle_r,pos_subtalar_angle_r,pos_mtp_angle_r,pos_hip_flexion_l,pos_hip_adduction_l,pos_hip_rotation_l,pos_knee_angle_l,pos_ankle_angle_l,pos_subtalar_angle_l,pos_mtp_angle_l,pos_lumbar_extension,pos_lumbar_bending,pos_lumbar_rotation,pos_arm_flex_r,pos_arm_add_r,pos_arm_rot_r,pos_elbow_flex_r,pos_pro_sup_r,pos_wrist_flex_r,pos_wrist_dev_r,pos_arm_flex_l,pos_arm_add_l,pos_arm_rot_l,pos_elbow_flex_l,pos_pro_sup_l,pos_wrist_flex_l,pos_wrist_dev_l,vel_pelvis_tilt,vel_pelvis_list,vel_pelvis_rotation,vel_pelvis_tx,vel_pelvis_ty,vel_pelvis_tz,vel_hip_flexion_r,vel_hip_adduction_r,vel_hip_rotation_r,vel_knee_angle_r,vel_ankle_angle_r,vel_subtalar_angle_r,vel_mtp_angle_r,vel_hip_flexion_l,vel_hip_adduction_l,vel_hip_rotation_l,vel_knee_angle_l,vel_ankle_angle_l,vel_subtalar_angle_l,vel_mtp_angle_l,vel_lumbar_extension,vel_lumbar_bending,vel_lumbar_rotation,vel_arm_flex_r,vel_arm_add_r,vel_arm_rot_r,vel_elbow_flex_r,vel_pro_sup_r,vel_wrist_flex_r,vel_wrist_dev_r,vel_arm_flex_l,vel_arm_add_l,vel_arm_rot_l,vel_elbow_flex_l,vel_pro_sup_l,vel_wrist_flex_l,vel_wrist_dev_l,tau_pelvis_tilt,tau_pelvis_list,tau_pelvis_rotation,tau_pelvis_tx,tau_pelvis_ty,tau_pelvis_tz,tau_hip_flexion_r,tau_hip_adduction_r,tau_hip_rotation_r,tau_knee_angle_r,tau_ankle_angle_r,tau_subtalar_angle_r,tau_mtp_angle_r,tau_hip_flexion_l,tau_hip_adduction_l,tau_hip_rotation_l,tau_knee_angle_l,tau_ankle_angle_l,tau_subtalar_angle_l,tau_mtp_angle_l,tau_lumbar_extension,tau_lumbar_bending,tau_lumbar_rotation,tau_arm_flex_r,tau_arm_add_r,tau_arm_rot_r,tau_elbow_flex_r,tau_pro_sup_r,tau_wrist_flex_r,tau_wrist_dev_r,tau_arm_flex_l,tau_arm_add_l,tau_arm_rot_l,tau_elbow_flex_l,tau_pro_sup_l,tau_wrist_flex_l,tau_wrist_dev_l,acc_pelvis_tilt,acc_pelvis_list,acc_pelvis_rotation,acc_pelvis_tx,acc_pelvis_ty,acc_pelvis_tz,acc_hip_flexion_r,acc_hip_adduction_r,acc_hip_rotation_r,acc_knee_angle_r,acc_ankle_angle_r,acc_subtalar_angle_r,acc_mtp_angle_r,acc_hip_flexion_l,acc_hip_adduction_l,acc_hip_rotation_l,acc_knee_angle_l,acc_ankle_angle_l,acc_subtalar_angle_l,acc_mtp_angle_l,acc_lumbar_extension,acc_lumbar_bending,acc_lumbar_rotation,acc_arm_flex_r,acc_arm_add_r,acc_arm_rot_r,acc_elbow_flex_r,acc_pro_sup_r,acc_wrist_flex_r,acc_wrist_dev_r,acc_arm_flex_l,acc_arm_add_l,acc_arm_rot_l,acc_elbow_flex_l,acc_pro_sup_l,acc_wrist_flex_l,acc_wrist_dev_l,missing_grf_data,missing_grf_reason,calcn_r_probably_contacting_ground,calcn_l_probably_contacting_ground,calcn_r_contact_cop_x,calcn_r_contact_cop_y,calcn_r_contact_cop_z,calcn_r_contact_moment_x,calcn_r_contact_moment_y,calcn_r_contact_moment_z,calcn_r_contact_force_x,calcn_r_contact_force_y,calcn_r_contact_force_z,calcn_l_contact_cop_x,calcn_l_contact_cop_y,calcn_l_contact_cop_z,calcn_l_contact_moment_x,calcn_l_contact_moment_y,calcn_l_contact_moment_z,calcn_l_contact_force_x,calcn_l_contact_force_y,calcn_l_contact_force_z,marker_error_rms,marker_error_max,residual_norm
0.17,-0.24223,0.0114831,0.00593073,1.02017,1.04291,-0.337821,-0.137447,-0.0285437,-0.148155,-0.604486,-0.0809367,0.1,0.00542556,0.971767,0.0406394,-0.0850578,-0.788193,0.27956,0.1,-0.0300777,0.0718794,0.0267504,0.187091,-0.214212,-0.389419,-0.00343054,2.38901,2.29911,-0.0212143,0.00244308,-1.0113,-0.267024,-0.261178,2.09154,1.76822,0.0715747,-0.00496239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000237051,0.0322579,0
0.18,-0.231628,0.0114924,0.0137867,1.02071,1.04496,-0.33802,-0.139531,-0.020169,-0.119967,-0.712011,-0.0756186,0.1,0.00542556,0.929718,0.0555841,-0.111289,-0.664165,0.309289,0.1,-0.0300777,0.0571578,0.0219037,0.184204,-0.23947,-0.387292,-0.0220853,2.37077,2.28908,-0.0212143,0.00244308,-1.01353,-0.259613,-0.283081,2.09984,1.76994,0.0715747,-0.00496239,1.06024,0.000924357,0.785592,0.0537955,0.205737,-0.0198442,-0.208401,0.837471,2.81878,-10.7525,0.531815,0,0,-4.20489,1.49447,-2.62308,12.4028,2.9729,0,0,-1.47215,-0.484678,-0.288645,-2.52578,0.212685,-1.86548,-1.82305,-1.00228,0,0,-0.223041,0.741095,-2.19021,0.82911,0.172611,0,0,54.4289,-32.287,57.8573,-33.5118,39.0312,-29.096,103.968,-79.5109,12.0393,24.6217,4.50006,-2.34372,0.246316,-92.0563,-62.2617,13.7941,-57.6209,0.652839,-2.87235,0.126925,37.7197,-10.491,-32.0491,-6.36996,-1.55851,-2.09415,-5.83377,0.168045,0.192141,1.18328,7.59349,-2.9911,0.175193,0.211501,0.020863,0.0719094,-0.0904247,-15.8218,0.164829,-1.19814,-0.219244,-11.5528,-0.713626,52.2338,-25.0557,-66.31,-18.7327,3.28478,0,0,30.0411,-19.1919,-7.75148,-200.887,-70.2829,0,0,27.3122,3.10901,-18.9663,-14.1644,2.43802,-28.94,-83.3383,-20.1699,0,0,28.6381,-12.2062,24.293,-17.8915,-2.24933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000183489,0.0267615,104.142
0.19,-0.222608,0.0115181,0.0215228,1.02122,1.04587,-0.33829,-0.136391,-0.0142998,-0.0984106,-0.821409,-0.069972,0.1,0.00542556,0.890673,0.0686096,-0.138294,-0.560225,0.331989,0.1,-0.0300777,0.0451675,0.0173678,0.179421,-0.266144,-0.384922,-0.0436341,2.34421,2.27704,-0.0212143,0.00244308,-1.0129,-0.253423,-0.302553,2.10634,1.77145,0.0715747,-0.00496239,0.902022,0.00257265,0.773611,0.0516031,0.0902094,-0.0269805,0.313937,0.586914,2.15568,-10.9398,0.564663,0,0,-3.90448,1.30255,-2.70059,10.394,2.27007,0,0,-1.19903,-0.453588,-0.478308,-2.66742,0.237066,-2.15488,-2.65643,-1.20398,0,0,0.0633397,0.619032,-1.94728,0.650195,0.150118,0,0,42.196,-10.18,47.7504,4.27167,-3.16668,2.1289,106.904,-61.8548,9.2368,22.5295,4.34525,-1.81076,0.247789,-104.684,-56.1625,11.2658,-55.9371,-0.230021,-2.50597,-0.00177231,32.7705,-1.76943,-32.4308,-6.917,-2.10604,-2.42438,-5.82476,0.156149,0.127369,1.20607,7.71127,-2.65841,0.400159,0.451909,0.016751,0.0999845,-0.12912,-16.0961,-0.0934769,-1.44669,0.249288,-11.3392,-0.115872,52.4315,-25.4355,-65.7906,-17.5738,5.71456,0,0,30.5609,-19.1328,-5.12172,-201.078,-71.8792,0,0,27.3723,3.37158,-18.8612,-13.2223,1.92256,-27.4326,-83.0641,-17.7424,0,0,28.5192,-11.9315,24.2997,-17.9811,-1.88948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170843,0.0267368,64.7846
0.2,-0.215197,0.0115345,0.0291142,1.02176,1.04563,-0.338571,-0.128009,-0.0109742,-0.0834328,-0.932564,-0.0637539,0.1,0.00542556,0.854685,0.0797219,-0.165813,-0.476393,0.347502,0.1,-0.0300777,0.0359145,0.0131691,0.172752,-0.29414,-0.382359,-0.0679261,2.30934,2.26323,-0.0212143,0.00244308,-1.00942,-0.248426,-0.319596,2.11104,1.77276,0.0715747,-0.00496239,0.741061,0.00163788,0.759144,0.0540959,-0.0231829,-0.0281392,0.838252,0.332559,1.49778,-11.1155,0.621809,0,0,-3.59887,1.11123,-2.75181,8.3832,1.55128,0,0,-0.925306,-0.419872,-0.66692,-2.79965,0.256291,-2.4292,-3.48708,-1.3814,0,0,0.348532,0.499717,-1.70428,0.470384,0.131223,0,0,35.0808,1.48625,30.6197,0.896319,1.67,1.03803,105.478,-45.2779,5.37892,20.326,4.21332,-1.2886,0.255344,-110.776,-47.6957,8.98925,-54.4497,-0.917533,-2.08653,-0.0993636,33.331,0.149729,-33.8353,-7.78379,-2.29371,-2.52453,-5.56636,0.144387,0.0831125,1.16919,7.42722,-2.65574,0.470727,0.627491,0.0108975,0.110555,-0.156093,-16.6601,-0.590013,-2.18124,0.0419756,-10.7331,-0.0538111,52.7932,-26.3648,-63.6842,-14.0511,12.3903,0,0,31.8588,-19.043,2.37331,-201.186,-75.0292,0,0,27.4828,3.7913,-18.6041,-10.3121,0.503931,-22.8661,-82.1392,-10.1717,0,0,28.265,-11.1832,24.4077,-18.3408,-0.937813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180973,0.0289391,46.6381
0.21,-0.209452,0.0114919,0.0364875,1.02231,1.04433,-0.338858,-0.114347,-0.0102851,-0.0748234,-1.04512,-0.0562967,0.1,0.00542556,0.821882,0.0889298,-0.193093,-0.412679,0.355512,0.1,-0.0300777,0.0294097,0.00934949,0.164223,-0.323168,-0.379746,-0.0945048,2.26626,2.2484,-0.0212143,0.00244308,-1.0031,-0.244547,-0.334198,2.11391,1.77398,0.0715747,-0.00496239,0.57446,-0.00426225,0.737332,0.0545157,-0.130514,-0.0286773,1.36618,0.0689114,0.860935,-11.256,0.745712,0,0,-3.28029,0.920796,-2.72807,6.37135,0.800984,0,0,-0.650478,-0.381959,-0.852961,-2.90277,0.26133,-2.65786,-4.30847,-1.48312,0,0,0.631182,0.387885,-1.4602,0.286976,0.121845,0,0,32.3711,6.31125,12.8184,1.32206,0.275,2.78771,104.846,-32.8068,1.47495,19.5921,4.16666,-0.838041,0.268416,-110.947,-36.5733,7.16113,-52.5416,-1.44033,-1.61422,-0.170837,31.4466,1.06109,-35.3485,-8.59086,-2.33504,-2.46286,-5.28501,0.141024,0.0671529,1.10563,7.26385,-2.61236,0.581255,0.733667,0.00992133,0.127401,-0.168694,-17.2418,-0.943583,-3.28097,-0.261579,-10.3856,-0.0136275,53.4209,-27.796,-58.5544,-7.64476,22.9305,0,0,33.7863,-18.9576,13.8857,-200.611,-77.3783,0,0,26.9822,3.96892,-18.2491,-4.9179,-1.74999,-14.6414,-80.1527,3.58497,0,0,28.1616,-10.0056,24.7979,-19.2087,0.494464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000200919,0.0362343,35.5194
0.22,-0.205432,0.0113549,0.0435327,1.02283,1.04199,-0.339146,-0.0953431,-0.0123756,-0.0720695,-1.15845,-0.0465466,0.1,0.00542556,0.792458,0.096242,-0.218985,-0.369027,0.355784,0.1,-0.0300777,0.0256031,0.00592679,0.153868,-0.352688,-0.377307,-0.122548,2.21516,2.23392,-0.0212143,0.00244308,-0.993976,-0.241668,-0.34632,2.11486,1.77524,0.0715747,-0.00496239,0.402043,-0.0136981,0.704522,0.0518999,-0.23437,-0.0288136,1.90039,-0.209048,0.27539,-11.3325,0.975017,0,0,-2.94242,0.73122,-2.58922,4.36524,0.0272008,0,0,-0.380656,-0.34227,-1.03545,-2.95195,0.24383,-2.80428,-5.10999,-1.44727,0,0,0.912798,0.28783,-1.21223,0.0948892,0.126789,0,0,35.412,5.25527,-3.49343,0.550657,0.475647,4.32985,106.775,-24.4335,-1.72784,20.7481,4.22915,-0.495482,0.285084,-106.204,-24.161,5.94228,-50.1298,-1.74441,-1.13068,-0.208488,27.8355,0.402374,-36.8521,-9.34025,-2.13069,-2.16677,-4.87331,0.142682,0.0830762,0.998287,7.1769,-2.53833,0.739872,0.769644,0.0136333,0.15278,-0.167397,-17.4844,-0.561407,-4.39422,-0.785496,-10.1124,0.000735491,54.5854,-29.4557,-49.5182,1.26163,34.5771,0,0,36.0166,-18.0481,28.4948,-198.274,-75.4701,0,0,25.2691,3.13254,-18.0084,2.68584,-4.30494,-3.46828,-76.4599,21.939,0,0,28.726,-8.72399,25.6361,-20.7616,1.94284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000218704,0.0422497,36.2368
0.23,-0.20316,0.0111618,0.0501385,1.02327,1.03863,-0.339434,-0.0708807,-0.0174116,-0.0742675,-1.27165,-0.0333387,0.1,0.00542556,0.766635,0.101749,-0.242028,-0.345202,0.348509,0.1,-0.0300777,0.0243235,0.00281735,0.141713,-0.381938,-0.375299,-0.150937,2.15641,2.22165,-0.0212143,0.00244308,-0.981975,-0.239662,-0.355879,2.11373,1.77671,0.0715747,-0.00496239,0.227199,-0.0193121,0.66058,0.0440449,-0.335494,-0.0288062,2.44625,-0.503605,-0.219792,-11.3199,1.32079,0,0,-2.58226,0.550738,-2.30427,2.38249,-0.7275,0,0,-0.127965,-0.310944,-1.21554,-2.92509,0.200781,-2.83896,-5.87459,-1.22788,0,0,1.20006,0.20059,-0.955864,-0.112727,0.146218,0,0,40.4213,-0.128171,-16.8303,0.357364,0.64648,2.96292,109.897,-19.327,-3.64157,23.262,4.33707,-0.28134,0.298925,-97.6455,-11.7708,5.23901,-47.1514,-1.77068,-0.690341,-0.202771,21.3369,-2.13853,-38.1376,-9.94403,-1.61448,-1.61417,-4.26218,0.143398,0.127519,0.840197,7.28538,-2.43828,0.952031,0.743321,0.0212597,0.186372,-0.154694,-17.2523,1.12302,-5.10856,-1.49378,-9.92134,-0.0129639,56.7184,-30.9518,-36.475,11.8283,43.4972,0,0,38.1955,-15.2548,44.081,-193.067,-64.8037,0,0,21.9404,0.561733,-18.0145,11.4803,-6.41001,8.88816,-69.986,40.6814,0,0,30.5294,-7.81068,26.9488,-22.9782,2.83802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224492,0.0447586,43.8917
0.24,-0.202613,0.011081,0.0562335,1.02356,1.03428,-0.339723,-0.0407464,-0.0255429,-0.0801129,-1.38366,-0.0157811,0.1,0.00542556,0.744632,0.105731,-0.260663,-0.340684,0.334754,0.1,-0.0300777,0.0252379,-0.000235922,0.127756,-0.410041,-0.373933,-0.178438,2.09066,2.21344,-0.0212143,0.00244308,-0.966922,-0.238438,-0.362743,2.11031,1.77845,0.0715747,-0.00496239,0.0546763,-0.00808193,0.609494,0.0291072,-0.434708,-0.0289359,3.01343,-0.813123,-0.584542,-11.2016,1.75576,0,0,-2.2003,0.398191,-1.86346,0.451823,-1.37554,0,0,0.0914387,-0.305327,-1.39568,-2.81028,0.136681,-2.75008,-6.57445,-0.821067,0,0,1.50535,0.122483,-0.686376,-0.342509,0.174598,0,0,44.2468,-6.04629,-24.7097,1.88042,1.80256,6.46778,113.274,-16.6614,-3.93073,26.6043,4.44293,-0.203454,0.305496,-86.8767,-0.735551,4.7773,-43.686,-1.46203,-0.369805,-0.144419,11.7093,-4.62987,-38.6805,-10.3309,-0.856974,-0.864259,-3.3684,0.132923,0.182981,0.626398,7.63405,-2.21179,1.24708,0.698738,0.0318247,0.230826,-0.139039,-16.5489,4.42744,-5.18202,-2.34827,-9.79786,0.0868481,60.0754,-31.8263,-19.9893,23.3671,46.5047,0,0,39.7137,-10.1192,56.4039,-183.841,-41.1815,0,0,16.9264,-4.00042,-18.0585,19.9241,-7.40875,20.2144,-59.3176,53.9055,0,0,33.991,-7.66813,28.5763,-25.5705,2.91422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000215612,0.0419619,51.5123
0.25,-0.203721,0.0114429,0.0618102,1.02362,1.02896,-0.340004,-0.00460451,-0.0368567,-0.0879572,-1.49334,0.00642696,0.1,0.00542556,0.7266,0.108701,-0.273657,-0.35455,0.31688,0.1,-0.0300777,0.0278449,-0.00368923,0.111993,-0.436152,-0.373307,-0.203917,2.01899,2.21062,-0.0212143,0.00244308,-0.948469,-0.23798,-0.366749,2.10433,1.78049,0.0715747,-0.00496239,-0.110813,0.0361925,0.557674,0.00562444,-0.532686,-0.0280674,3.61418,-1.13139,-0.784435,-10.9679,2.22081,0,0,-1.80316,0.296999,-1.29942,-1.38658,-1.78735,0,0,0.260703,-0.345331,-1.57627,-2.61104,0.0625935,-2.54794,-7.16763,-0.282012,0,0,1.84526,0.0458016,-0.400613,-0.598214,0.20374,0,0,41.9525,-9.30612,-25.0796,0.386583,1.65318,8.1888,114.242,-14.1139,-3.04789,29.6729,4.46789,-0.223648,0.301586,-78.7946,3.60126,3.45875,-36.5497,3.19161,-1.28695,-0.0282157,1.17159,-6.72947,-38.1417,-10.4937,0.0801406,0.0104875,-2.00419,0.0987966,0.222495,0.336727,8.02682,-1.89675,1.55587,0.765642,0.0384756,0.275256,-0.142295,-15.3587,9.14109,-4.66056,-3.36064,-9.31614,0.217447,64.4275,-31.389,-1.19783,35.757,42.006,0,0,39.4643,-2.78658,62.4933,-168.799,-3.03938,0,0,10.5574,-10.0078,-17.6118,26.2498,-6.93672,28.4059,-43.0942,57.3944,0,0,39.2132,-8.43367,30.2491,-28.0018,2.51769,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1.15433,0,-0.310704,0.201203,-2.00916,0.0619557,-3.39664,33.9179,-1.04591,0.000197732,0.0345892,50.4534
0.26,-0.206365,0.0127189,0.0669209,1.02334,1.0227,-0.340263,0.0379801,-0.0513095,-0.0959214,-1.59945,0.0328356,0.1,0.00542556,0.712515,0.111393,-0.280402,-0.385296,0.298703,0.1,-0.0300777,0.0315077,-0.00814332,0.0944694,-0.459637,-0.373374,-0.226556,1.943,2.21353,-0.0212143,0.00244308,-0.926095,-0.238365,-0.36773,2.09554,1.78278,0.0715747,-0.00496239,-0.2644,0.127603,0.511068,-0.0279819,-0.625848,-0.0258929,4.25846,-1.44528,-0.796414,-10.6104,2.64087,0,0,-1.40852,0.269133,-0.674487,-3.07458,-1.81775,0,0,0.366277,-0.445409,-1.75238,-2.34855,-0.00677364,-2.26388,-7.59857,0.291932,0,0,2.23739,-0.0385352,-0.0981215,-0.878231,0.228917,0,0,26.9228,-5.01901,-19.2451,-0.886456,2.2282,6.89291,111.375,-10.1222,-1.76079,31.462,4.36218,-0.286679,0.28765,-79.3685,-2.35913,3.73356,-25.0877,11.3802,-0.618882,0.136406,-8.9517,-6.86098,-36.0389,-10.3478,0.985401,0.861199,-0.0648416,0.033017,0.213941,-0.034382,8.27653,-1.47907,1.82459,1.13468,0.0331504,0.310266,-0.194753,-13.6217,14.3611,-3.83748,-4.3185,-8.03691,0.3735,68.9586,-28.793,18.1729,49.3591,30.8074,0,0,35.8128,6.0357,62.5496,-145.272,46.0091,0,0,3.488,-16.0529,-16.0126,28.8374,-5.01314,32.0475,-20.6306,49.8116,0,0,45.7795,-9.83096,31.6548,-29.487,2.61255,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1.14335,0,-0.321962,0.315564,-4.54925,0.0392543,-9.08203,130.929,-1.12975,0.000180983,0.0290992,34.2588
