Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
9,0.0281792,0.00998864,0.0491912,0.0198319,0.0299419,0.00838808,0.0165568,0.0181739,0.0067473,0.0170439,0.0350615,0.0202612,0.0171023,0.013414,0.00738921,0.02081,0.015912,0.0213049,0.0299059,0.0194769,0.0201049,0.0229412,0.0304053,0.0119038,0.0100322,0.00397697,0.00894941,0.00934923,0.00972384,0.0226831,0.0197847,0.0253826,0.0102093,0.0124321,0.00515812,0.0163107,0.0105676,0.0098232,0.0135271,0.0123113,0.0110134,0.00565218
10,0.0278653,0.00920434,0.0497293,0.0201612,0.0324251,0.0074492,0.0166332,0.0188048,0.00652256,0.0172081,0.0323413,0.0216802,0.0142257,0.0140039,0.00806461,0.0204794,0.0182141,0.0206284,0.027556,0.0195525,0.0191375,0.0243825,0.0305192,0.0111458,0.0135279,0.0043886,0.0090949,0.00910353,0.0103602,0.0234156,0.0280172,0.0259801,0.00900089,0.015816,0.00485457,0.0168387,0.011163,0.00963042,0.0188697,0.012903,0.0109709,0.00676742
11,0.0273422,0.00863859,0.0507359,0.0200967,0.0357854,0.00630829,0.0162806,0.0189141,0.00628703,0.0175052,0.0303528,0.0227967,0.01145,0.0147036,0.00914712,0.0206914,0.0200094,0.0183728,0.0263636,0.0188751,0.0180032,0.0253071,0.0306718,0.0103578,0.0169138,0.00473793,0.00938976,0.00883563,0.0110821,0.0238053,0.0365438,0.0262883,0.00744619,0.0192513,0.00512911,0.0166602,0.0125466,0.0108322,0.0242383,0.0130143,0.0107978,0.00763806
12,0.0268422,0.00827371,0.0518775,0.0196862,0.0388043,0.00513698,0.0156066,0.0184368,0.00613238,0.0179591,0.0289762,0.0233777,0.00938763,0.0151911,0.0102779,0.0213685,0.0205353,0.0156373,0.0263247,0.0175356,0.0170081,0.0254036,0.0307757,0.00976205,0.0194242,0.00494615,0.00967445,0.00856167,0.0118,0.0237403,0.044693,0.0262691,0.00626258,0.022325,0.00590993,0.0166751,0.0141649,0.0138313,0.029938,0.0126955,0.010573,0.00809765
13,0.0265006,0.00806559,0.0528024,0.0190103,0.0403081,0.00433778,0.0147118,0.0174257,0.0061171,0.0185751,0.027718,0.0234393,0.00821936,0.0153191,0.0111295,0.0216497,0.0200337,0.0135206,0.0270415,0.0158254,0.0164613,0.0244945,0.030766,0.00957946,0.0206454,0.0049751,0.00977714,0.00829916,0.0123938,0.0232492,0.0516601,0.0262324,0.00579597,0.024728,0.00653728,0.017652,0.0154039,0.0175127,0.0355837,0.0121003,0.0103324,0.00809904
14,0.0263167,0.0079611,0.053265,0.0181589,0.0397149,0.00440719,0.0136955,0.0160452,0.00623001,0.019303,0.0263386,0.0231209,0.0077085,0.0150697,0.0117683,0.0208056,0.0191899,0.0123966,0.0278704,0.014171,0.0165269,0.0226944,0.0306476,0.00990217,0.0205105,0.00489349,0.00965967,0.00806389,0.0127672,0.0224892,0.0566542,0.0263688,0.00559819,0.0261649,0.00668566,0.0199949,0.0160449,0.0209562,0.0402991,0.0114517,0.010077,0.0077245
15,0.0262195,0.00789059,0.0531861,0.0172584,0.0371771,0.00526664,0.0126591,0.0145097,0.00636708,0.0200059,0.024914,0.0225581,0.00750147,0.0144481,0.0124744,0.0189184,0.0184329,0.0119253,0.028151,0.012967,0.017121,0.0203972,0.0305049,0.0106376,0.0191411,0.00488694,0.00944544,0.00789595,0.0128839,0.0216775,0.0590662,0.02624,0.00561835,0.0264882,0.00662737,0.0233842,0.0163001,0.0237594,0.0431957,0.0109528,0.00978974,0.00714983
16,0.0261524,0.00778721,0.0526394,0.0164887,0.0333433,0.00638004,0.011678,0.0129629,0.00636993,0.0204909,0.0232726,0.0218409,0.00738796,0.013499,0.013513,0.0166629,0.017735,0.0114949,0.0274044,0.012382,0.0178764,0.0180902,0.0304709,0.0115569,0.0166963,0.00513316,0.00927125,0.00787896,0.0127653,0.0209936,0.0587018,0.0252171,0.00648586,0.0258144,0.00670732,0.0268751,0.0164072,0.0256907,0.0438224,0.0106938,0.00943317,0.006593
17,0.0261083,0.00761829,0.0518059,0.0160211,0.0289943,0.00735576,0.0107579,0.0114776,0.0061144,0.0206217,0.0207586,0.0210202,0.00735471,0.0123186,0.0149138,0.0147002,0.0168945,0.0105675,0.0255427,0.0122476,0.0182758,0.0161188,0.0306734,0.0124089,0.0134581,0.00563285,0.00910516,0.00809359,0.0124779,0.0204927,0.0559753,0.0236084,0.00784267,0.0245288,0.00682184,0.0294509,0.0164379,0.0265847,0.04242,0.0106193,0.00896183,0.00625074
18,0.0260867,0.00739432,0.0509141,0.0159245,0.0247969,0.00800001,0.009819,0.0103128,0.00560825,0.0204169,0.016745,0.0201442,0.00744063,0.0110355,0.016331,0.0133063,0.0157954,0.00900648,0.0231385,0.0121457,0.0179003,0.0145462,0.0311996,0.0130172,0.0100219,0.00620999,0.00876758,0.00851041,0.0121294,0.0200936,0.0518794,0.0224576,0.00851543,0.023054,0.00679378,0.0304797,0.0164853,0.0264302,0.0398251,0.0105599,0.00834746,0.00620014
19,0.0260629,0.00716684,0.0501767,0.0161303,0.0211797,0.00828533,0.00874582,0.00977243,0.00502993,0.0200362,0.0112263,0.0193054,0.00757919,0.00978536,0.0173609,0.0123534,0.0144464,0.00766976,0.0215709,0.0116374,0.016592,0.0131823,0.032066,0.0133215,0.0073551,0.00672371,0.00813104,0.00895129,0.0118683,0.0196482,0.0476397,0.0219719,0.00789334,0.0216491,0.00686112,0.0299089,0.0167172,0.0253555,0.036934,0.0102909,0.00759258,0.00631852
20,0.0259987,0.00701482,0.0497297,0.0164762,0.0182385,0.00833375,0.0074645,0.00958645,0.00469056,0.0196748,0.00551128,0.018642,0.00763595,0.00875028,0.0179373,0.0114409,0.0129624,0.00846538,0.0224132,0.0104713,0.0144688,0.0117603,0.0332156,0.0133453,0.00645673,0.00721858,0.00726166,0.00918421,0.0118492,0.019047,0.0442,0.0215129,0.00630487,0.0204259,0.00726159,0.0282012,0.0172269,0.0235051,0.0341503,0.0096125,0.00672953,0.00636133
21,0.0258891,0.00701015,0.0496093,0.0168026,0.0157987,0.00834357,0.00600516,0.00926555,0.00485475,0.019455,0.00607941,0.0182547,0.00755756,0.00812593,0.0182665,0.010076,0.0115726,0.0114571,0.0258246,0.00864016,0.0118516,0.0101239,0.0345459,0.0131492,0.00786505,0.00781919,0.00639331,0.00909157,0.0121563,0.0182817,0.0417806,0.0207611,0.00466605,0.0193828,0.00780113,0.0260742,0.0178148,0.0209877,0.031581,0.00843702,0.00584064,0.00615529
22,0.0257764,0.00719171,0.0497814,0.0170157,0.0137533,0.00846855,0.00452781,0.00877511,0.00552415,0.0194162,0.0117831,0.0181421,0.00745089,0.00806459,0.0184994,0.007936,0.0105899,0.0149136,0.0303335,0.00634367,0.00922015,0.00836491,0.0359401,0.0128345,0.0113066,0.00849616,0.00581581,0.00878353,0.0127517,0.0174671,0.0395896,0.0198502,0.00354371,0.0184383,0.00835417,0.0241529,0.0178164,0.0179146,0.0295348,0.00691585,0.00516086,0.00579636
23,0.0256978,0.00754751,0.0501784,0.0171482,0.0123115,0.0087805,0.00328026,0.00816775,0.006509,0.01955,0.0169195,0.0182143,0.00759571,0.00868547,0.0185715,0.00517683,0.0102229,0.0178045,0.0341979,0.00387748,0.00713766,0.00682036,0.0373183,0.012595,0.0153347,0.00905302,0.00567628,0.00853097,0.0135246,0.0167617,0.0362166,0.0191554,0.00262898,0.0175371,0.00870991,0.0225755,0.0164062,0.0144147,0.0279399,0.00553749,0.00507833,0.00571613
24,0.0256404,0.00805919,0.0507167,0.0173686,0.0117047,0.00935973,0.00245487,0.00732978,0.00764466,0.0198032,0.0204777,0.0183693,0.00828951,0.00988582,0.0182917,0.00353449,0.0104918,0.0198628,0.0361563,0.00171872,0.00604023,0.00592986,0.0386655,0.0126963,0.0182515,0.0093404,0.0058758,0.00853095,0.014403,0.0162849,0.031182,0.0191481,0.00193406,0.0166113,0.00811819,0.0208062,0.0132251,0.0106375,0.0259185,0.00512907,0.00582383,0.006474
25,0.0255552,0.0087558,0.0512959,0.0178927,0.0116908,0.0103626,0.00188986,0.00626415,0.00887885,0.0200228,0.0222552,0.0185371,0.00944818,0.011093,0.0175327,0.00593678,0.0114623,0.0211823,0.0356223,0.00205862,0.00586369,0.00595752,0.0400401,0.0133615,0.019342,0.00946841,0.0062209,0.00868055,0.0154056,0.0161338,0.0261307,0.0199601,0.00255091,0.0154487,0.00660913,0.0179738,0.00865842,0.00694491,0.0232874,0.00616124,0.0072632,0.00828531
26,0.0254118,0.00969458,0.0518116,0.0187944,0.0117377,0.0118337,0.00156146,0.00510904,0.0102789,0.0199616,0.0223219,0.0186482,0.0104819,0.0115613,0.0163409,0.0098648,0.0134136,0.0219333,0.0327355,0.00427736,0.0061941,0.00692973,0.0415596,0.0146367,0.0188044,0.00977476,0.00670068,0.00860629,0.0166103,0.0164913,0.023392,0.0210811,0.00464616,0.0138715,0.00659551,0.0136314,0.00405411,0.00480541,0.0213844,0.00824877,0.00922064,0.0110154
27,0.0252435,0.0108781,0.0521875,0.0198739,0.0115615,0.0135732,0.00296266,0.00423821,0.0120164,0.0194474,0.0209437,0.0186525,0.0107632,0.0108879,0.0148989,0.013724,0.0164381,0.0221949,0.0282822,0.00674368,0.00689619,0.00885906,0.0433434,0.0163856,0.0167894,0.0105406,0.00756169,0.00808121,0.018109,0.0176199,0.0227962,0.0217374,0.00766661,0.0122114,0.0089946,0.00814101,0.0042482,0.00609737,0.0208916,0.0110304,0.011623,0.0144291
28,0.0251494,0.0122169,0.0523875,0.0207142,0.0111876,0.0153795,0.00568139,0.00449181,0.0142428,0.0186092,0.0186132,0.0186326,0.0101612,0.00921632,0.0133733,0.0170897,0.0199819,0.0219987,0.0234409,0.00932256,0.00823517,0.0116196,0.0453895,0.0183877,0.0134712,0.0117159,0.00894104,0.0075094,0.0199354,0.0196316,0.0225776,0.0215728,0.0108497,0.0112921,0.0114437,0.00234947,0.00785112,0.00849448,0.02079,0.0143244,0.0143329,0.0181271
29,0.0252181,0.0135571,0.052395,0.0209438,0.0107222,0.0172369,0.00830784,0.00581106,0.0168522,0.0179094,0.016027,0.0187545,0.00914089,0.00708836,0.0118287,0.0198774,0.0230879,0.0215035,0.0193473,0.0119061,0.0104666,0.0147497,0.0474589,0.0202931,0.0098957,0.0129326,0.0104766,0.00751572,0.0219117,0.0222475,0.0223182,0.020869,0.0133641,0.0114379,0.0130662,0.00470524,0.010796,0.0105077,0.0206833,0.0176977,0.0169899,0.0214591
30,0.0254452,0.0147464,0.0521763,0.0205855,0.0102581,0.019151,0.00984719,0.00714264,0.0193461,0.0177521,0.0138614,0.019006,0.00827379,0.00526442,0.0103393,0.02217,0.0250257,0.0208943,0.0166382,0.014269,0.0133866,0.0175815,0.049123,0.02156,0.00786416,0.0137238,0.0115173,0.00792108,0.0235377,0.0248147,0.0225366,0.0201181,0.0148465,0.0120687,0.0140605,0.0112414,0.0130144,0.0125141,0.0211182,0.0202553,0.0190208,0.0236594
31,0.0257403,0.0156994,0.0516912,0.0201147,0.009936,0.0208489,0.0101324,0.00787212,0.0210243,0.0180029,0.0124113,0.0191803,0.00777141,0.00459263,0.00909664,0.0240611,0.0257125,0.0201078,0.0152779,0.0161449,0.0163851,0.0195202,0.0499865,0.0217337,0.00816348,0.01375,0.0116132,0.00813172,0.0241686,0.0265919,0.0233045,0.0195603,0.0154425,0.0126474,0.0145632,0.0170319,0.0148229,0.0148351,0.0220062,0.0209738,0.0198245,0.0241377
32,0.0260012,0.0164264,0.0509372,0.0200264,0.00993579,0.0217598,0.0098082,0.0079033,0.0214189,0.0181401,0.0115532,0.0191419,0.00773678,0.0050217,0.00836018,0.0255695,0.0256371,0.0189953,0.0148487,0.0173373,0.0188343,0.0202614,0.0499399,0.0208611,0.00969881,0.0129651,0.0107841,0.00787442,0.023424,0.0270844,0.0241885,0.0192021,0.0154847,0.0130265,0.0145283,0.0204719,0.0160768,0.016877,0.0226927,0.0193872,0.0190452,0.0227554
33,0.0261695,0.0169887,0.0499788,0.0203523,0.0103424,0.0214156,0.00928605,0.00739473,0.020621,0.0178411,0.011156,0.0189365,0.0082285,0.00562954,0.00835205,0.0266646,0.025338,0.0176843,0.0149358,0.0177555,0.0204085,0.0198413,0.0492352,0.0195038,0.0115349,0.0116316,0.00944529,0.00715798,0.0214705,0.0262454,0.0248302,0.0189992,0.0152206,0.0130518,0.0138776,0.0206999,0.0164146,0.0178278,0.0228702,0.0160192,0.0167888,0.0199187
34,0.0262408,0.0174158,0.0489249,0.020718,0.011068,0.0198572,0.00821094,0.00664154,0.01924,0.0172028,0.0111951,0.0186731,0.00890195,0.00610244,0.0090518,0.0273528,0.0249276,0.016481,0.0152269,0.0174076,0.0211463,0.0185442,0.0483117,0.0182783,0.0134708,0.0101438,0.00811234,0.00627584,0.0189256,0.0245147,0.0251454,0.0188741,0.0146752,0.0123567,0.0125276,0.0182413,0.0157288,0.0173454,0.0226632,0.0121437,0.0136505,0.0164097
35,0.0262368,0.0176574,0.0478826,0.0207687,0.0119308,0.0176105,0.00641827,0.00605998,0.0180105,0.0164837,0.0114946,0.0184362,0.00926246,0.00651308,0.00998029,0.0277258,0.0241295,0.0154637,0.0154898,0.0164002,0.0212577,0.0167518,0.0475147,0.0174104,0.015825,0.00879553,0.00714376,0.00575836,0.0164732,0.022644,0.0252405,0.0187305,0.0137292,0.0106033,0.010524,0.0147069,0.0143157,0.0156282,0.0223888,0.00898348,0.0105139,0.013033
36,0.0261826,0.017627,0.0469107,0.0204435,0.0127493,0.0153388,0.00444959,0.00599229,0.0173096,0.0158166,0.0117554,0.0183066,0.00911446,0.00672834,0.0103889,0.0278801,0.0226628,0.0143582,0.015602,0.0149189,0.0208789,0.0148013,0.0469299,0.0167231,0.0189964,0.00770086,0.00670133,0.00583697,0.0144926,0.021269,0.0253031,0.0185222,0.0124606,0.00781074,0.00824294,0.0117995,0.0128391,0.0132515,0.0224218,0.00692726,0.00816064,0.0102827
37,0.0261087,0.0172925,0.0460029,0.0199194,0.0133747,0.0135115,0.00294484,0.00638209,0.0169878,0.0152081,0.0118104,0.0183658,0.0086671,0.00662794,0.00976448,0.0277681,0.0205209,0.0128465,0.0156126,0.0131909,0.0200205,0.0129079,0.0464382,0.0159286,0.0228187,0.0068839,0.00681903,0.00616058,0.0129822,0.020534,0.0254955,0.0182616,0.0113575,0.0045291,0.0064632,0.0102437,0.0121644,0.0110087,0.0229993,0.00560781,0.00684236,0.00825816
38,0.0260517,0.0167297,0.0451119,0.0193746,0.0136808,0.0122666,0.00213861,0.00688131,0.0166464,0.0146429,0.0116686,0.0186395,0.00831894,0.00645357,0.0082503,0.027153,0.0179698,0.0109831,0.0157188,0.0114531,0.018665,0.011169,0.0458763,0.0148642,0.0264567,0.00633979,0.007349,0.00632351,0.0117484,0.0201512,0.0258831,0.0179724,0.0109802,0.00272691,0.00596304,0.00974949,0.0128299,0.00974699,0.0240364,0.00462423,0.00620023,0.00685805
39,0.0260507,0.016097,0.0441984,0.0188493,0.0135445,0.0115048,0.00217362,0.00720457,0.0160265,0.0141108,0.0113744,0.0190622,0.00832015,0.00661862,0.00666948,0.0257495,0.0153744,0.00939868,0.0160756,0.00993138,0.016823,0.0096194,0.0451468,0.0135604,0.0288734,0.00601286,0.00796804,0.00622593,0.0106038,0.0197419,0.0264732,0.0176622,0.0113666,0.00477947,0.00653945,0.0101291,0.0145586,0.0099847,0.0252433,0.00375771,0.00574858,0.00601006
40,0.0261375,0.0155489,0.0432562,0.0182916,0.0128516,0.0110553,0.00264511,0.00725691,0.0151728,0.0136365,0.0108952,0.0195088,0.00865673,0.00720655,0.00594769,0.0234225,0.0130274,0.00892477,0.0165478,0.00881854,0.0145367,0.00826547,0.0442399,0.0122117,0.0293975,0.00580246,0.00838988,0.00607522,0.00943143,0.0190998,0.0273266,0.0173137,0.012192,0.00742454,0.00740141,0.0116171,0.0166228,0.0115201,0.0263683,0.00293634,0.00526036,0.00570998
41,0.0263325,0.0151582,0.0422984,0.0176585,0.0115598,0.0107562,0.0028546,0.00711082,0.0143297,0.0133191,0.0101659,0.0198361,0.00920103,0.00789502,0.00624014,0.0202791,0.0110998,0.00960066,0.0166746,0.00827379,0.0119299,0.00706134,0.0431901,0.011123,0.0280767,0.00561252,0.0085661,0.00625426,0.00815802,0.0182943,0.0285034,0.0168736,0.0133955,0.00957663,0.00816846,0.0141029,0.0183953,0.0137105,0.0271905,0.00237419,0.00477332,0.00590769
42,0.0266382,0.0148894,0.0413345,0.0169696,0.00981127,0.0104806,0.00264287,0.00692158,0.0137411,0.0133068,0.00928779,0.0199023,0.00989697,0.00833997,0.0070929,0.0166879,0.00970247,0.0106118,0.0159184,0.00840527,0.00930687,0.00589521,0.0420255,0.0105955,0.0256542,0.00539919,0.00870597,0.0069702,0.00673583,0.0176504,0.0298002,0.0162966,0.0151577,0.0114932,0.00879448,0.0168496,0.0195222,0.0159053,0.0273969,0.00250266,0.00449573,0.00646371
43,0.0270411,0.0146395,0.0403664,0.0162997,0.00801559,0.0101413,0.00245709,0.00682362,0.0135199,0.0136976,0.00865684,0.0195869,0.0108468,0.00842439,0.00814371,0.0133656,0.00894413,0.011123,0.0139787,0.0091771,0.00719938,0.00468756,0.040753,0.0106784,0.0232577,0.00519226,0.00908497,0.00806185,0.00517609,0.017591,0.0306248,0.0156362,0.017303,0.0135072,0.00929859,0.0190127,0.0199456,0.0177235,0.02665,0.00339335,0.00468128,0.00722092
44,0.0275073,0.014321,0.0394045,0.015751,0.00678599,0.00968495,0.00301608,0.00685484,0.0136405,0.0144305,0.00870546,0.0188369,0.0121767,0.0082632,0.00918056,0.0113103,0.00882984,0.0104808,0.0110376,0.0103601,0.00615483,0.00361238,0.0394068,0.0110602,0.0219386,0.00506937,0.00977171,0.00929056,0.00360418,0.0183879,0.0302663,0.0150639,0.0190716,0.0151811,0.00967413,0.0200932,0.0199051,0.0192175,0.0247676,0.00481494,0.00546795,0.00807967
45,0.0279616,0.0139313,0.0384941,0.0154303,0.00657285,0.00910352,0.00428659,0.00695725,0.0140044,0.0152811,0.00954153,0.0177383,0.0137266,0.00809536,0.0101008,0.0108555,0.00899705,0.00829798,0.00799213,0.0115845,0.00610067,0.00327284,0.0381217,0.0113405,0.0219185,0.00506854,0.0105563,0.0105271,0.00229787,0.0199225,0.0283744,0.0147743,0.0196184,0.0156517,0.00989483,0.0200346,0.0198795,0.0205657,0.021831,0.00653182,0.00679822,0.00900548
46,0.0282863,0.013552,0.0377278,0.0154283,0.00731329,0.00845005,0.0057963,0.00705618,0.0144986,0.0159816,0.0111543,0.0165768,0.0149662,0.00815474,0.0108918,0.0109343,0.00868215,0.00511721,0.00639799,0.0124265,0.00633481,0.0039525,0.0371356,0.011324,0.0223345,0.00512026,0.0111416,0.0116639,0.00164521,0.0215771,0.0253259,0.0148645,0.0186236,0.0147321,0.00990663,0.0191596,0.0203484,0.0215213,0.0182655,0.00820745,0.00847051,0.00992976
47,0.0283704,0.0132611,0.0372107,0.0157985,0.00879888,0.00781818,0.00723177,0.0071264,0.0150112,0.0163515,0.0136004,0.0158075,0.0153259,0.0085512,0.0115363,0.0105123,0.0071566,0.00440996,0.00642237,0.0125517,0.00634135,0.00493763,0.0366797,0.0110566,0.0223536,0.00510473,0.0113434,0.0125381,0.00162535,0.0224721,0.0222167,0.0152933,0.0164724,0.0133424,0.00965407,0.0182433,0.0213753,0.0215027,0.0149497,0.00947246,0.0102155,0.0106561
48,0.0281832,0.0130472,0.036989,0.0165187,0.0109693,0.00728124,0.00839244,0.00719136,0.0154156,0.0163536,0.0166536,0.0158236,0.0146194,0.00923335,0.0119195,0.0097835,0.00445947,0.0070855,0.00619352,0.0119021,0.0059943,0.00558583,0.0368136,0.0106845,0.0220105,0.00497232,0.0111697,0.0129452,0.00167526,0.0220568,0.0201724,0.0159321,0.013934,0.0125584,0.00922411,0.0185159,0.0224612,0.0202801,0.0130641,0.0101397,0.0117807,0.010959
49,0.0277979,0.0128314,0.0370099,0.0174677,0.0137567,0.006895,0.00912422,0.00726495,0.01559,0.0160468,0.0197799,0.0166187,0.013108,0.0101013,0.0118429,0.00975795,0.00298156,0.00848865,0.00515374,0.0107863,0.00538382,0.00565296,0.0373599,0.0103587,0.0215415,0.00480522,0.010779,0.0126888,0.00156101,0.0205873,0.0191825,0.0166342,0.0116062,0.0121599,0.00889578,0.0205273,0.0229177,0.0183131,0.0130883,0.0103103,0.012981,0.0107556
50,0.0273561,0.0125899,0.0371286,0.0184033,0.0170284,0.00670927,0.00931673,0.00737672,0.0154372,0.0155325,0.0227916,0.0177002,0.011177,0.0112797,0.0111966,0.0106581,0.00518468,0.00726396,0.00503105,0.00977182,0.00468761,0.00518536,0.0379962,0.0102021,0.0205646,0.00478453,0.0104237,0.0118115,0.00137317,0.0189987,0.0180752,0.0172817,0.00976323,0.0112741,0.00898115,0.0229727,0.0224418,0.0164522,0.0141806,0.0102802,0.0137428,0.0101879
51,0.0269929,0.0123747,0.0371855,0.0190434,0.020641,0.00680684,0.00893131,0.00758,0.01494,0.0148978,0.0265358,0.0184589,0.00900227,0.0130764,0.0101551,0.0114021,0.0074098,0.0048469,0.00796423,0.00929176,0.00408288,0.0044122,0.0384461,0.0103453,0.0184677,0.00505732,0.010315,0.0107292,0.00127782,0.01823,0.0159983,0.017767,0.00866554,0.00999582,0.00954412,0.0238565,0.0213191,0.0152844,0.0154101,0.0102103,0.0140615,0.00949741
