Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
9,0.0187711,0.0250442,0.049807,0.0186728,0.0311914,0.00346092,0.00739433,0.00923571,0.00889309,0.014104,0.057743,0.0177139,0.00269129,0.00322757,0.00520145,0.0116873,0.0139613,0.00841368,0.0520562,0.00919405,0.0074086,0.008175,0.039973,0.0225027,0.00316175,0.00768748,0.00737976,0.00866444,0.00727771,0.0189437,0.0193653,0.0165427,0.0135534,0.00793365,0.00474352,0.0123444,0.01397,0.0123292,0.0162799,0.0101449,0.00600711,0.00794999
10,0.018859,0.0253784,0.0490474,0.0185509,0.0275585,0.00384506,0.00751351,0.00907913,0.00839947,0.0141032,0.0560415,0.0182234,0.00239679,0.0021607,0.00459884,0.0116102,0.0125439,0.00676735,0.0491568,0.0095179,0.00737138,0.00842909,0.0397903,0.0218263,0.00329093,0.00762951,0.00741589,0.00909396,0.00725646,0.0187301,0.0212286,0.0166861,0.0119963,0.00835852,0.00405516,0.0145235,0.0145809,0.0128516,0.0174846,0.0102337,0.00618943,0.00840433
11,0.0190231,0.0257674,0.0486846,0.0187016,0.0232106,0.0042761,0.00742653,0.00887485,0.00778608,0.0142653,0.0518012,0.0183273,0.00289392,0.00146293,0.00425866,0.0114829,0.0116646,0.00625485,0.0437519,0.00975976,0.0073416,0.0084096,0.0397294,0.0207957,0.00564699,0.00781792,0.00735534,0.00927521,0.00737795,0.0182936,0.0217724,0.016806,0.0103743,0.00823248,0.00305071,0.0158291,0.0151452,0.013238,0.0170145,0.00991279,0.0059616,0.00830384
12,0.0194119,0.026187,0.0487591,0.0189747,0.0187966,0.00462372,0.00706783,0.00880466,0.00721938,0.0145761,0.0455975,0.0180252,0.00371625,0.00150792,0.00432755,0.0112544,0.0112923,0.00744677,0.0365893,0.00981737,0.00695155,0.00790273,0.0398144,0.0195198,0.00891812,0.00817053,0.0070346,0.00918829,0.00754006,0.0177176,0.022328,0.0167148,0.00936357,0.00814036,0.00279098,0.0159411,0.0149829,0.0132057,0.0164716,0.00936022,0.005362,0.00775277
13,0.0201989,0.0266721,0.0491815,0.0191693,0.0148042,0.00487917,0.00636902,0.00896184,0.00685162,0.0150252,0.0384082,0.0173881,0.00443994,0.00234259,0.00475093,0.0108584,0.0108659,0.00882286,0.0287378,0.0094971,0.0060667,0.00669404,0.0400835,0.0180401,0.0117507,0.00860883,0.00642515,0.00886766,0.0076741,0.0171065,0.0229528,0.0161463,0.00939558,0.00881877,0.00468368,0.014895,0.0137691,0.0126901,0.0165146,0.00879949,0.00452317,0.00691721
14,0.0213695,0.027331,0.0497871,0.0191103,0.0115927,0.00515067,0.00542612,0.00917104,0.00675129,0.0156413,0.0312494,0.0164708,0.00503013,0.00345278,0.00537447,0.0101775,0.00993345,0.00948435,0.021505,0.00859724,0.00490982,0.00466347,0.0405491,0.0164274,0.013228,0.00904659,0.00570751,0.00836228,0.00777554,0.0165647,0.0225362,0.0150672,0.0100816,0.0100128,0.00727269,0.0130389,0.0119927,0.0122122,0.016758,0.00839562,0.00367868,0.00595789
15,0.022635,0.0282924,0.0504563,0.0188662,0.00942737,0.00563012,0.00465559,0.0090695,0.00699209,0.0165274,0.0249156,0.0152654,0.00570113,0.00455537,0.00607006,0.00912214,0.00842113,0.00943852,0.0162041,0.0070377,0.00408404,0.00195772,0.0411652,0.0150818,0.0130143,0.00941539,0.00529632,0.00770258,0.00795294,0.0161733,0.0203075,0.013846,0.0104685,0.0109525,0.00901016,0.0109455,0.0105461,0.0127651,0.0168312,0.00823311,0.00324665,0.00504426
16,0.0235916,0.0296237,0.0512211,0.0188514,0.00841132,0.00649486,0.00486015,0.00829863,0.00786754,0.0178485,0.0198944,0.0138012,0.00676326,0.00563809,0.00686533,0.00771531,0.00658386,0.00905878,0.013395,0.00505717,0.004437,0.00240179,0.0418829,0.0148994,0.0115236,0.00975309,0.00563502,0.00689211,0.00848624,0.0159571,0.0174359,0.0132206,0.00984939,0.0112666,0.00931877,0.00901768,0.00969741,0.0136973,0.016257,0.0084404,0.00384967,0.00455776
17,0.024026,0.031313,0.0522432,0.0194858,0.00829073,0.00779136,0.00668241,0.00669598,0.00982744,0.0197219,0.0163904,0.0124289,0.00830834,0.00692254,0.00791159,0.0062062,0.00516434,0.00903388,0.0121138,0.00408845,0.00616377,0.00641805,0.042769,0.0166411,0.00962431,0.0102208,0.00670341,0.00599532,0.00972144,0.0159146,0.0175437,0.0140303,0.00823819,0.0108617,0.00848018,0.00715685,0.00849783,0.0129407,0.0151851,0.00942669,0.00576722,0.00532399
18,0.0240529,0.0332885,0.0536442,0.0207013,0.00845304,0.00940038,0.00958177,0.00457109,0.0129151,0.0220855,0.0143539,0.0118603,0.0099962,0.00854799,0.00914267,0.005243,0.00577172,0.0102613,0.0109589,0.00626351,0.00873923,0.0106845,0.0440612,0.0197526,0.00779201,0.0109644,0.00803661,0.00529562,0.0117544,0.0161293,0.0216562,0.0161312,0.00672943,0.0099454,0.00733979,0.00549027,0.00617948,0.00992648,0.0155001,0.0116263,0.00872617,0.00766816
19,0.0240125,0.0353891,0.0552956,0.0220379,0.00830699,0.0111312,0.0121741,0.00283926,0.0164937,0.0246374,0.0135227,0.0122908,0.011296,0.0101117,0.0101,0.00546579,0.00865006,0.0126797,0.00945209,0.00988768,0.0115573,0.0145152,0.0460015,0.0225324,0.00572555,0.0119541,0.0091291,0.0051651,0.0142536,0.0167655,0.0261092,0.0181392,0.00681883,0.0093109,0.00719804,0.00520306,0.00396408,0.00637284,0.018017,0.0145979,0.0121364,0.0107929
20,0.0242125,0.037293,0.056796,0.0230624,0.00759854,0.0128135,0.0131264,0.00259233,0.0195658,0.026917,0.0134673,0.0130818,0.0118282,0.0107242,0.010213,0.00650963,0.0122829,0.0150085,0.00803866,0.0132271,0.0140372,0.0173641,0.048567,0.023425,0.00357968,0.0129842,0.00969085,0.00554356,0.0166351,0.0178696,0.0285552,0.0190101,0.00760688,0.00914934,0.0085259,0.00639999,0.00434915,0.00456038,0.0208178,0.017024,0.0151138,0.0135282
21,0.0247765,0.0386614,0.0576784,0.0235429,0.00663611,0.0143036,0.0123667,0.00340638,0.0212745,0.0284745,0.0137041,0.0140053,0.0115658,0.00967085,0.00925944,0.00774975,0.0155332,0.0160346,0.00738362,0.0155023,0.0157818,0.0189063,0.0513054,0.0220493,0.00351382,0.0138458,0.00973435,0.00602451,0.0183143,0.01922,0.0291101,0.0189515,0.00730375,0.00845267,0.0101607,0.00755106,0.0059084,0.00596712,0.0223456,0.0176941,0.0167365,0.0147965
22,0.025528,0.0393698,0.0577091,0.023461,0.00634138,0.0154144,0.0119249,0.00451892,0.0213896,0.0290675,0.0138897,0.0153493,0.0107704,0.00704927,0.00760507,0.00914516,0.0177707,0.0154168,0.00760769,0.0164937,0.0167461,0.0191228,0.0534968,0.0194188,0.00535233,0.014446,0.00941804,0.00637393,0.0188699,0.0203796,0.0288477,0.0187574,0.0059472,0.0076949,0.0115101,0.00805009,0.00815466,0.0100184,0.0222308,0.0162865,0.0164876,0.0140739
23,0.0260588,0.0395668,0.0569977,0.0229312,0.00729706,0.0158653,0.013603,0.00572134,0.0204438,0.0287319,0.0139657,0.0168022,0.0097417,0.00403158,0.00602317,0.0109761,0.0188671,0.0137377,0.00825591,0.016369,0.0171484,0.0182924,0.0546017,0.0171648,0.00667598,0.0147674,0.00882542,0.00661516,0.0181538,0.0208952,0.0284757,0.0187345,0.00569766,0.00902991,0.0128135,0.00826668,0.0110587,0.0139076,0.0207606,0.0135043,0.0146009,0.0118612
24,0.0260649,0.0395074,0.0558702,0.0220347,0.0087885,0.0153529,0.0158938,0.00696931,0.0192953,0.0276952,0.0140414,0.0176322,0.00862398,0.00280366,0.00510238,0.0133118,0.0191057,0.0120046,0.00883318,0.0154875,0.0172096,0.0168991,0.0546307,0.0162043,0.00695062,0.0147776,0.007967,0.0068636,0.0163643,0.0205471,0.0280768,0.0186639,0.00743614,0.0113136,0.0138151,0.00899902,0.012979,0.015529,0.01887,0.0105476,0.0120184,0.00973814
25,0.0255887,0.039374,0.0546587,0.0207812,0.0098892,0.0137388,0.0170423,0.00830235,0.0184803,0.0262274,0.0140731,0.0177319,0.0074607,0.00336823,0.00479895,0.0157817,0.018866,0.010873,0.00900462,0.0142442,0.0170065,0.0154537,0.0540961,0.0162738,0.00648052,0.0144506,0.00693863,0.00715384,0.0140152,0.0194703,0.0274939,0.0184051,0.00898469,0.0121253,0.0138147,0.0105053,0.0128451,0.0146004,0.0178981,0.00832377,0.0098865,0.00915018
26,0.0249335,0.0392372,0.0535501,0.0193245,0.0101671,0.0112471,0.0169182,0.00959072,0.0180569,0.0245535,0.0137729,0.017705,0.00633993,0.00354696,0.00476585,0.0178344,0.0183525,0.0103212,0.00868018,0.0129418,0.0165411,0.0142851,0.0536013,0.016742,0.00598665,0.0138629,0.00596647,0.00739127,0.0117497,0.0180359,0.0265766,0.0180911,0.00913869,0.0109506,0.0126274,0.0120734,0.0112567,0.0122862,0.0186829,0.00698063,0.00874141,0.00938383
27,0.024422,0.0391019,0.0525647,0.0180427,0.00961949,0.00856285,0.016114,0.0105737,0.0178541,0.0228571,0.0128774,0.0180257,0.00541212,0.00323005,0.00474372,0.0191226,0.0176484,0.0101197,0.00817069,0.0116979,0.0158584,0.0134265,0.053441,0.0171778,0.00658288,0.0132144,0.00524974,0.00744368,0.0100523,0.016598,0.0252174,0.0179318,0.00801891,0.0086514,0.0107231,0.0130442,0.00988561,0.00998595,0.0207427,0.00613052,0.0081294,0.00885758
28,0.0242047,0.0389557,0.0516289,0.0171337,0.00856111,0.00672119,0.0150671,0.0111383,0.0176047,0.021282,0.0113811,0.0185028,0.00490022,0.00280916,0.00461364,0.0196425,0.0169058,0.0102209,0.00811701,0.010459,0.0150507,0.0126628,0.0535281,0.017375,0.0089334,0.0127434,0.00479439,0.00723562,0.00906976,0.0153387,0.0233705,0.017961,0.00644424,0.00644831,0.00870822,0.0134856,0.00981772,0.00832964,0.0225575,0.0054558,0.00742731,0.00704255
29,0.0241773,0.0387903,0.0506661,0.0163703,0.00758229,0.00636344,0.013944,0.0113784,0.0170781,0.0198979,0.00953172,0.0186793,0.00505041,0.00250726,0.00434275,0.0195631,0.0163208,0.0106524,0.00878196,0.00911163,0.0141881,0.0117049,0.0536053,0.017266,0.0124832,0.0126054,0.00449674,0.00676871,0.00870433,0.0143052,0.0211229,0.0179665,0.00539677,0.00537252,0.00696619,0.0137789,0.0105958,0.00715315,0.0228595,0.005055,0.00665487,0.00455771
30,0.0240642,0.0385962,0.0496461,0.0155686,0.0073265,0.00687175,0.0127795,0.0114425,0.0162478,0.0186759,0.00770001,0.0183523,0.00578822,0.00257201,0.00391642,0.0190037,0.015945,0.0113325,0.0096084,0.00759519,0.0132848,0.0103793,0.0534654,0.0168116,0.0163655,0.0127941,0.00436377,0.00610079,0.00880719,0.0135189,0.0188484,0.0176967,0.00528412,0.0058648,0.0057929,0.0139565,0.0115617,0.00624947,0.0216675,0.00527537,0.00640404,0.0036461
31,0.023643,0.0383344,0.048575,0.0149484,0.007836,0.0073807,0.0115366,0.0114417,0.0152484,0.0175018,0.00616077,0.0176313,0.00668497,0.0031404,0.00335291,0.0180493,0.0156255,0.0120486,0.00995752,0.00595905,0.0123175,0.00869986,0.0530338,0.0159796,0.0199014,0.0131631,0.00453794,0.00530988,0.00923974,0.0130254,0.0174184,0.0171006,0.00578829,0.00739121,0.00558385,0.0137842,0.0126126,0.00591344,0.0204234,0.00608056,0.00706369,0.00565879
32,0.0229246,0.0378997,0.0474805,0.0148118,0.00842832,0.00754795,0.0101985,0.0114742,0.0142134,0.0162487,0.00483295,0.0167421,0.00731761,0.00403655,0.00268432,0.0168957,0.0151399,0.0125207,0.00966174,0.00443291,0.0112526,0.00681686,0.0523315,0.0148439,0.0225739,0.0135155,0.00509141,0.00444718,0.00985896,0.0128533,0.018112,0.0163197,0.00686455,0.0092869,0.00639504,0.0132292,0.0137112,0.00654639,0.0210346,0.00694796,0.00824763,0.00807522
33,0.022145,0.0371343,0.0464026,0.0151178,0.00840803,0.00732249,0.00884265,0.0116481,0.0132088,0.014864,0.00338412,0.015853,0.007454,0.00503326,0.00186668,0.0158459,0.0143854,0.0124448,0.00888217,0.0035576,0.0100583,0.00491741,0.0514202,0.0136575,0.0239312,0.0137034,0.00592402,0.00353181,0.0105398,0.0129553,0.0215958,0.0155208,0.00871654,0.0112485,0.00786335,0.012548,0.0145847,0.00791613,0.0237804,0.00742066,0.00928691,0.00985317
34,0.0215722,0.0359149,0.0453902,0.0155426,0.00742308,0.00675915,0.00761265,0.0120396,0.0122747,0.0134113,0.00201446,0.0150312,0.00712064,0.00604345,0.000825369,0.015193,0.013478,0.01153,0.00787945,0.00388761,0.00871306,0.00317065,0.0503817,0.0127352,0.023724,0.0136789,0.0069018,0.00266011,0.0112095,0.0132048,0.0270665,0.0148385,0.011036,0.0130881,0.0097249,0.0120799,0.0149638,0.00962558,0.0269618,0.00739808,0.00970509,0.0108997
35,0.0212951,0.0342722,0.0445027,0.0157893,0.00544321,0.00594669,0.00664564,0.0126375,0.0114564,0.0120462,0.00266483,0.0142926,0.00664912,0.00713867,0.000962799,0.0150342,0.0126242,0.00963808,0.00703682,0.00502975,0.00723157,0.00178018,0.0493148,0.0121787,0.0221971,0.0134694,0.00797204,0.00210467,0.0118506,0.0134478,0.0328114,0.0144394,0.0130806,0.014478,0.0116504,0.0119964,0.0148463,0.0113902,0.0289471,0.00712016,0.00935296,0.0113846
36,0.021173,0.0324502,0.0438083,0.0157748,0.00274909,0.00498348,0.00601172,0.0133341,0.0107748,0.010956,0.00481218,0.0136635,0.00658688,0.00841433,0.00269969,0.0150736,0.0117904,0.00707793,0.00694694,0.00630744,0.00573949,0.00121515,0.0483304,0.0117535,0.0199825,0.0131049,0.00912948,0.00215886,0.0124733,0.0135555,0.0369747,0.0145231,0.0141076,0.0150711,0.0130334,0.0122182,0.0145448,0.0126346,0.0291614,0.00693489,0.00842759,0.0114639
37,0.0209744,0.0308331,0.0433688,0.0156214,0.00152722,0.00398087,0.00569004,0.0139739,0.0101908,0.010288,0.00698305,0.0132334,0.00723479,0.00973329,0.00456583,0.0148076,0.0105391,0.00504065,0.00789433,0.00737884,0.00465505,0.00159366,0.0475306,0.0111306,0.0174923,0.0125633,0.0103187,0.00294642,0.0130806,0.0134428,0.0381139,0.0152342,0.0137106,0.0148595,0.0133492,0.012709,0.0146165,0.012623,0.027701,0.00696731,0.00738888,0.0111681
38,0.0205792,0.0297622,0.0432062,0.0154809,0.00435771,0.00301829,0.00560312,0.0144212,0.00964591,0.0100763,0.00893634,0.0131712,0.00829016,0.0106256,0.00618686,0.0139512,0.008497,0.00512069,0.0092419,0.00809666,0.00475521,0.00208822,0.0469733,0.0102495,0.0148893,0.0118036,0.0114051,0.00412033,0.0136533,0.013065,0.0356389,0.0165715,0.0121349,0.0142595,0.0126312,0.0136271,0.0154641,0.0111181,0.0248018,0.00705857,0.00681321,0.0104766
39,0.0196852,0.0291974,0.0434562,0.015446,0.00729735,0.00179257,0.00605357,0.0150033,0.00884811,0.0105562,0.0106377,0.0140914,0.00917771,0.0109575,0.00757549,0.0123168,0.00625884,0.00637765,0.0104011,0.00885141,0.00647535,0.00269994,0.0466569,0.00914494,0.013137,0.0106029,0.0124931,0.0053956,0.0143919,0.012573,0.0298273,0.01871,0.0104913,0.0136511,0.0113864,0.0150458,0.0170308,0.00916534,0.020712,0.00725501,0.00725152,0.00971814
40,0.0188523,0.0291543,0.0438021,0.0154457,0.00952084,0.0010752,0.00663281,0.0153116,0.00823261,0.0112365,0.0127579,0.0155515,0.00963418,0.0100836,0.00829568,0.0104372,0.00653506,0.00749738,0.0107825,0.00935955,0.00899487,0.00332576,0.0464818,0.00863127,0.0138534,0.00951462,0.0133277,0.00643725,0.0150933,0.011808,0.0223741,0.0208838,0.00960146,0.0130634,0.0108383,0.0161259,0.0183259,0.00776836,0.0163194,0.00756181,0.00874034,0.00918414
41,0.0182638,0.0293153,0.0440957,0.0154671,0.0109627,0.00148025,0.00712833,0.0153437,0.00794127,0.0118155,0.0157082,0.0172525,0.0094245,0.00833911,0.00828176,0.00857073,0.00847249,0.00839618,0.0109518,0.00985553,0.0116716,0.00405317,0.0463207,0.00863,0.0160418,0.00881151,0.0139438,0.00770553,0.0157286,0.0108793,0.0151479,0.0226906,0.00988502,0.0124492,0.0114164,0.0162301,0.0189068,0.00796919,0.0126003,0.00819028,0.0109423,0.00925559
42,0.0179858,0.0293959,0.0442426,0.0155548,0.0117596,0.00220853,0.00737046,0.0151054,0.00808304,0.0120432,0.0195132,0.0187185,0.00856531,0.00651573,0.00764697,0.00693559,0.00964575,0.00911236,0.012067,0.0106033,0.0142172,0.00501253,0.0460507,0.00866799,0.0174904,0.00858662,0.0143805,0.00889709,0.0162943,0.0100014,0.00983769,0.0239122,0.010741,0.0117926,0.0125242,0.0154413,0.0188576,0.00917839,0.0103969,0.00919131,0.0134607,0.00994738
43,0.0179378,0.0292668,0.0442458,0.015687,0.0120895,0.00276202,0.00728098,0.0146227,0.00863302,0.0117951,0.0237578,0.0195174,0.00739735,0.00548903,0.00674188,0.0058336,0.0099822,0.00919136,0.0146823,0.0117252,0.0164726,0.00624851,0.0455822,0.00865792,0.0171096,0.0087288,0.0146309,0.00923956,0.0167852,0.00947564,0.00738046,0.0245592,0.0112657,0.0110112,0.0131796,0.0144036,0.0184299,0.0104148,0.00968048,0.010348,0.0159588,0.0109325
44,0.0179538,0.028952,0.0441826,0.0157391,0.0120885,0.00313565,0.00688306,0.013957,0.00938829,0.0111148,0.0277871,0.019487,0.00657743,0.0054819,0.00601095,0.00589901,0.0104679,0.00833422,0.0181835,0.013123,0.0183216,0.00763335,0.0448719,0.00920225,0.0148473,0.0090878,0.0146713,0.00860845,0.0171729,0.00953475,0.00717055,0.024773,0.0109254,0.00993695,0.0127053,0.0136936,0.0177475,0.0112946,0.00959233,0.0114424,0.0182028,0.0119146
45,0.0179156,0.0285484,0.0441346,0.0155639,0.0118824,0.00346333,0.00626942,0.0132074,0.0100547,0.0101951,0.0310085,0.0188363,0.00660358,0.00596459,0.00559063,0.00742696,0.0112002,0.00696285,0.0215389,0.0145723,0.0196856,0.00891449,0.0439441,0.0107595,0.011207,0.0095333,0.0144994,0.00757302,0.0174063,0.0101227,0.00758972,0.0246932,0.00979835,0.0084884,0.0110122,0.0134596,0.0169166,0.0118264,0.00952164,0.0124289,0.0200472,0.0127657
46,0.0178418,0.0281498,0.0441436,0.0150591,0.0116766,0.00379835,0.00557197,0.01248,0.0103925,0.00928665,0.0331598,0.0180232,0.0071908,0.00659841,0.00525318,0.00975467,0.0115264,0.00594695,0.0239316,0.015865,0.0205326,0.00983616,0.0429181,0.0127888,0.00713189,0.00993311,0.0141232,0.00664347,0.0174225,0.0109303,0.00765472,0.0243715,0.00836838,0.00677786,0.0085587,0.0135829,0.0161543,0.0121839,0.00951529,0.0133262,0.0213642,0.013413
47,0.0178537,0.0278179,0.0442176,0.0141916,0.0118782,0.00403962,0.00500142,0.0118673,0.0103023,0.00860659,0.0343144,0.0174526,0.00776751,0.00736224,0.00479357,0.0119939,0.0113237,0.00558829,0.025042,0.016915,0.0208914,0.0102673,0.0420075,0.0143902,0.00479622,0.0101794,0.0135351,0.0058646,0.0171655,0.0116641,0.00716958,0.0237837,0.00707966,0.00511145,0.00610103,0.0138768,0.0155566,0.0125342,0.010105,0.0140624,0.0220043,0.0137528
48,0.0180641,0.0275889,0.044344,0.0130224,0.0128672,0.00406749,0.00482174,0.0114244,0.00983686,0.00828488,0.0345861,0.0172101,0.00822649,0.00808165,0.00423568,0.013362,0.0109458,0.00536732,0.0250254,0.0177574,0.0208458,0.0102506,0.0414504,0.015089,0.00695859,0.0102108,0.0127064,0.00524537,0.0165899,0.0122099,0.00673879,0.0228666,0.00607531,0.00389075,0.004343,0.0141106,0.0149651,0.0128701,0.0120069,0.0144595,0.0218211,0.0136717
49,0.0184591,0.0275128,0.0444912,0.0117241,0.0142773,0.0038885,0.0051413,0.011187,0.00915574,0.00836121,0.0338166,0.0171361,0.00876678,0.00847671,0.00447583,0.0133478,0.0104186,0.00519548,0.0242903,0.0184914,0.0205662,0.00998975,0.0413925,0.0149666,0.0111092,0.00997584,0.0116488,0.00501365,0.0156946,0.0126458,0.00770619,0.0215852,0.00526107,0.00341978,0.00353221,0.014059,0.0142391,0.01295,0.0156197,0.0143581,0.0207496,0.0131441
50,0.0188343,0.0276576,0.0446141,0.0106467,0.015145,0.00359915,0.00574919,0.0111573,0.00847306,0.00879115,0.0315091,0.0170995,0.00942547,0.00879809,0.00623173,0.0119473,0.00952102,0.00628349,0.0233418,0.0191443,0.0202603,0.00971846,0.0418304,0.0144618,0.0156767,0.00942281,0.0103921,0.00523484,0.0144872,0.0131401,0.0105534,0.0199599,0.0043714,0.00360984,0.00332371,0.0135353,0.0132866,0.012416,0.0205452,0.0136693,0.0187923,0.0122173
51,0.0188472,0.0280835,0.0447028,0.0104014,0.0150601,0.00328759,0.00631617,0.0112979,0.00798284,0.00948625,0.0272532,0.0171739,0.0100559,0.00969725,0.00796837,0.00964602,0.00859015,0.00896792,0.0224967,0.0195917,0.0200555,0.0095442,0.0426598,0.0140359,0.0204061,0.00858159,0.00890949,0.00580178,0.0129333,0.0138133,0.0143391,0.0181338,0.00318252,0.0043053,0.00346676,0.0124636,0.0119084,0.0110806,0.0257432,0.0123831,0.0159538,0.0109339
