Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
9,0.0286404,0.0188192,0.0142279,0.0173861,0.0129984,0.00899766,0.00418238,0.00514927,0.00889831,0.00357676,0.0254968,0.0161579,0.00869504,0.00934466,0.00350285,0.00649968,0.00434211,0.00584982,0.019681,0.00785282,0.00450467,0.00526011,0.0290992,0.00883897,0.00596628,0.0155898,0.00412147,0.00943889,0.0156543,0.0111564,0.0250353,0.0211134,0.0064431,0.0123125,0.00738592,0.0150336,0.0085372,0.0067762,0.021053,0.00408735,0.00523909,0.00431752
10,0.028615,0.0184722,0.0154682,0.0181051,0.0127259,0.0093645,0.00482667,0.00510254,0.00968032,0.00404805,0.0182041,0.014879,0.0112293,0.0122656,0.00700879,0.00829005,0.00710927,0.00698262,0.0135666,0.00790998,0.00390369,0.00405355,0.0295814,0.00744212,0.00725667,0.0155993,0.00440086,0.00953566,0.0158844,0.0116745,0.0228464,0.0207946,0.00619444,0.0132901,0.00719251,0.0139853,0.0090133,0.00612806,0.0195848,0.0042751,0.00640893,0.00537932
11,0.0284622,0.0177357,0.0169905,0.0190286,0.0100807,0.00962994,0.00544231,0.00513167,0.0101936,0.00415625,0.0125227,0.0137541,0.0124655,0.0139944,0.00862651,0.0103022,0.00963661,0.00957726,0.011175,0.00821317,0.00398077,0.0033317,0.0297808,0.00674381,0.00898284,0.016349,0.00510554,0.00982362,0.0158383,0.0121827,0.0197546,0.0203165,0.00592067,0.0135036,0.0067442,0.0126838,0.00868518,0.00602163,0.0169902,0.0043195,0.0073177,0.00680634
12,0.0285119,0.0169092,0.0186804,0.0199125,0.00605558,0.0100114,0.00606655,0.00534776,0.0106182,0.00448474,0.0105743,0.0131686,0.0102882,0.0124253,0.00744303,0.011383,0.0105265,0.0110657,0.012303,0.0088106,0.00479183,0.00302801,0.0300085,0.00699717,0.0108898,0.017775,0.00669983,0.0106405,0.0157921,0.0129958,0.0163816,0.0195101,0.00652744,0.0125989,0.00657148,0.0117107,0.00899186,0.00759735,0.013394,0.00528581,0.00857508,0.0090024
13,0.0290335,0.0164812,0.0204674,0.0206453,0.0050699,0.0108424,0.0069525,0.00607246,0.0111277,0.00551365,0.0176649,0.0131709,0.00639852,0.00865899,0.00578876,0.0119978,0.0097373,0.0104855,0.0148035,0.0104468,0.00652431,0.00351886,0.0303912,0.00789827,0.0124069,0.0197812,0.00911774,0.0120309,0.0162378,0.0143679,0.013385,0.0184812,0.00799699,0.0107405,0.00649362,0.0132499,0.0110216,0.0109373,0.00950935,0.00773786,0.0104852,0.0115923
14,0.0297356,0.0166455,0.0222169,0.0213277,0.00682768,0.0122302,0.00820792,0.00754955,0.0117216,0.00712643,0.0256354,0.0137525,0.00610233,0.00679523,0.00601476,0.0139653,0.00820922,0.00892153,0.0182333,0.0132246,0.00893134,0.00515904,0.0307868,0.00853874,0.0129762,0.0218551,0.0114882,0.0134797,0.0173715,0.0160628,0.0109898,0.017666,0.00943247,0.00896225,0.00596585,0.017884,0.0137122,0.0146483,0.00647647,0.0107202,0.0126103,0.0137136
15,0.0301139,0.0171942,0.0237284,0.0219431,0.00704901,0.013978,0.0095561,0.00956149,0.0123005,0.00906261,0.0286805,0.0148096,0.00696768,0.00643151,0.00571004,0.0165736,0.00719015,0.00795784,0.0203552,0.0154882,0.0112292,0.00742866,0.0310306,0.00853063,0.0123161,0.023054,0.0127717,0.0142297,0.0187423,0.0173603,0.0087326,0.0173461,0.00995219,0.0083739,0.0048974,0.0234306,0.0158425,0.0172267,0.00534993,0.0131262,0.0141393,0.014632
16,0.0300003,0.0177556,0.0249182,0.0221084,0.00612809,0.0157731,0.0104974,0.011483,0.0127943,0.0110251,0.0266734,0.0160214,0.00583343,0.00549902,0.00428484,0.0177544,0.00759132,0.00814434,0.0200385,0.0155726,0.012655,0.00969837,0.031012,0.00818507,0.0105082,0.0226156,0.0125035,0.0137994,0.0196496,0.0175972,0.00604664,0.0173543,0.00926791,0.00834489,0.00359454,0.0278339,0.0171033,0.0180501,0.00568894,0.0144005,0.0144856,0.0140794
17,0.0294637,0.0180123,0.025766,0.0213146,0.00603244,0.0171327,0.0106442,0.0125175,0.0130892,0.0125585,0.0226198,0.0170326,0.00458753,0.00627693,0.00442217,0.0172069,0.00864686,0.00951827,0.0185014,0.0135226,0.0129684,0.0114972,0.0305996,0.00755056,0.00807048,0.0206427,0.0110674,0.0123076,0.0198085,0.0166514,0.00309412,0.0174259,0.00802932,0.0076134,0.00227444,0.0304459,0.0175838,0.017643,0.00670277,0.0145419,0.0135979,0.0123928
18,0.0286556,0.0178958,0.0263083,0.019423,0.00750838,0.0174064,0.00988944,0.0120787,0.0129385,0.0131962,0.0194523,0.0177375,0.00407445,0.00735255,0.00555069,0.0160146,0.00921181,0.0108814,0.0175703,0.0110909,0.012527,0.0124409,0.0295572,0.00645635,0.00577807,0.0179288,0.00921492,0.0102857,0.019422,0.0149596,0.00146977,0.0175029,0.00716793,0.00598584,0.00127063,0.0318314,0.017412,0.0169831,0.00828144,0.0138427,0.0118023,0.0102332
19,0.027772,0.0176001,0.0266298,0.0169042,0.00945346,0.0161954,0.00831821,0.0101626,0.0121433,0.0127801,0.0181381,0.018406,0.00314832,0.00696224,0.00576328,0.0151718,0.00920182,0.011213,0.0180045,0.00988826,0.0118033,0.0121967,0.0277701,0.00516232,0.00436836,0.0152489,0.00752937,0.00840364,0.0188418,0.0132261,0.00308209,0.0175987,0.00687967,0.00380029,0.00363456,0.0328402,0.0168047,0.0163624,0.0099795,0.0127642,0.00958111,0.00818912
20,0.0270813,0.0173527,0.0268704,0.0145115,0.0108598,0.0138756,0.00624791,0.00743833,0.010891,0.011693,0.0181462,0.0192757,0.00220572,0.00568637,0.00531948,0.0149247,0.00892468,0.0107432,0.0194428,0.0103634,0.010963,0.0107152,0.0254404,0.00409814,0.0039089,0.0130361,0.00617054,0.00713614,0.0182239,0.0119076,0.00470275,0.0176804,0.00694851,0.00148469,0.00770922,0.0338614,0.0161123,0.0153378,0.0112231,0.0116643,0.00738985,0.00654188
21,0.0267557,0.0172229,0.0271347,0.0125991,0.0113959,0.011444,0.00423771,0.00484939,0.0096723,0.0105156,0.0186704,0.0201242,0.00232931,0.00440398,0.00485378,0.0151309,0.00854364,0.0100125,0.0211892,0.0120795,0.00990275,0.00843149,0.0229815,0.00338378,0.00382038,0.0114465,0.00503103,0.00642314,0.017554,0.0109838,0.00565112,0.017706,0.00683658,0.00188327,0.0110082,0.0346423,0.0158117,0.0136367,0.0117123,0.0105386,0.0055373,0.00539246
22,0.0266755,0.0171226,0.0274484,0.0111561,0.0111564,0.0097457,0.0028058,0.00321478,0.00879262,0.00944884,0.018988,0.020667,0.0031355,0.00379301,0.00449695,0.0157653,0.00821926,0.00922062,0.0225741,0.0136527,0.00859461,0.0061073,0.0207419,0.0031554,0.00398566,0.0103898,0.00403691,0.00580098,0.0168379,0.0102164,0.00592836,0.0176402,0.00647377,0.00439779,0.0116593,0.0346834,0.0162328,0.0115265,0.0114807,0.00927978,0.00413006,0.00477392
23,0.0266597,0.0169799,0.0277723,0.010208,0.0101058,0.00889708,0.00203514,0.00287382,0.0081454,0.00845321,0.0182831,0.0209133,0.00420012,0.00441968,0.00416747,0.0168667,0.00820577,0.00878202,0.0229926,0.0141247,0.00726324,0.00438768,0.018898,0.00379354,0.00485925,0.00972446,0.00326214,0.0049537,0.0161652,0.00948753,0.00569215,0.0174961,0.00626147,0.00682997,0.00964678,0.0338232,0.0169921,0.00944287,0.0108233,0.00804765,0.00311259,0.00455427
24,0.0266574,0.0167254,0.0281459,0.00962394,0.00837753,0.00858501,0.00164103,0.00305082,0.00759778,0.0077793,0.0162086,0.0209385,0.00556414,0.00593156,0.00431444,0.0181916,0.00853442,0.00934709,0.0223882,0.0137263,0.00615844,0.00351401,0.0174088,0.00510186,0.00659624,0.00932915,0.00280535,0.0039389,0.0157082,0.00879503,0.00528424,0.0173571,0.00604177,0.00910724,0.0069868,0.0322126,0.0171212,0.00768752,0.0102635,0.0072305,0.00234032,0.0044301
25,0.0267119,0.016317,0.0285569,0.00922894,0.00697698,0.0085644,0.00137729,0.00308902,0.00716308,0.0077053,0.0139279,0.020836,0.00756479,0.00769762,0.00531306,0.0192932,0.0089251,0.0106024,0.0214077,0.0131793,0.00531879,0.00335598,0.0161693,0.00653064,0.00893814,0.00906566,0.00269711,0.0030768,0.0155921,0.00812385,0.00561244,0.0173385,0.00645243,0.0116631,0.00592884,0.0298973,0.0159669,0.00643128,0.0102648,0.00710864,0.00183066,0.00409129
26,0.0268218,0.0157446,0.0289302,0.00904453,0.00672876,0.0086284,0.00121783,0.00298201,0.0068483,0.00813456,0.0135252,0.0207669,0.0102721,0.00936861,0.00646126,0.0199638,0.00926979,0.0116804,0.0207089,0.0129045,0.00463383,0.00345878,0.0150776,0.00773309,0.0115018,0.00877275,0.00291816,0.00269772,0.0158193,0.00741509,0.00750494,0.0175366,0.00850748,0.0145818,0.00681681,0.0266762,0.0137258,0.00596257,0.0109281,0.00757749,0.001994,0.00335691
27,0.0269024,0.0150565,0.0292172,0.00905058,0.0067968,0.00850977,0.00131274,0.00276619,0.00653857,0.00865699,0.0148031,0.0208807,0.0127523,0.0103199,0.00704749,0.0205802,0.0102891,0.0127916,0.0201577,0.0128826,0.00408868,0.00341407,0.0140766,0.00856475,0.0137003,0.00833766,0.00341137,0.00292696,0.0162893,0.00670165,0.0100434,0.0179964,0.010977,0.0169445,0.00856038,0.0224677,0.0113292,0.00678423,0.0119173,0.00833183,0.00298331,0.00231793
28,0.0268722,0.0143548,0.029439,0.0090984,0.0077715,0.00803204,0.00200581,0.00233898,0.00607219,0.00890981,0.0159927,0.0212872,0.0137336,0.00982953,0.00764633,0.0219091,0.0127908,0.0148648,0.0193058,0.0128921,0.00382324,0.00326451,0.0131783,0.00898442,0.0147582,0.00774642,0.00407111,0.00371516,0.0168798,0.00613287,0.0114542,0.0186898,0.0124816,0.0175408,0.0100278,0.0177643,0.00963703,0.00860355,0.012626,0.00917974,0.00431581,0.00175771
29,0.0267496,0.0137546,0.0296268,0.0090558,0.0102109,0.00725894,0.00333685,0.00172213,0.00538114,0.00885412,0.0165677,0.0220202,0.0128698,0.00840793,0.00911019,0.0242952,0.0159167,0.0174494,0.018265,0.012621,0.00383698,0.00340616,0.0124555,0.00912468,0.0140192,0.00709194,0.00481185,0.00487191,0.0175078,0.00581607,0.0102707,0.0194928,0.0128597,0.0159196,0.0105644,0.0135051,0.00847498,0.0103097,0.0123981,0.0100823,0.00558425,0.00274893
30,0.0266247,0.0133571,0.0297864,0.00891165,0.0118752,0.00645514,0.00493473,0.00135537,0.00464709,0.00873249,0.0170208,0.0229501,0.0110454,0.00808076,0.0104845,0.0271425,0.0180382,0.0188685,0.017912,0.0117071,0.00389243,0.00406301,0.0119785,0.00936307,0.0112753,0.00653724,0.00558771,0.0060271,0.0181195,0.00570801,0.00587034,0.0202169,0.0125454,0.0128859,0.0100335,0.0103314,0.00704778,0.011184,0.0106775,0.0110093,0.00658023,0.00435932
31,0.0265547,0.013221,0.0299465,0.00881896,0.0118299,0.0059292,0.00633795,0.00172798,0.00424369,0.00877482,0.0180747,0.0238198,0.00938027,0.0089,0.0105744,0.0293928,0.0184307,0.0182758,0.019145,0.00998591,0.0038782,0.00500204,0.0117229,0.00995392,0.00717365,0.00621349,0.00633984,0.00680042,0.0186601,0.0056259,0.00363476,0.0206891,0.0118071,0.0104261,0.00874758,0.00823797,0.00518149,0.0108587,0.00787013,0.011853,0.00725492,0.00590621
32,0.0265224,0.0133376,0.0301155,0.00908096,0.0111972,0.00582024,0.00719485,0.00229111,0.00431487,0.00897875,0.0199126,0.0244061,0.00818719,0.0088273,0.0095128,0.0303146,0.0174757,0.0164606,0.0215446,0.0077831,0.00396181,0.0058223,0.0115629,0.0107368,0.00570114,0.00612061,0.00695151,0.0069991,0.0190544,0.00541917,0.012937,0.0208239,0.0105962,0.0103733,0.00738863,0.00686,0.00345951,0.00871918,0.00901768,0.012455,0.00765379,0.00716825
33,0.0264794,0.0135863,0.0302024,0.00984379,0.0103107,0.00601197,0.00737207,0.00251726,0.00462359,0.00923834,0.0216941,0.0245882,0.00719645,0.00767124,0.0081207,0.0298612,0.0158778,0.0148745,0.0237559,0.00586239,0.00419654,0.00620029,0.0113667,0.0115023,0.010994,0.00613815,0.00725248,0.00668074,0.0192216,0.00511607,0.0230466,0.0205999,0.00876586,0.0119073,0.00636699,0.00562098,0.00232035,0.00495946,0.0174235,0.0126912,0.0078294,0.00805989
34,0.0263758,0.0137782,0.0300493,0.0106659,0.00900409,0.00630519,0.00699796,0.0022978,0.0048943,0.00945018,0.0224652,0.0243329,0.0063143,0.00749494,0.00682032,0.0285411,0.0140839,0.0139971,0.024936,0.00485782,0.00440009,0.00610174,0.0110659,0.0122494,0.0173692,0.00612685,0.00710971,0.00607423,0.0191134,0.0048997,0.0314797,0.020067,0.00665224,0.0132849,0.00555634,0.0047728,0.00222485,0.00521104,0.0282696,0.0125947,0.00785568,0.00858036
35,0.0261674,0.0137292,0.0295889,0.0110364,0.0101549,0.00666626,0.00632381,0.00191067,0.00500679,0.00952208,0.0223105,0.0236518,0.00591619,0.00961725,0.00574311,0.0269366,0.0123011,0.0131987,0.0250747,0.00459162,0.00446872,0.00577184,0.0106901,0.0129333,0.0214889,0.00606932,0.00652035,0.00542311,0.0187252,0.00495307,0.0373086,0.0193107,0.00516949,0.0138515,0.00498635,0.00531611,0.00427107,0.00998399,0.0378682,0.0123815,0.00782007,0.00874562
36,0.0258263,0.0133797,0.0289347,0.0110372,0.0157403,0.00714884,0.00558092,0.00197287,0.00497457,0.00939897,0.0221667,0.0226882,0.00625214,0.0126009,0.00548144,0.0253871,0.010756,0.0120449,0.0246295,0.00455102,0.00446137,0.00549067,0.0103347,0.0133283,0.022006,0.00608885,0.00564856,0.0049181,0.0181098,0.00529897,0.0407161,0.0184392,0.00481345,0.0137215,0.00497278,0.00627135,0.00780061,0.0133975,0.0437233,0.0122852,0.00780502,0.0085621
37,0.0253613,0.0128361,0.028298,0.0111327,0.0231753,0.00770231,0.00487689,0.00252508,0.0049294,0.00919118,0.0226756,0.0216929,0.00674108,0.0152208,0.00648223,0.0239587,0.0100047,0.0107229,0.0242982,0.00450902,0.00438011,0.00532041,0.0101667,0.0132075,0.0197695,0.00631954,0.00473881,0.00465335,0.0173872,0.00581656,0.0422978,0.017546,0.00518865,0.0133811,0.00508535,0.00651517,0.0115679,0.0145048,0.0448415,0.0123443,0.00782021,0.00803679
38,0.0248323,0.0122793,0.0278908,0.0115287,0.0304257,0.0081633,0.00421323,0.00302619,0.00507134,0.00921692,0.0236736,0.0208627,0.00674032,0.017182,0.00797937,0.0225663,0.0111996,0.00965567,0.0247824,0.00445265,0.00411183,0.00516114,0.0103459,0.0126282,0.0174605,0.00669419,0.00403109,0.00464837,0.0167632,0.00629234,0.0429627,0.016689,0.00638794,0.0134106,0.00502122,0.00615495,0.0138804,0.013844,0.0418433,0.0124169,0.00779367,0.00727807
39,0.024307,0.0118841,0.0277707,0.012046,0.036621,0.00839139,0.00354094,0.00323294,0.00554382,0.00971329,0.024789,0.0201848,0.00614238,0.0186843,0.00908326,0.0210697,0.0143752,0.00900534,0.0263223,0.00454389,0.0035765,0.00489354,0.0109834,0.0118841,0.0176765,0.00698193,0.00370626,0.00482407,0.0164132,0.00653003,0.042988,0.015843,0.00901521,0.014259,0.00719669,0.00586589,0.0137637,0.0124467,0.0368456,0.0122988,0.00762026,0.00649035
40,0.023815,0.0117269,0.0278941,0.0123956,0.041519,0.00837059,0.00285767,0.00316726,0.00634328,0.0106384,0.0259293,0.0195116,0.00541382,0.0199435,0.00956123,0.0193552,0.0176632,0.00850906,0.028473,0.00505445,0.00290143,0.00453511,0.0120328,0.0112365,0.0196391,0.00692348,0.00386886,0.00512092,0.0164003,0.00641337,0.0402106,0.0148763,0.0124506,0.0159067,0.011135,0.00589553,0.012117,0.011512,0.0321558,0.0119129,0.0072533,0.00591902
41,0.0232949,0.0117867,0.028162,0.012565,0.0452119,0.00824127,0.0022106,0.00295791,0.00740211,0.0117416,0.0270532,0.0186069,0.00541653,0.0208885,0.00976946,0.0173379,0.0193606,0.00786442,0.0303061,0.00615733,0.00257571,0.00418385,0.0134083,0.010604,0.0204597,0.00645167,0.00442377,0.00550576,0.016667,0.00601971,0.0323644,0.0136822,0.0148656,0.0175496,0.0129211,0.00569061,0.0110805,0.0116728,0.0275802,0.0113504,0.00671131,0.00567072
42,0.0227332,0.0120091,0.0285289,0.0128088,0.0477608,0.00818837,0.00183725,0.00281747,0.00867847,0.0127731,0.0280239,0.0173111,0.00654982,0.0211574,0.0101458,0.0150113,0.0189355,0.00714051,0.0310424,0.00775316,0.00311428,0.00388298,0.0150307,0.00964214,0.0199871,0.00579159,0.00519665,0.00596165,0.0171162,0.0055481,0.0215308,0.0124213,0.0147666,0.0177514,0.0112194,0.00556742,0.0114501,0.0122797,0.0225021,0.0107327,0.00595004,0.00555281
43,0.0222706,0.0124203,0.0290636,0.0132022,0.0491367,0.00825061,0.00258558,0.0031438,0.0102237,0.0137272,0.0286056,0.0157809,0.00818687,0.0204852,0.0106855,0.012875,0.0171153,0.00689869,0.0303396,0.00971035,0.0043585,0.00371446,0.0167927,0.00802082,0.0198973,0.00543656,0.0062182,0.00641716,0.017747,0.00519696,0.0138291,0.0116077,0.0122685,0.0156117,0.0081794,0.00667437,0.0121552,0.0121785,0.0193797,0.0101451,0.00491306,0.00518058
44,0.0220983,0.0131419,0.0298463,0.013403,0.049378,0.00836989,0.00480711,0.00428017,0.0120848,0.0147793,0.0285635,0.0145198,0.00970572,0.0189998,0.0111084,0.0123679,0.0154681,0.00786076,0.0282132,0.0119878,0.00603885,0.00422432,0.0184953,0.00571254,0.0194864,0.00589259,0.0076303,0.00675012,0.0186028,0.00523556,0.0122611,0.0116854,0.00874858,0.0119137,0.00597667,0.00829929,0.0121595,0.0109549,0.0191736,0.00967706,0.00399589,0.00447339
45,0.0221676,0.0142383,0.0307558,0.0129882,0.0486558,0.00874734,0.00790974,0.00600152,0.0140834,0.0159228,0.0278428,0.0140199,0.0108639,0.0171109,0.0113844,0.0142353,0.0150534,0.00983712,0.025024,0.0144495,0.00800172,0.00591705,0.0199257,0.00322498,0.0178655,0.00724615,0.00934993,0.00681861,0.0195253,0.00598542,0.0126582,0.0125482,0.00567532,0.00888428,0.00414423,0.00955235,0.0115258,0.00968095,0.0192787,0.00947461,0.00446965,0.00458955
46,0.0223077,0.0156165,0.0314161,0.0119207,0.0472667,0.0100934,0.0109432,0.00783752,0.0157544,0.0169171,0.0265896,0.0143394,0.0115603,0.0152981,0.0118225,0.0170986,0.0153196,0.0119066,0.0213694,0.0166874,0.00998042,0.00826424,0.0210102,0.00180931,0.0161042,0.00926436,0.0108675,0.00660148,0.0201286,0.00754619,0.013709,0.0137218,0.00426795,0.00816404,0.0027508,0.0108115,0.011171,0.00937322,0.0191406,0.00949095,0.00624264,0.00666216
47,0.0224628,0.017027,0.0314836,0.0106493,0.0456179,0.0128708,0.0129105,0.00947135,0.0166972,0.0175907,0.0250433,0.0150212,0.0117923,0.0139634,0.0127026,0.0198128,0.0152954,0.0133663,0.018014,0.0182206,0.0116764,0.0103886,0.0218326,0.00230072,0.0151802,0.011795,0.0115015,0.00643359,0.0201311,0.0098627,0.0156401,0.0147751,0.00436947,0.00889244,0.00263151,0.0124554,0.0113287,0.0092967,0.0194687,0.0091992,0.00767469,0.00914644
48,0.0225223,0.018227,0.0308623,0.00965561,0.0440568,0.0162057,0.0133421,0.0106318,0.0167879,0.0178317,0.0235058,0.0155479,0.0117251,0.0132521,0.0137915,0.0224688,0.0147745,0.0140506,0.0158047,0.0188224,0.0128121,0.0116696,0.0224432,0.00327375,0.0152909,0.0144554,0.0110438,0.00675568,0.0194739,0.0124687,0.0178055,0.0155689,0.00447988,0.00958234,0.00323444,0.0141219,0.0115952,0.00923714,0.0201185,0.00810396,0.00787875,0.0104183
49,0.0222741,0.0191462,0.0297298,0.00899198,0.0427415,0.0183249,0.0125177,0.0108762,0.0161701,0.0175345,0.0222496,0.0157535,0.0115475,0.0128981,0.0145053,0.0253472,0.0141031,0.0141932,0.0152581,0.0186782,0.0131163,0.0119302,0.0227544,0.00430438,0.0166356,0.0162396,0.00989196,0.00723208,0.0182184,0.0143004,0.0198641,0.0162071,0.00384771,0.00985466,0.00371013,0.0151965,0.0119748,0.0098577,0.0208853,0.00640052,0.00688575,0.00987552
50,0.0216685,0.0199486,0.0283517,0.00841203,0.0416324,0.0177465,0.0110087,0.00978702,0.0151486,0.0167075,0.0213544,0.0158031,0.01138,0.0123927,0.0144772,0.0280994,0.0137131,0.0142771,0.0160284,0.0182013,0.0123482,0.0113126,0.0227289,0.00511067,0.0190793,0.0160908,0.00827861,0.00701223,0.0166433,0.0144326,0.021651,0.0167383,0.00218653,0.0101246,0.00421657,0.0153048,0.012482,0.0109382,0.0219858,0.00467631,0.0051485,0.00774477
51,0.0207875,0.0208118,0.0269059,0.00779594,0.0406086,0.0143052,0.00918188,0.00752168,0.0140606,0.0155756,0.0206469,0.0158783,0.0113315,0.0114544,0.0138029,0.0299995,0.0138349,0.014747,0.0171526,0.0177567,0.0105068,0.0100827,0.0225037,0.00545205,0.0220116,0.0139742,0.00618272,0.00596242,0.0154748,0.0128915,0.0225847,0.0169917,0.00127249,0.0109177,0.00565686,0.0146279,0.0128128,0.0117581,0.0233745,0.00386608,0.00310323,0.00476962
