Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH3,RTOE,RUA1,RUA2,RUA3
46,0.0179581,0.0345443,0.0500303,0.0143573,0.00686745,0.00335344,0.00253919,0.00483787,0.0148603,0.0110389,0.0109739,0.0117058,0.0110569,0.00754993,0.0109911,0.0256268,0.0194367,0.00920297,0.00940043,0.00204709,0.00361895,0.00769554,0.0631255,0.0207684,0.0106155,0.00478202,0.00323338,0.00154669,0.00964114,0.0104184,0.0232696,0.0171413,0.00163422,0.00628621,0.00305124,0.0105629,0.0112215,0.0228394,0.00145839,0.00823295,0.00297248
47,0.0174066,0.0342885,0.0492637,0.014192,0.00664116,0.00278836,0.00122977,0.00576533,0.0141166,0.0112871,0.0128395,0.0121135,0.011828,0.00720918,0.0105458,0.0268042,0.018904,0.00878725,0.0111576,0.000392057,0.002729,0.00633794,0.0625269,0.0202333,0.0118101,0.00501114,0.0026351,0.00223869,0.00883494,0.00951094,0.0220143,0.0186894,0.000756977,0.00480215,0.0024615,0.00873122,0.0111046,0.0218207,0.000769643,0.008407,0.0017113
48,0.0168743,0.0337766,0.0485599,0.0144726,0.00587767,0.00247007,0.00163606,0.00635627,0.0131774,0.0113641,0.0141468,0.0130978,0.0121225,0.0065346,0.00884764,0.027331,0.0182983,0.00837004,0.0126273,0.00198648,0.00153993,0.0047694,0.0617666,0.0193333,0.0136672,0.00528029,0.00211365,0.00285522,0.00821828,0.00876725,0.0198414,0.0206567,0.00233053,0.00398011,0.00199285,0.0071439,0.0106986,0.0200789,0.000629894,0.00856601,0.00110281
49,0.0164863,0.033092,0.0479608,0.0150053,0.00491968,0.00236725,0.00283692,0.00659773,0.0121558,0.0112669,0.0149082,0.0140431,0.0117066,0.00602145,0.00670245,0.0269658,0.017168,0.00785759,0.0137008,0.00414278,0.000446776,0.00313291,0.0608582,0.0183584,0.016342,0.00546788,0.00175443,0.00332125,0.0078431,0.00810385,0.0168248,0.0222342,0.00415215,0.003886,0.00319137,0.00681294,0.00984734,0.0179135,0.00101804,0.00860383,0.00132674
50,0.0163189,0.0323217,0.0474489,0.0155366,0.00452333,0.00243931,0.00368509,0.00656619,0.0111798,0.0110314,0.0151567,0.014282,0.0108522,0.00610708,0.00511679,0.025326,0.0152309,0.0071112,0.0144048,0.00624247,0.00189126,0.00183732,0.0598088,0.0172589,0.0195388,0.00547409,0.00173133,0.00361411,0.00772086,0.00748991,0.0137984,0.0224185,0.00624241,0.00516696,0.00624051,0.0085862,0.00906045,0.0162419,0.00157272,0.00846306,0.00196558
51,0.0163957,0.0315081,0.0469712,0.0157689,0.00523459,0.00258063,0.00409714,0.00636309,0.0103287,0.0107399,0.0149544,0.0136516,0.0100348,0.00671376,0.0044712,0.0222311,0.0126288,0.00593447,0.0148415,0.00814518,0.00376666,0.00220988,0.0586362,0.0161237,0.0223088,0.00526495,0.0020909,0.00375863,0.00781091,0.00691839,0.0127877,0.0210641,0.00854682,0.00771049,0.00963775,0.0118595,0.0094348,0.0163827,0.00225976,0.00815054,0.00283371
52,0.0166886,0.0306533,0.0464358,0.0155051,0.0063966,0.00269334,0.00424477,0.00611495,0.00961011,0.0104825,0.0144636,0.0126171,0.00954184,0.00745878,0.00442667,0.0179604,0.00999968,0.0041886,0.0151582,0.00976161,0.00563463,0.00386038,0.057403,0.0154936,0.0236293,0.00487135,0.00272589,0.00379375,0.00804118,0.00641092,0.0155585,0.0191884,0.0108951,0.0106013,0.0123787,0.0150556,0.0110707,0.0186109,0.00310084,0.0077302,0.00394033
53,0.0171251,0.0297325,0.0457418,0.0147427,0.00696493,0.00275634,0.00435289,0.00596964,0.0090054,0.0103133,0.014002,0.0118203,0.00929499,0.0080106,0.00456523,0.013168,0.00836874,0.00247232,0.0155214,0.0110547,0.00733681,0.00568715,0.0561952,0.0155793,0.0232124,0.00434466,0.00357056,0.00376846,0.00835684,0.00604437,0.0211142,0.0180854,0.0131146,0.0131372,0.0140406,0.017258,0.0127616,0.0217279,0.00410883,0.00733797,0.00531041
54,0.0176014,0.0287189,0.0448174,0.0136308,0.00621575,0.00280912,0.00458877,0.0060497,0.00851338,0.0102481,0.0139311,0.0115818,0.00902797,0.00809383,0.00459363,0.00856498,0.00830999,0.00374727,0.0159935,0.0120343,0.00876155,0.00734409,0.0550984,0.0159304,0.0218366,0.00377722,0.00458633,0.0038133,0.00873915,0.00593776,0.0275521,0.0182741,0.0149355,0.0150012,0.0147251,0.0185047,0.0137247,0.0244669,0.00529354,0.00721392,0.00694485
55,0.0179891,0.0276183,0.0436699,0.0123811,0.0039541,0.00287846,0.00501111,0.00636088,0.00816011,0.0102826,0.0145943,0.0118293,0.00858703,0.00748669,0.00426831,0.00471659,0.00903668,0.0067505,0.0164963,0.0127344,0.00985076,0.00866153,0.054187,0.016128,0.0209949,0.0033866,0.00569056,0.00411204,0.00917583,0.0061363,0.0332351,0.0194039,0.0159763,0.0160109,0.0147052,0.0192127,0.0143095,0.0260923,0.0066365,0.00762303,0.00878747
56,0.018148,0.0264911,0.0424157,0.0111674,0.00197447,0.00292258,0.00557722,0.00678036,0.00797152,0.0103975,0.0164689,0.012377,0.00796243,0.0061038,0.00339689,0.00221604,0.00940148,0.00898633,0.0170433,0.013184,0.0105856,0.00956958,0.053526,0.016114,0.0215867,0.00344532,0.0067549,0.00468855,0.00962291,0.00654918,0.0366677,0.0208219,0.0160506,0.0159021,0.0140945,0.0196675,0.0153539,0.0262995,0.00804739,0.00863486,0.0107066
57,0.0179736,0.0254531,0.0412348,0.0100604,0.0055334,0.00286109,0.00622151,0.00717963,0.00793049,0.0105771,0.0199932,0.0131764,0.00706113,0.00405331,0.0019788,0.00226281,0.00873014,0.0093558,0.0179951,0.0134072,0.0109905,0.0101146,0.0531813,0.0160787,0.022896,0.00394058,0.00764549,0.00537125,0.00999317,0.00706455,0.0367867,0.022133,0.0155006,0.0146943,0.0128779,0.0198388,0.016854,0.0251343,0.00935496,0.0100402,0.0125089
58,0.017447,0.0246149,0.0403322,0.00912353,0.0101658,0.00265012,0.00687155,0.00748028,0.00798842,0.010788,0.0251114,0.0142662,0.00569498,0.00188669,0.000972654,0.00378301,0.00697696,0.00787948,0.0198806,0.0133955,0.0110889,0.0103929,0.0531639,0.0162724,0.02388,0.00455366,0.00826363,0.00598272,0.0101882,0.0075862,0.0334352,0.023354,0.0149181,0.0132933,0.0112802,0.0194614,0.0178602,0.0228794,0.0103534,0.0114797,0.0139825
59,0.0166865,0.02405,0.0398263,0.0085683,0.0144516,0.00234064,0.00749334,0.00767482,0.00807392,0.0110135,0.0312744,0.0155815,0.00393126,0.0025631,0.00234797,0.00545834,0.00537954,0.00620162,0.0228803,0.0131419,0.0109425,0.0105406,0.0534156,0.0167581,0.0243832,0.005022,0.008561,0.00642723,0.0101369,0.00799408,0.027543,0.0246613,0.0142697,0.0128755,0.00984773,0.0187245,0.0176688,0.0199393,0.0108718,0.0126088,0.0149658
60,0.0158923,0.0237804,0.0396948,0.00873818,0.0181976,0.00205495,0.00808417,0.00778894,0.008125,0.0112588,0.0378833,0.0169089,0.00271093,0.00502076,0.00372467,0.0068367,0.00600118,0.00639484,0.0268418,0.012681,0.0106864,0.0107036,0.0538257,0.0173309,0.0245532,0.00528282,0.00852958,0.00667259,0.00982404,0.0081762,0.0206425,0.0261216,0.0128709,0.0131061,0.00909653,0.0187908,0.0165501,0.0166642,0.010836,0.0131941,0.0154079
61,0.0152366,0.0237681,0.0397997,0.00987902,0.0215457,0.00187073,0.00861832,0.00782839,0.00812512,0.0115069,0.0445651,0.0180086,0.00364956,0.00702297,0.00441611,0.00759719,0.00754225,0.00720931,0.0316398,0.0120756,0.0105103,0.0109582,0.0542942,0.0177043,0.0239576,0.00544081,0.00816715,0.00670712,0.00929034,0.00809208,0.0140391,0.027649,0.0106279,0.0128166,0.00925237,0.0205065,0.015544,0.0132768,0.0102751,0.0131443,0.015366
62,0.0148101,0.0239742,0.0399639,0.0119129,0.0246774,0.00176742,0.00905919,0.00780408,0.00807601,0.0117388,0.0510567,0.0187856,0.00553116,0.00828952,0.00443604,0.00772499,0.00817309,0.00697279,0.0371179,0.0114081,0.010591,0.0112939,0.0547512,0.0177099,0.0219762,0.00568558,0.00752742,0.00659352,0.00866062,0.00779819,0.00862469,0.0291216,0.00900893,0.0120253,0.0102871,0.022976,0.0155522,0.010077,0.00938399,0.0125521,0.0150241
63,0.0146159,0.0243433,0.0400651,0.0143855,0.0275399,0.00169801,0.00934836,0.00772421,0.00800054,0.0119246,0.0568775,0.0192739,0.00702343,0.00917385,0.00430368,0.00760505,0.00835701,0.00627611,0.0427481,0.0107281,0.0109632,0.0116007,0.0551435,0.0173882,0.018573,0.00608355,0.00671132,0.00644414,0.00810111,0.00738716,0.00652922,0.0303612,0.00949333,0.0117915,0.0116108,0.0246305,0.0163798,0.00784324,0.00851417,0.0116096,0.0146078
64,0.0146145,0.0248043,0.0400705,0.0166961,0.0295971,0.00166221,0.009443,0.00761182,0.0079324,0.0120476,0.0612137,0.0195557,0.00764829,0.0100827,0.00490161,0.00785762,0.0093651,0.00642501,0.0476098,0.0100938,0.0114752,0.0117378,0.0553977,0.0169432,0.0143921,0.00650355,0.00587043,0.00637587,0.00775244,0.00695358,0.00889707,0.0311434,0.0108274,0.0124074,0.0122937,0.0246233,0.0171603,0.00744667,0.00811109,0.0105502,0.0143153
65,0.0147356,0.0252574,0.0400385,0.0184211,0.0300299,0.00164719,0.0093222,0.0074803,0.00792135,0.0121085,0.0632275,0.0196892,0.00750424,0.0109338,0.00638749,0.00862237,0.0109588,0.00696312,0.0507471,0.00960648,0.0118566,0.0115888,0.0554234,0.0166491,0.0103785,0.00673797,0.00515269,0.0064243,0.00763395,0.00656987,0.0119106,0.0312776,0.0114054,0.0128787,0.0118354,0.0231,0.017256,0.008272,0.00840186,0.00960298,0.0142175
66,0.0148979,0.0255901,0.0400757,0.0194277,0.0284458,0.00160319,0.00896972,0.00730474,0.008015,0.0121111,0.0625183,0.0196878,0.0072757,0.0113362,0.00801673,0.00933748,0.0119925,0.00690839,0.0516058,0.00931824,0.011857,0.0110838,0.0551796,0.0167267,0.00730682,0.00668054,0.00462489,0.00650548,0.00763824,0.00629037,0.0135432,0.0306974,0.0110178,0.0123464,0.0105071,0.0208559,0.0165139,0.00911025,0.00914387,0.00896068,0.0142066
67,0.0150511,0.0257594,0.0402536,0.0197956,0.0254796,0.00152146,0.00839449,0.0070607,0.00822985,0.0120784,0.0593504,0.0195608,0.00759569,0.0110983,0.00923228,0.00947189,0.0118092,0.0062718,0.0503375,0.00915778,0.011384,0.0102271,0.0547382,0.0172048,0.00556985,0.00643255,0.00428433,0.00650384,0.00764083,0.00617994,0.0135943,0.0295041,0.0102684,0.0108454,0.00905313,0.0186996,0.0151274,0.00978256,0.00989747,0.0087404,0.01409
68,0.0151626,0.0257797,0.0405907,0.0196801,0.0227276,0.00139421,0.00759386,0.00671992,0.00857157,0.0120245,0.0544599,0.0192722,0.00833509,0.0103328,0.0098688,0.0089915,0.0103062,0.00560536,0.0477531,0.00895418,0.0104901,0.00905351,0.0542771,0.0179246,0.00514512,0.00620019,0.00405884,0.00632763,0.0075623,0.00626254,0.0127839,0.0278867,0.00993658,0.00898554,0.00806753,0.0168472,0.0134157,0.0108342,0.0102967,0.00884052,0.0136388
69,0.0152235,0.0257199,0.0410504,0.0192474,0.0217081,0.00119451,0.00658733,0.00629505,0.00904015,0.0119655,0.0487936,0.0187145,0.00918351,0.00910554,0.00993633,0.00827726,0.00778666,0.00527122,0.0448898,0.00857073,0.00930707,0.00765448,0.0539858,0.0185905,0.00554177,0.00612873,0.00389112,0.00598295,0.00737903,0.00653423,0.0122992,0.0260979,0.0102262,0.00738311,0.00764097,0.0150405,0.0116262,0.0127758,0.0101432,0.00900835,0.0126894
70,0.0152477,0.0256705,0.0415838,0.0186418,0.0223231,0.00093339,0.00545557,0.00584586,0.00961391,0.0119174,0.0432615,0.0177278,0.0101886,0.00790713,0.00952149,0.00780777,0.00540933,0.0050305,0.0420629,0.00797458,0.00797618,0.00621797,0.0539713,0.0187965,0.00607852,0.00619733,0.00377653,0.00559427,0.00708811,0.00698212,0.0128688,0.0243827,0.0105583,0.00623466,0.00751499,0.0130736,0.00988846,0.0154818,0.00938622,0.00904228,0.0112099
71,0.0152293,0.0256863,0.0421846,0.0179987,0.0229665,0.000744157,0.00433512,0.00543172,0.0102662,0.0118594,0.0385082,0.0162174,0.0113904,0.00874519,0.00875324,0.00758556,0.00513652,0.00456446,0.0385599,0.0072,0.00660585,0.00500544,0.0542716,0.0181609,0.00663998,0.00627791,0.0037213,0.00534917,0.00665915,0.00761087,0.0140358,0.0228319,0.0103876,0.00538616,0.00736571,0.0110876,0.00835446,0.0181908,0.00806423,0.00890476,0.00930215
72,0.0151255,0.0257659,0.0429268,0.0174764,0.0223088,0.00083596,0.00339112,0.00505482,0.0109955,0.0117229,0.0348623,0.0143333,0.0123827,0.0114471,0.00791244,0.0069509,0.00556057,0.00445704,0.0341037,0.00625472,0.00522343,0.00426753,0.0549146,0.0166998,0.00759778,0.00626579,0.00365852,0.00532375,0.00607189,0.00845924,0.014828,0.0213442,0.00965429,0.0047283,0.0069787,0.00956845,0.00719264,0.019896,0.00627053,0.00870932,0.00720653
73,0.0149013,0.0258644,0.0439649,0.0172871,0.02015,0.00119616,0.0028078,0.00463319,0.0118654,0.0114446,0.0322701,0.0125694,0.012417,0.0128269,0.00766667,0.00540283,0.00393233,0.00620916,0.030038,0.00509409,0.00376443,0.00419991,0.055939,0.015011,0.00900142,0.00610674,0.00337257,0.00529948,0.00547513,0.00957947,0.0146291,0.0196713,0.00861282,0.00424983,0.00636283,0.00907712,0.00622339,0.0198307,0.0042136,0.00863666,0.0054599
74,0.0146286,0.0259557,0.0454588,0.0176785,0.0170786,0.00176269,0.00282314,0.00405494,0.0129839,0.0110992,0.0305883,0.0116913,0.0110479,0.0114899,0.00817775,0.00367113,0.00225272,0.00932604,0.0279147,0.00398248,0.00249028,0.00502252,0.0573353,0.0138616,0.0105048,0.00573754,0.0025631,0.00489229,0.00543945,0.0110029,0.01339,0.0175866,0.00765124,0.00394075,0.00577918,0.00980995,0.00491439,0.0178728,0.00279206,0.0088747,0.00522139
75,0.0145374,0.0261011,0.0474541,0.0187276,0.0137926,0.00257002,0.00352806,0.00329603,0.0144115,0.010993,0.0301718,0.0122835,0.00909255,0.00949266,0.00837081,0.00368115,0.00696861,0.0116388,0.0276308,0.0043156,0.00331751,0.00680315,0.0589418,0.0137257,0.0118375,0.00514338,0.00114068,0.00394105,0.0066656,0.0127007,0.011547,0.0152916,0.00723251,0.00405255,0.0056005,0.011504,0.00301212,0.0146965,0.00383742,0.00954822,0.00691873
76,0.0149045,0.0264335,0.0497721,0.0200496,0.010928,0.00357548,0.0046413,0.00252516,0.0160362,0.0115054,0.031124,0.0140253,0.00872623,0.00976618,0.00754241,0.00462009,0.011144,0.0115444,0.0283994,0.00661943,0.00620668,0.00910763,0.0604353,0.0148242,0.0128199,0.00450902,0.00136325,0.0028751,0.00894452,0.0145185,0.00975942,0.013477,0.00761673,0.0048546,0.00591733,0.0137308,0.00156658,0.0115146,0.00601533,0.0105448,0.00927032
77,0.0157777,0.027012,0.0520622,0.0209306,0.0093449,0.00459269,0.00576127,0.00202738,0.017575,0.0126879,0.0323545,0.0158725,0.0100009,0.0102235,0.00627031,0.00518683,0.0126201,0.00920122,0.0296481,0.00930506,0.00937978,0.0111606,0.0614645,0.0170008,0.0132354,0.0041894,0.00348002,0.00281588,0.0114611,0.0161568,0.00845606,0.0127011,0.00857899,0.00589142,0.00643805,0.0160509,0.00325863,0.00943239,0.00790162,0.0114497,0.0112565
78,0.0168598,0.0277309,0.0539806,0.0207933,0.00958747,0.00541524,0.00659019,0.00187545,0.0187009,0.0141565,0.0327481,0.0168887,0.0106423,0.00837451,0.00553639,0.00627317,0.0119881,0.00661127,0.0307087,0.01121,0.0118065,0.0123023,0.06184,0.0195569,0.0129728,0.00434913,0.00528687,0.0038641,0.0135444,0.0172713,0.00755731,0.0132031,0.00964555,0.00654789,0.00687803,0.0180404,0.00562697,0.00856137,0.00923886,0.0118173,0.0124891
79,0.0177109,0.0283888,0.055351,0.0195276,0.0108788,0.00597419,0.00698642,0.00177484,0.0191939,0.0153907,0.0323892,0.0166774,0.0100835,0.00525687,0.00577572,0.00842813,0.0115213,0.00602423,0.0313112,0.0118415,0.012883,0.012326,0.0616368,0.0215948,0.0121623,0.00474996,0.00638508,0.00501038,0.0148523,0.0176658,0.00689727,0.0148454,0.0104574,0.00670828,0.00719055,0.0193602,0.00776785,0.00817379,0.0102242,0.0115175,0.012966
80,0.0180846,0.02883,0.0562004,0.0175658,0.0121511,0.00634513,0.00694234,0.00148661,0.0190153,0.0160244,0.0321247,0.0154515,0.00965311,0.00553942,0.0071103,0.0107206,0.0121341,0.00742937,0.0318695,0.0112284,0.0125532,0.0114785,0.06114,0.022447,0.0110869,0.00507781,0.00674416,0.00583669,0.0153651,0.0174458,0.00670932,0.0166653,0.0107982,0.00670762,0.00745852,0.0199506,0.00966456,0.0078368,0.0110924,0.0108686,0.0128635
81,0.0181011,0.0290203,0.0566972,0.015699,0.0130469,0.00659661,0.00653907,0.00115925,0.0182998,0.0159725,0.0325544,0.0138858,0.010411,0.00913388,0.00891986,0.0121654,0.0123469,0.00963835,0.0328365,0.00980632,0.0112928,0.0101788,0.060666,0.0219523,0.0100746,0.00516689,0.0065761,0.00630127,0.0153007,0.0169863,0.00721725,0.0176019,0.0104875,0.00687305,0.00781459,0.0201777,0.0112959,0.00761931,0.0118544,0.0103901,0.0123972
82,0.0180936,0.0290258,0.0570326,0.0146389,0.0138091,0.00669332,0.0058997,0.00136551,0.0172885,0.0154226,0.033684,0.0128088,0.0115014,0.0122132,0.0101079,0.0124653,0.0112724,0.0115785,0.0341999,0.00823635,0.00982365,0.00873997,0.0604004,0.0204992,0.00945185,0.00497989,0.00614723,0.00648711,0.0149758,0.0167212,0.00803423,0.0174402,0.00947469,0.00718795,0.00853696,0.0205335,0.0124866,0.00766464,0.0123571,0.0103203,0.0117594
83,0.0183084,0.0289414,0.0573227,0.014573,0.0148515,0.00658998,0.00515653,0.00199894,0.0162345,0.014699,0.0352096,0.0127792,0.0116944,0.0135767,0.0100548,0.0121516,0.00970436,0.0125248,0.0356528,0.00706117,0.00873542,0.00733325,0.0603397,0.0188009,0.00941338,0.00455118,0.00563421,0.00650317,0.0146524,0.0168725,0.00853611,0.0166971,0.00803923,0.00748278,0.00986163,0.0210957,0.0130655,0.007935,0.0124841,0.01049,0.0111159
84,0.0187442,0.0288416,0.0575706,0.0151482,0.0163604,0.00632636,0.00443076,0.00252378,0.0153144,0.0140756,0.0368249,0.0137377,0.0106823,0.0131332,0.00882474,0.0120522,0.00940773,0.0125056,0.0369393,0.00634123,0.00821313,0.00609622,0.0603419,0.017535,0.00990087,0.00395292,0.00510563,0.00640979,0.0144387,0.0173038,0.00836574,0.0159669,0.00676689,0.00766453,0.011482,0.0216324,0.0130372,0.00826114,0.0122333,0.0106719,0.0106011
85,0.0192042,0.0287815,0.0576859,0.0158292,0.018248,0.00600531,0.00380547,0.00275787,0.0145833,0.0136793,0.0383275,0.0151029,0.00897815,0.0115856,0.00687987,0.0124842,0.011214,0.0120681,0.0379837,0.00578083,0.00804895,0.00514199,0.0602396,0.0170377,0.0107349,0.00328799,0.00456966,0.00618541,0.0142855,0.0176454,0.00750291,0.0155882,0.00614967,0.00762803,0.0126193,0.0221383,0.0125699,0.00846283,0.0116711,0.0107387,0.0102613
86,0.0194844,0.0288083,0.057548,0.0161739,0.0203566,0.00573381,0.00330126,0.00278372,0.013997,0.0135089,0.0395528,0.0162454,0.00730231,0.00992489,0.00475104,0.0135671,0.0138139,0.0117483,0.0388075,0.0051613,0.00794365,0.00443902,0.0599393,0.0172078,0.0118068,0.00271787,0.00401474,0.00578378,0.0140668,0.0175842,0.00618315,0.0156728,0.00614303,0.00720547,0.0126554,0.0228537,0.0118557,0.00840222,0.0108718,0.0105437,0.0100212
87,0.0195385,0.028943,0.0570943,0.0159199,0.0225712,0.00556604,0.00288219,0.0027882,0.0134842,0.0134684,0.0402691,0.0168314,0.00608159,0.00872926,0.00297042,0.0154735,0.015709,0.0117379,0.0393845,0.00445527,0.00775597,0.00380577,0.0594394,0.0176953,0.013092,0.00247183,0.00343169,0.00522061,0.0136818,0.0170398,0.00481359,0.016124,0.0064427,0.006338,0.0115918,0.0238838,0.0110086,0.00803176,0.00988901,0.00991204,0.00974494
88,0.0194882,0.0291506,0.0563591,0.0150163,0.0248515,0.00547046,0.00249817,0.00288675,0.0130084,0.0134134,0.0401565,0.0168621,0.00560966,0.00793446,0.00259557,0.0176163,0.0165682,0.0119286,0.0395428,0.00371493,0.007501,0.00309832,0.0587956,0.0182144,0.0145619,0.00262829,0.00282901,0.00459489,0.0131191,0.0161127,0.00385543,0.0167362,0.00695078,0.00520895,0.00999053,0.0249975,0.0100607,0.00744404,0.00875055,0.00878719,0.00932859
89,0.0195158,0.0293458,0.0554421,0.0136564,0.0271937,0.00537776,0.00215183,0.00306345,0.0125797,0.0132435,0.0389721,0.016538,0.00640378,0.00735886,0.00424228,0.0190157,0.0172116,0.0122634,0.0390625,0.00300432,0.00721187,0.00233531,0.0580673,0.0186742,0.0160954,0.00292395,0.00223175,0.00403089,0.0124411,0.0149273,0.00370919,0.017333,0.00760981,0.00417856,0.00842929,0.0257101,0.00901314,0.00686812,0.00745869,0.0072987,0.00872935
90,0.0197551,0.0294342,0.0544485,0.0122201,0.0294776,0.00525096,0.00192516,0.00326514,0.0122151,0.0129377,0.0369084,0.0160902,0.00873423,0.00750494,0.00680644,0.0195546,0.0185146,0.0130242,0.0379998,0.00240091,0.00684258,0.00167169,0.0572817,0.0190533,0.0174447,0.00308822,0.0016819,0.00361443,0.0117224,0.0135588,0.00449008,0.0177487,0.00818268,0.00361217,0.00701335,0.0255287,0.00786306,0.00663576,0.00601968,0.00568308,0.00794285
91,0.0202456,0.0293597,0.0534531,0.0110647,0.0313236,0.00509775,0.00191994,0.00349543,0.011882,0.012493,0.0349448,0.015678,0.0122388,0.00936124,0.00964509,0.0200816,0.0203467,0.0146247,0.03691,0.0020082,0.00630241,0.00136919,0.0564255,0.0192285,0.0182716,0.00308227,0.0012605,0.00336282,0.0109992,0.0120787,0.00591152,0.0178152,0.00849447,0.00366292,0.00559768,0.0241223,0.00658622,0.00709425,0.00451336,0.00414717,0.00697654
92,0.0209369,0.0291055,0.0524952,0.0103773,0.0322907,0.00495085,0.00217237,0.00381086,0.0114967,0.0118818,0.034632,0.0153913,0.0162664,0.012906,0.0124097,0.0211771,0.022013,0.0170281,0.0364407,0.00191968,0.00555422,0.00166103,0.0554717,0.0189838,0.0182704,0.00302055,0.0011299,0.00323114,0.0102836,0.010616,0.00761688,0.0174857,0.00869912,0.00417685,0.00431533,0.0213081,0.00510174,0.00828662,0.00325172,0.00278919,0.00586273
93,0.0217146,0.0286556,0.0516003,0.0102619,0.0322837,0.00486041,0.00265387,0.00424873,0.0110084,0.0111024,0.0368612,0.0152861,0.0200822,0.0172364,0.0148874,0.0224107,0.0230781,0.0196363,0.0366345,0.00214884,0.00469156,0.00242062,0.05441,0.0181958,0.0173056,0.00301213,0.00134837,0.00314773,0.00961145,0.00934626,0.00934045,0.016927,0.00906686,0.00482629,0.00365808,0.0170289,0.00332297,0.00983375,0.00294315,0.00161753,0.00467648
94,0.0224259,0.0279667,0.0507961,0.0107633,0.0317405,0.00487799,0.00330389,0.00477574,0.0104737,0.010258,0.0407841,0.0154011,0.0229937,0.0212925,0.0168735,0.0231404,0.0234936,0.0218099,0.0369854,0.00267982,0.00399269,0.00343641,0.0532672,0.0170244,0.0154649,0.00307233,0.00170953,0.00306643,0.00906588,0.00842789,0.0107734,0.0164394,0.00960237,0.00527526,0.003921,0.0115134,0.00138145,0.0112844,0.0037761,0.000918648,0.00352328
95,0.0229138,0.026996,0.0501071,0.0117265,0.0313755,0.00500345,0.00403347,0.00530807,0.0100204,0.00957038,0.0444736,0.0157966,0.0245546,0.0239339,0.0180455,0.0232465,0.0234606,0.0233066,0.0370275,0.00353118,0.00391385,0.00456633,0.052113,0.0159169,0.0129971,0.00313272,0.00203254,0.00298974,0.00874526,0.00794304,0.0114489,0.016302,0.0101119,0.00538597,0.00469208,0.00556599,0.0015258,0.0123036,0.00496556,0.00170439,0.00251979
96,0.0230658,0.0257562,0.0495435,0.0128351,0.0315327,0.0051599,0.00473461,0.00576038,0.00974442,0.00927056,0.0461521,0.0165649,0.0247256,0.0242266,0.0180827,0.0230007,0.0233816,0.0242504,0.0364129,0.00467618,0.00469189,0.00569365,0.0510552,0.0153661,0.0102261,0.00314818,0.00227986,0.00295116,0.00870831,0.00789453,0.0109253,0.0166758,0.0104804,0.00542934,0.00557556,0.00208085,0.00348002,0.012648,0.00602761,0.00314341,0.00192657
97,0.0228537,0.0243439,0.0491106,0.0137967,0.0317255,0.00525358,0.0053016,0.00607399,0.00963338,0.00943165,0.0448144,0.0177596,0.0238522,0.0220781,0.0169761,0.0227245,0.0237611,0.0247497,0.034708,0.00596374,0.00600049,0.00671856,0.0502129,0.0155934,0.00759047,0.00320136,0.00253301,0.00295939,0.00894615,0.00824379,0.0093811,0.017575,0.0107156,0.00591123,0.00667061,0.00476953,0.00518238,0.0122849,0.00681739,0.00466486,0.00222081
98,0.0223468,0.0229234,0.0488135,0.0144524,0.031098,0.00524609,0.00566604,0.00622852,0.00957683,0.00991329,0.040376,0.0193051,0.0224691,0.0187122,0.0151864,0.0227023,0.0248288,0.0246432,0.0315613,0.00714753,0.00735527,0.00757469,0.0496799,0.016442,0.00594766,0.00342883,0.00290479,0.00297322,0.00937942,0.00891609,0.00854164,0.0188545,0.0109359,0.00689674,0.00817053,0.00644525,0.00664508,0.0115962,0.00730728,0.00603111,0.00324534
99,0.0216927,0.0216771,0.0486715,0.0147942,0.0292629,0.00516831,0.00581171,0.00624189,0.00944284,0.0104859,0.0335821,0.0209946,0.0209923,0.0160628,0.013411,0.0231672,0.0261824,0.0236979,0.027057,0.0079518,0.0083942,0.00824253,0.0494644,0.0175278,0.0064338,0.00385976,0.00342721,0.00292752,0.00985453,0.00976303,0.0106372,0.0202502,0.011329,0.0081022,0.00976539,0.0067852,0.00800046,0.0111679,0.00750963,0.00710363,0.00446425
100,0.0210608,0.0207502,0.0487131,0.0148972,0.0264788,0.00507122,0.00576088,0.00616095,0.009146,0.0109794,0.0256608,0.0226138,0.0195271,0.014838,0.0122315,0.0241112,0.0271339,0.0220638,0.0217402,0.00814026,0.00892418,0.00877795,0.049465,0.0184841,0.00876251,0.00441653,0.00402839,0.00279123,0.0101813,0.0105656,0.0144783,0.0214966,0.0118025,0.00948225,0.0108024,0.00679909,0.00874211,0.0110424,0.00746149,0.00786742,0.00554938
101,0.0205759,0.0202136,0.0489412,0.0148244,0.0230845,0.00496644,0.00554163,0.00604687,0.00867556,0.0113298,0.0178099,0.0240747,0.0179662,0.0142387,0.0119239,0.025147,0.0274657,0.0204771,0.0164176,0.00758254,0.00891237,0.00933793,0.0495236,0.0191456,0.0118751,0.00500407,0.00459516,0.00259538,0.010208,0.0111074,0.0181328,0.0224489,0.0118115,0.0108723,0.0108544,0.0066855,0.0080293,0.010795,0.00722424,0.0084098,0.00632061
