Timestep,C7,CLAV,LACR,LASI,LCAL,LFAradius,LFAsuperior,LFAulna,LLEL,LMEL,LMT5,LPSI,LTB1,LTB2,LTB3,LTH1,LTH2,LTH3,LTOE,LUA1,LUA2,LUA3,RACR,RASI,RCAL,RFAradius,RFAsuperior,RFAulna,RLEL,RMEL,RMT5,RPSI,RTB1,RTB2,RTB3,RTH1,RTH2,RTH3,RTOE,RUA1,RUA2,RUA3
9,0.0236782,0.0419194,0.0224345,0.0173384,0.0091462,0.00657364,0.00587395,0.0040884,0.0149726,0.0134401,0.0254014,0.0149481,0.00706465,0.00990195,0.01027,0.00680075,0.00648797,0.00285276,0.035341,0.00530818,0.000847439,0.00673402,0.00864053,0.0166269,0.016597,0.00336508,0.00313372,0.00375075,0.0147282,0.017255,0.028603,0.0123222,0.00934455,0.00828803,0.00722807,0.0214601,0.0215367,0.0111569,0.0339735,0.00925934,0.00812833,0.00722499
10,0.0229248,0.0412253,0.0222954,0.0160119,0.0109957,0.00676479,0.00563309,0.00485119,0.014455,0.0126222,0.024555,0.0143068,0.00724442,0.00542763,0.00943464,0.00873332,0.00939866,0.00344769,0.0375358,0.00677255,0.00543615,0.00577539,0.0081962,0.0176794,0.0156145,0.00301977,0.00297233,0.00326477,0.0134499,0.0158823,0.0245481,0.0129047,0.00839495,0.00846707,0.00608709,0.0183301,0.0188429,0.00965565,0.02939,0.00867741,0.00790616,0.00642652
11,0.0224321,0.0403473,0.0219135,0.0149149,0.0120215,0.00691945,0.00540295,0.00503942,0.0139855,0.0123233,0.024795,0.0138625,0.00879691,0.00328002,0.00860303,0.0108086,0.012136,0.00660815,0.0393288,0.00772452,0.0101899,0.00584703,0.0076691,0.0181926,0.0135574,0.00278393,0.00288986,0.00277295,0.0121987,0.0145195,0.0204732,0.0136699,0.00727138,0.00855186,0.00424584,0.0140512,0.0148833,0.00736959,0.0237102,0.0086716,0.0078451,0.00596693
12,0.0222013,0.0393589,0.0214909,0.0140801,0.0122714,0.00661006,0.00512553,0.0047703,0.0134003,0.0124378,0.0259423,0.0134858,0.0116594,0.00748177,0.00759934,0.0117099,0.013021,0.00888506,0.0393287,0.00863997,0.0136328,0.006664,0.00693525,0.0178039,0.0109955,0.00243897,0.00280305,0.00225775,0.0111994,0.0135791,0.0164314,0.0142459,0.00617069,0.00864871,0.00338645,0.0104243,0.0111631,0.00507668,0.0174322,0.00872472,0.0076799,0.00575286
13,0.0220493,0.0384669,0.021128,0.0136655,0.0118314,0.00585326,0.00499079,0.00470831,0.0125376,0.0126518,0.0268063,0.0133193,0.0146159,0.0116815,0.00720833,0.011696,0.0128467,0.0102971,0.0365806,0.00993864,0.0159454,0.00756136,0.00600871,0.0165579,0.00904958,0.00186845,0.00289942,0.00180788,0.0106167,0.01322,0.0127011,0.0144878,0.00544882,0.00882735,0.00504759,0.00842031,0.00906412,0.00508132,0.011517,0.00849086,0.00733588,0.00557357
14,0.0218182,0.037854,0.0207957,0.0138621,0.0104756,0.00562208,0.0051611,0.00547433,0.0113739,0.0128645,0.0259582,0.0136569,0.0162509,0.0146369,0.00742298,0.0117324,0.0133378,0.0117064,0.0310423,0.0117477,0.0176274,0.00819743,0.00518804,0.0149569,0.00867561,0.00125564,0.0034658,0.00172969,0.0105032,0.0133247,0.00995207,0.0145202,0.00612617,0.00899721,0.00714209,0.00776721,0.00920041,0.00801649,0.00728223,0.00800661,0.0068914,0.00529142
15,0.021488,0.0375457,0.0204145,0.0146227,0.00893669,0.00726757,0.0055616,0.00701968,0.0101132,0.0132873,0.0225032,0.0145443,0.0159385,0.0166828,0.00751901,0.0124941,0.0148643,0.012751,0.0232643,0.0139186,0.0189348,0.00860874,0.00489323,0.013679,0.00899837,0.00132278,0.00445879,0.00215737,0.0107453,0.0136243,0.00921988,0.0147179,0.00792286,0.00877211,0.00817118,0.00869923,0.0114058,0.0116689,0.00602784,0.00760183,0.00652908,0.00495383
16,0.0211914,0.0374289,0.0199403,0.0156217,0.0088226,0.0114685,0.00618427,0.00884221,0.00911783,0.0140675,0.0167997,0.0158189,0.0140711,0.0182732,0.00742368,0.0136989,0.0163288,0.0125243,0.0145372,0.0159172,0.0196851,0.00897516,0.00507547,0.0131283,0.00895478,0.00202134,0.0055432,0.00272891,0.0110742,0.0137984,0.0114973,0.0154506,0.00893363,0.00764998,0.00770165,0.0113222,0.0145116,0.014361,0.00779696,0.00751063,0.00646029,0.00481153
17,0.0210861,0.0373781,0.0193904,0.0164436,0.00919763,0.017148,0.00693009,0.0104219,0.00867458,0.0150807,0.0102186,0.0173554,0.0116228,0.019306,0.00766711,0.0144477,0.0171788,0.0114289,0.00685909,0.0170322,0.0195645,0.00933379,0.00518385,0.0132145,0.00959544,0.00258227,0.00639416,0.00309677,0.0111616,0.0135736,0.0169463,0.0166993,0.00820879,0.00606004,0.00620801,0.0142471,0.0166348,0.0146686,0.0119206,0.00762673,0.00678371,0.00505523
18,0.0211734,0.0373,0.0188333,0.0167583,0.00897656,0.022328,0.00733795,0.0114213,0.00879823,0.0161281,0.00397014,0.0190472,0.00942682,0.0192525,0.00861544,0.014222,0.0178925,0.0110841,0.00345267,0.016862,0.0185676,0.00957586,0.00483438,0.0135489,0.0121789,0.00268898,0.0067826,0.00318518,0.0108092,0.0128475,0.0246843,0.0180981,0.00654845,0.00586785,0.00486003,0.0152522,0.0160667,0.0121094,0.0178381,0.00783261,0.00742823,0.0055622
19,0.0213283,0.037127,0.0183624,0.0164165,0.00959533,0.0257053,0.00702668,0.0117051,0.00931894,0.0171143,0.00194229,0.020776,0.00766282,0.0177825,0.00976002,0.0133997,0.0188026,0.0120232,0.00643179,0.0155954,0.017124,0.00958373,0.00399471,0.0138261,0.0153123,0.00233867,0.00665289,0.00317066,0.0100616,0.0117475,0.0330002,0.0193114,0.00575253,0.00706365,0.00415564,0.01354,0.0131643,0.00870308,0.0244677,0.00827899,0.00825801,0.00615916
20,0.0214015,0.0367952,0.0180763,0.0155274,0.0100617,0.0272005,0.00603052,0.0113211,0.0100678,0.0180167,0.00553185,0.0223534,0.0058662,0.0151287,0.00997133,0.0127721,0.0193016,0.012954,0.0091096,0.0138233,0.0157565,0.00927809,0.00293972,0.0140892,0.0170504,0.0017476,0.00611362,0.00325901,0.00921225,0.0105581,0.0398311,0.0201108,0.00572334,0.00769853,0.00322852,0.0111939,0.0115584,0.00870703,0.0303246,0.00907743,0.00906005,0.00672003
21,0.0211989,0.036256,0.0180552,0.0144076,0.00809731,0.0273958,0.00464831,0.0104442,0.0109521,0.0188476,0.00728724,0.0234837,0.00396824,0.0122855,0.00851109,0.0127098,0.0186414,0.0128916,0.00983995,0.0120833,0.0147265,0.0086737,0.00208457,0.0144975,0.0167226,0.00140534,0.00539734,0.00351905,0.00867094,0.00956718,0.0432272,0.0203526,0.00545304,0.0073191,0.00185896,0.0109225,0.0126065,0.0103412,0.033924,0.0100281,0.0094971,0.00702577
22,0.0205077,0.0355082,0.0182994,0.0133537,0.00687997,0.0268121,0.00329653,0.00934365,0.0118832,0.0196041,0.00836356,0.02392,0.00380924,0.0108928,0.00582672,0.0129644,0.0167459,0.0118986,0.0095826,0.0105899,0.0139915,0.00795855,0.0016081,0.0148306,0.0153257,0.00166425,0.00470485,0.00389171,0.00877506,0.00899073,0.0419698,0.0199644,0.00622381,0.00670216,0.00136002,0.0113093,0.0125202,0.0102527,0.0341538,0.0107995,0.00920412,0.00679714
23,0.0192675,0.0346396,0.0187401,0.0124311,0.0119901,0.0256812,0.00252015,0.0083176,0.0127347,0.0202628,0.0103925,0.0237168,0.00568839,0.0118159,0.00400975,0.0130157,0.0141084,0.0105875,0.0106335,0.00929,0.013313,0.00738333,0.00146312,0.0146626,0.0144128,0.00208089,0.00406003,0.00430128,0.00962434,0.00905094,0.0366438,0.0189354,0.00972482,0.00841525,0.00535431,0.0105105,0.0109737,0.00919926,0.0307177,0.0111627,0.00802613,0.00585835
24,0.0176259,0.0338491,0.0192959,0.0115162,0.0192635,0.0241528,0.0027951,0.00762325,0.0133899,0.0208601,0.0130064,0.023147,0.00695696,0.0141165,0.00497018,0.0126428,0.011399,0.00958044,0.0137958,0.00815029,0.0124019,0.00713164,0.00208227,0.0142112,0.0131543,0.00229478,0.00345743,0.00472035,0.0110301,0.00991666,0.0299715,0.017449,0.0149221,0.0134925,0.0108473,0.00940885,0.0105378,0.00962136,0.0255262,0.0110633,0.00622293,0.00430249
25,0.0158915,0.0334038,0.0200137,0.0106976,0.026806,0.0224188,0.00367102,0.00723578,0.0138613,0.0215389,0.0155675,0.0221702,0.0067171,0.0167067,0.00644621,0.0121743,0.00922282,0.00923001,0.0179916,0.00726132,0.0109652,0.00706611,0.00331199,0.014693,0.0100822,0.00231984,0.00333567,0.00506485,0.0127209,0.0114234,0.0236644,0.0159401,0.0182513,0.0173046,0.014001,0.00841444,0.0116603,0.0131581,0.0227796,0.0105297,0.00436619,0.00265035
26,0.0147056,0.0335112,0.021165,0.0105468,0.0340183,0.020624,0.00440936,0.00671507,0.0143161,0.0224504,0.0182113,0.0202648,0.00609333,0.0188254,0.0074417,0.0119278,0.00848564,0.00965844,0.0225274,0.00695243,0.00886493,0.00672106,0.00463296,0.0169587,0.00776526,0.00226719,0.00447768,0.00502411,0.0145445,0.0130857,0.0160929,0.0148606,0.0163079,0.0153989,0.012562,0.00661987,0.0130971,0.0155445,0.0219687,0.00952436,0.00280909,0.00259128
27,0.0147551,0.0341236,0.0229947,0.0116557,0.0391244,0.0187443,0.00474962,0.00570941,0.0149767,0.0236462,0.0212058,0.0173182,0.00729048,0.0196598,0.00842992,0.0116962,0.0104121,0.0108986,0.0274642,0.00810451,0.00714764,0.00632606,0.00610912,0.0199404,0.00919734,0.00211741,0.00629544,0.00422972,0.01636,0.0144922,0.00919238,0.0147393,0.0098682,0.0100532,0.0105761,0.00531409,0.0115041,0.0118989,0.0183667,0.00811352,0.00250496,0.00474644
28,0.0155854,0.0348889,0.0251856,0.013887,0.0402991,0.0165585,0.00472488,0.00473513,0.0158625,0.024892,0.0247402,0.0145833,0.00976116,0.0188009,0.00960135,0.0111961,0.0141955,0.012557,0.0326883,0.0106298,0.00845846,0.00703199,0.00800971,0.0214805,0.0103642,0.00232949,0.00742782,0.00300588,0.0178639,0.0157087,0.0121116,0.015976,0.00697906,0.012936,0.0125568,0.00510593,0.00496008,0.0033075,0.0131935,0.00699458,0.0045661,0.00733093
29,0.0162177,0.0354088,0.0267353,0.0164239,0.0374837,0.0140004,0.00427295,0.00512247,0.0165491,0.025498,0.0287205,0.0136564,0.0116602,0.016484,0.0102881,0.0106065,0.0176551,0.0135747,0.0374005,0.0127904,0.0116285,0.00836058,0.0102087,0.0201699,0.0092579,0.00336736,0.00717463,0.00302401,0.0186853,0.0171912,0.01633,0.0176674,0.00885395,0.0173568,0.012795,0.00433314,0.00577464,0.00581681,0.0119305,0.00698849,0.00664862,0.00923054
30,0.0167188,0.0355426,0.0266436,0.0182851,0.0324595,0.0116873,0.00385823,0.00695987,0.0165871,0.0248075,0.0326198,0.0144049,0.0122202,0.0131752,0.00964965,0.010631,0.019455,0.0131456,0.0406611,0.013389,0.0137386,0.00886004,0.012326,0.0166711,0.00736409,0.00498509,0.0062759,0.00445,0.0186653,0.019163,0.0160431,0.0183998,0.00836621,0.015918,0.00934527,0.0049118,0.0108889,0.00815301,0.0125385,0.00746555,0.00755805,0.00990284
31,0.0174823,0.0353768,0.0248376,0.0187558,0.0273982,0.0105782,0.00456824,0.00860334,0.0160646,0.0228364,0.0359021,0.0158243,0.0112753,0.0094348,0.00749425,0.011854,0.0196314,0.0115641,0.0421129,0.0126677,0.0143099,0.00838786,0.0140072,0.013278,0.00733315,0.00694678,0.00594739,0.00566238,0.0179505,0.0210893,0.0129698,0.0179184,0.0131728,0.0121748,0.00621212,0.00655689,0.00976309,0.00567954,0.0116492,0.00729549,0.00797043,0.00941411
32,0.0180732,0.0350706,0.0222149,0.0178252,0.0236265,0.0109621,0.00645419,0.00863268,0.0154316,0.0201751,0.038228,0.0172782,0.0091931,0.00645079,0.0046423,0.0140507,0.0191554,0.0101414,0.0420106,0.0116736,0.0146906,0.00791561,0.0150625,0.0118496,0.00900319,0.00875461,0.00576066,0.00606732,0.0167908,0.0219692,0.0100703,0.0170933,0.0219369,0.0118364,0.00665965,0.00708343,0.00567155,0.00575215,0.0103956,0.00662304,0.00966596,0.00815924
33,0.0177883,0.0347445,0.0197952,0.0162268,0.0214997,0.0122206,0.00882775,0.00725569,0.0148956,0.0175373,0.0390734,0.0182905,0.00824868,0.00577633,0.00314103,0.0164897,0.0189668,0.00991574,0.0407358,0.011162,0.0155862,0.00806504,0.0156009,0.0124558,0.0107395,0.00971137,0.00491988,0.00560528,0.0154027,0.0212132,0.00890195,0.0167412,0.0275233,0.0129722,0.0073645,0.00686253,0.00478938,0.00749539,0.0102003,0.00639988,0.0123466,0.00646104
34,0.0168194,0.0344843,0.0179956,0.0147229,0.0209073,0.0133154,0.0109674,0.00617962,0.0142322,0.0155524,0.0377161,0.0186734,0.0108974,0.00656608,0.00436125,0.0186685,0.0193934,0.0105188,0.0385102,0.0110937,0.0161648,0.00841113,0.0159279,0.0140495,0.012308,0.00952224,0.00363334,0.00441779,0.0140057,0.0191231,0.00915525,0.0169658,0.0275589,0.0127099,0.00646228,0.00726982,0.00461886,0.00681386,0.0111257,0.00625671,0.0139777,0.00451884
35,0.0161834,0.0343691,0.0167256,0.0134789,0.0216413,0.0135957,0.0123386,0.00636334,0.013244,0.0145993,0.0337567,0.0185263,0.0147058,0.00707883,0.00626322,0.0204687,0.0203856,0.011292,0.0353925,0.0110544,0.0159613,0.00849192,0.0162352,0.0157102,0.0141214,0.00854595,0.00259062,0.00284429,0.012737,0.016499,0.00978755,0.0175474,0.0227238,0.0113136,0.00460744,0.00888635,0.00513287,0.00505399,0.0127818,0.00504767,0.0133218,0.00274278
36,0.0164683,0.0344613,0.0157602,0.0123855,0.0233902,0.0134309,0.012688,0.00740441,0.0120167,0.0145658,0.0274771,0.0179949,0.0173351,0.00713947,0.00817571,0.0217751,0.0216904,0.0121338,0.0313875,0.0107314,0.015377,0.00825857,0.0164598,0.0171338,0.0163685,0.00749186,0.0028018,0.00140639,0.0115518,0.0139648,0.0100154,0.0182846,0.0150145,0.00965333,0.00248411,0.0111486,0.00865092,0.00469551,0.0149734,0.00337077,0.0104126,0.00241904
37,0.0173254,0.034744,0.014997,0.0114954,0.0256448,0.0135049,0.0120028,0.00875639,0.0107463,0.0151066,0.0198822,0.0172414,0.0184702,0.00729279,0.00998938,0.0222722,0.0226908,0.0129905,0.0266194,0.0100472,0.0148276,0.00779739,0.0164389,0.0180813,0.0186091,0.00685938,0.00404691,0.00093105,0.0103793,0.0117401,0.00974087,0.0189226,0.00669355,0.00813398,0.00203033,0.0134352,0.0124288,0.00582801,0.017697,0.00471429,0.00660856,0.00392253
38,0.0181165,0.0350933,0.0144389,0.0108812,0.0277048,0.0136113,0.0106442,0.00993462,0.00958792,0.0158416,0.0127483,0.0164292,0.0185408,0.0078381,0.0113467,0.0216201,0.0226089,0.0136057,0.0215288,0.00908957,0.01438,0.00718807,0.0160983,0.0180857,0.0199419,0.00666129,0.0053511,0.0013686,0.0092852,0.00988047,0.010277,0.0191311,0.00122744,0.00661127,0.00540267,0.0155096,0.0155254,0.00733296,0.021131,0.00802527,0.00657587,0.00600011
39,0.0184467,0.0353309,0.0140431,0.0104376,0.0286567,0.0132193,0.00921533,0.0108847,0.00863678,0.0163584,0.00880268,0.0155726,0.0177131,0.00840246,0.0117485,0.019694,0.0210892,0.0138232,0.0169362,0.00796269,0.0139038,0.00653988,0.0155278,0.0170279,0.0196691,0.00676369,0.00641745,0.00168802,0.00840374,0.00853151,0.0136673,0.0186939,0.00544869,0.00500507,0.00799592,0.0171742,0.0181009,0.00907165,0.0254862,0.0110287,0.0115889,0.00825132
40,0.0183753,0.0353221,0.0136947,0.0101088,0.0275322,0.0124406,0.00817273,0.0116871,0.00790171,0.016384,0.00927328,0.0145897,0.0160425,0.00818268,0.0107836,0.0167887,0.0185649,0.0136127,0.0135241,0.00670033,0.0132587,0.00592914,0.0149242,0.0153689,0.0180515,0.00712942,0.00730867,0.00179419,0.00770174,0.00787371,0.0195887,0.0177386,0.00864868,0.00541453,0.00839046,0.018221,0.0200677,0.0111364,0.0301466,0.0133023,0.0172561,0.0105302
41,0.0182217,0.0350665,0.0133211,0.00999725,0.0238862,0.0116965,0.00759614,0.0122888,0.00737075,0.0158964,0.0109452,0.0135949,0.0139415,0.00655163,0.00832452,0.0138251,0.0161216,0.0129423,0.0110413,0.00531174,0.0124805,0.00534814,0.0144476,0.0136837,0.0162945,0.00773279,0.00818568,0.00190317,0.00693827,0.00787125,0.0260129,0.0167024,0.0116758,0.00927557,0.00783759,0.0186079,0.0209833,0.0133415,0.0332897,0.0150659,0.022139,0.0127816
42,0.0181818,0.034703,0.0129876,0.0100608,0.0185325,0.0111338,0.00716658,0.0127063,0.00709793,0.0150669,0.0118684,0.0130569,0.0123467,0.0040669,0.00521289,0.0118776,0.0147361,0.0120591,0.00871198,0.00387689,0.0118417,0.00485588,0.0141224,0.0123506,0.015519,0.00849256,0.00919439,0.0023723,0.00593958,0.00828774,0.030735,0.0159806,0.0144819,0.0135318,0.0092097,0.0184689,0.02085,0.015376,0.0329462,0.0166594,0.0259653,0.0149649
43,0.0182271,0.0344112,0.0128099,0.0100746,0.0138178,0.0106671,0.00654492,0.0130604,0.00711298,0.0141295,0.0115908,0.0136662,0.0127173,0.00466743,0.00564513,0.0107522,0.0144868,0.0119208,0.00644839,0.00260912,0.0116509,0.00464307,0.0138627,0.0116246,0.0159644,0.00927209,0.0103983,0.0034058,0.00489719,0.00893348,0.0317059,0.0157392,0.0159738,0.0160512,0.0121418,0.0182648,0.0207537,0.0169715,0.0281408,0.0182528,0.0288603,0.0169068
44,0.018243,0.0342851,0.0127156,0.00988922,0.0119879,0.0103235,0.00581273,0.0134294,0.00732606,0.0132288,0.00970786,0.015667,0.0154085,0.00826338,0.00978624,0.0094233,0.0149652,0.0135479,0.00500816,0.00183805,0.0119219,0.00476479,0.0135802,0.0115843,0.017348,0.0100398,0.0117137,0.0049328,0.00428676,0.00962831,0.0279959,0.0160913,0.0157847,0.0166357,0.0147392,0.018614,0.0217009,0.0177162,0.0195541,0.019834,0.0310533,0.018311
45,0.0181851,0.0342921,0.0123928,0.00961043,0.0119378,0.0103042,0.00534689,0.013731,0.00762896,0.0123253,0.00618457,0.0182121,0.0186827,0.0113944,0.0131414,0.00799843,0.0159318,0.0162484,0.00493277,0.00194703,0.0124111,0.00509107,0.0132361,0.0120594,0.0190972,0.010824,0.0128919,0.00673055,0.00420681,0.0100561,0.0208555,0.0170943,0.0147535,0.0166498,0.0165839,0.0193393,0.0229265,0.0172816,0.00990956,0.021324,0.0325535,0.0189799
46,0.0180865,0.0343194,0.0115485,0.00953846,0.0119256,0.01066,0.00532703,0.0137698,0.00801544,0.0112275,0.00473174,0.0201382,0.0205686,0.0133269,0.0141907,0.00764772,0.0170482,0.0179121,0.0059635,0.00292871,0.0129544,0.00559,0.0128422,0.012704,0.0205793,0.0114296,0.013567,0.00839659,0.00419624,0.00993413,0.0131133,0.0185575,0.0140696,0.0172126,0.0179121,0.0195253,0.0232759,0.0161743,0.00393286,0.0225061,0.0329393,0.0189763
47,0.0179791,0.0342432,0.0101887,0.00987104,0.0123867,0.0110827,0.00557271,0.0134321,0.00855185,0.00980164,0.0107575,0.0209199,0.0199939,0.0140457,0.013165,0.00942671,0.017378,0.0168993,0.00864732,0.00452788,0.0135243,0.00633937,0.0124535,0.0130716,0.0224294,0.0115621,0.0134285,0.00936509,0.00400953,0.00927662,0.00678236,0.0200652,0.0139118,0.0180083,0.0188088,0.0188092,0.0230101,0.015635,0.00637186,0.022914,0.0316514,0.0185579
48,0.017851,0.0339683,0.0086618,0.010556,0.0137345,0.0112016,0.00587334,0.0128487,0.00921705,0.00820357,0.0188233,0.0207716,0.0170822,0.0136433,0.011126,0.0126922,0.0157303,0.0135757,0.0135515,0.00651521,0.0140432,0.00728395,0.0121726,0.012864,0.0251513,0.011136,0.0124205,0.00915478,0.00383718,0.0084153,0.0032895,0.0211321,0.0134921,0.0182227,0.0190043,0.0179133,0.0229541,0.0160534,0.0112847,0.0220626,0.0287022,0.0179475
49,0.0176047,0.0334532,0.00752164,0.0114434,0.0153192,0.0110319,0.00619111,0.0123116,0.00985079,0.0068143,0.0265067,0.0202619,0.0130938,0.0126358,0.00912431,0.0152119,0.0119401,0.0104475,0.0198858,0.00855284,0.0143079,0.00808667,0.012153,0.0121895,0.0264599,0.010266,0.0108117,0.00775913,0.00388779,0.00787659,0.00548237,0.0213761,0.012444,0.0174088,0.0180877,0.0179215,0.0230495,0.0165489,0.0158087,0.0198942,0.0250638,0.0171611
50,0.0170326,0.0327081,0.00721977,0.0122704,0.016751,0.0109064,0.00638276,0.0121037,0.0103101,0.00600817,0.0313908,0.0198929,0.0101853,0.0118745,0.00766569,0.0152547,0.00744225,0.00929837,0.0252974,0.010291,0.0140057,0.00827502,0.0125407,0.0114347,0.0238503,0.00908654,0.00913037,0.00585145,0.00408907,0.00807276,0.00786197,0.0207798,0.0112092,0.0156082,0.015996,0.0190747,0.0227114,0.0164688,0.0175977,0.016964,0.0220979,0.0161083
51,0.0160397,0.0318173,0.00780746,0.0127358,0.0178015,0.010978,0.00601808,0.0123519,0.0106726,0.00601863,0.0308814,0.0198382,0.0106649,0.0122572,0.0064717,0.0127917,0.00459563,0.00894176,0.0262463,0.0114919,0.0128851,0.00752832,0.0133523,0.0107812,0.0174966,0.0076796,0.0079956,0.00450112,0.00431008,0.00901382,0.00859962,0.0197155,0.0103698,0.0133394,0.0132921,0.0201289,0.0215868,0.0157471,0.0160508,0.0141517,0.0204272,0.0147891
