time,pos_pelvis_tilt,pos_pelvis_list,pos_pelvis_rotation,pos_pelvis_tx,pos_pelvis_ty,pos_pelvis_tz,pos_hip_flexion_r,pos_hip_adduction_r,pos_hip_rotation_r,pos_knee_angle_r,pos_ankle_angle_r,pos_subtalar_angle_r,pos_mtp_angle_r,pos_hip_flexion_l,pos_hip_adduction_l,pos_hip_rotation_l,pos_knee_angle_l,pos_ankle_angle_l,pos_subtalar_angle_l,pos_mtp_angle_l,pos_lumbar_extension,pos_lumbar_bending,pos_lumbar_rotation,pos_arm_flex_r,pos_arm_add_r,pos_arm_rot_r,pos_elbow_flex_r,pos_pro_sup_r,pos_wrist_flex_r,pos_wrist_dev_r,pos_arm_flex_l,pos_arm_add_l,pos_arm_rot_l,pos_elbow_flex_l,pos_pro_sup_l,pos_wrist_flex_l,pos_wrist_dev_l,vel_pelvis_tilt,vel_pelvis_list,vel_pelvis_rotation,vel_pelvis_tx,vel_pelvis_ty,vel_pelvis_tz,vel_hip_flexion_r,vel_hip_adduction_r,vel_hip_rotation_r,vel_knee_angle_r,vel_ankle_angle_r,vel_subtalar_angle_r,vel_mtp_angle_r,vel_hip_flexion_l,vel_hip_adduction_l,vel_hip_rotation_l,vel_knee_angle_l,vel_ankle_angle_l,vel_subtalar_angle_l,vel_mtp_angle_l,vel_lumbar_extension,vel_lumbar_bending,vel_lumbar_rotation,vel_arm_flex_r,vel_arm_add_r,vel_arm_rot_r,vel_elbow_flex_r,vel_pro_sup_r,vel_wrist_flex_r,vel_wrist_dev_r,vel_arm_flex_l,vel_arm_add_l,vel_arm_rot_l,vel_elbow_flex_l,vel_pro_sup_l,vel_wrist_flex_l,vel_wrist_dev_l,tau_pelvis_tilt,tau_pelvis_list,tau_pelvis_rotation,tau_pelvis_tx,tau_pelvis_ty,tau_pelvis_tz,tau_hip_flexion_r,tau_hip_adduction_r,tau_hip_rotation_r,tau_knee_angle_r,tau_ankle_angle_r,tau_subtalar_angle_r,tau_mtp_angle_r,tau_hip_flexion_l,tau_hip_adduction_l,tau_hip_rotation_l,tau_knee_angle_l,tau_ankle_angle_l,tau_subtalar_angle_l,tau_mtp_angle_l,tau_lumbar_extension,tau_lumbar_bending,tau_lumbar_rotation,tau_arm_flex_r,tau_arm_add_r,tau_arm_rot_r,tau_elbow_flex_r,tau_pro_sup_r,tau_wrist_flex_r,tau_wrist_dev_r,tau_arm_flex_l,tau_arm_add_l,tau_arm_rot_l,tau_elbow_flex_l,tau_pro_sup_l,tau_wrist_flex_l,tau_wrist_dev_l,acc_pelvis_tilt,acc_pelvis_list,acc_pelvis_rotation,acc_pelvis_tx,acc_pelvis_ty,acc_pelvis_tz,acc_hip_flexion_r,acc_hip_adduction_r,acc_hip_rotation_r,acc_knee_angle_r,acc_ankle_angle_r,acc_subtalar_angle_r,acc_mtp_angle_r,acc_hip_flexion_l,acc_hip_adduction_l,acc_hip_rotation_l,acc_knee_angle_l,acc_ankle_angle_l,acc_subtalar_angle_l,acc_mtp_angle_l,acc_lumbar_extension,acc_lumbar_bending,acc_lumbar_rotation,acc_arm_flex_r,acc_arm_add_r,acc_arm_rot_r,acc_elbow_flex_r,acc_pro_sup_r,acc_wrist_flex_r,acc_wrist_dev_r,acc_arm_flex_l,acc_arm_add_l,acc_arm_rot_l,acc_elbow_flex_l,acc_pro_sup_l,acc_wrist_flex_l,acc_wrist_dev_l,missing_grf_data,missing_grf_reason,calcn_r_probably_contacting_ground,calcn_l_probably_contacting_ground,calcn_r_contact_cop_x,calcn_r_contact_cop_y,calcn_r_contact_cop_z,calcn_r_contact_moment_x,calcn_r_contact_moment_y,calcn_r_contact_moment_z,calcn_r_contact_force_x,calcn_r_contact_force_y,calcn_r_contact_force_z,calcn_l_contact_cop_x,calcn_l_contact_cop_y,calcn_l_contact_cop_z,calcn_l_contact_moment_x,calcn_l_contact_moment_y,calcn_l_contact_moment_z,calcn_l_contact_force_x,calcn_l_contact_force_y,calcn_l_contact_force_z,marker_error_rms,marker_error_max,residual_norm
0.008333,-0.0948017,-0.0948132,0.0893777,0.761552,0.987353,-0.399234,0.926386,-0.0549461,-0.185146,-1.76927,0.284663,0.0146342,-0.0415119,-0.276305,-0.203694,-0.390071,-0.385753,0.0446311,0.0999999,-0.0429336,-0.199456,0.132548,-0.337035,-0.712934,-0.572674,-0.168668,1.65667,1.28673,0.0370778,-0.0172792,0.0202282,-0.537035,-0.0869359,2.43264,1.56223,-0.00132512,-0.0204243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000419567,0.0585211,0
0.016667,-0.109094,-0.0906279,0.074913,0.762556,0.990107,-0.398334,0.941301,-0.0446297,-0.1855,-1.63069,0.309774,0.0146342,-0.0415119,-0.28994,-0.197718,-0.383175,-0.405848,-0.0491384,0.0999999,-0.0429336,-0.187308,0.130118,-0.340251,-0.73744,-0.58097,-0.188966,1.66741,1.29373,0.0370778,-0.0172792,0.00183312,-0.545767,-0.0595236,2.44666,1.5893,-0.00132512,-0.0204243,-1.71509,0.502231,-1.73576,0.120508,0.330436,0.108078,1.7899,1.23797,-0.0425105,16.6295,3.01327,0,0,-1.63629,0.717093,0.827467,-2.41144,-11.2523,0,0,1.45775,-0.291588,-0.385929,-2.94069,-0.995538,-2.43574,1.28896,0.840256,0,0,-2.20741,-1.04777,3.28948,1.68287,3.24799,0,0,60.8049,-97.614,26.7344,7.03437e-11,-3.85853e-10,-1.81188e-12,-22.4707,-1.73385,0.521636,-36.1027,4.95007,-1.66292,0.352626,57.5341,57.997,-5.99926,-12.6137,3.92503,0.404548,0.836066,4.57546,-42.1652,35.9112,10.6845,0.423402,-0.523822,4.39288,-0.0957859,0.202056,-0.73506,-9.3077,1.84846,-1.24502,-4.58631,-0.0579611,-0.596997,0.829758,43.8364,19.3754,10.6263,-3.84651,-6.74304,-1.33376,-137.675,-7.68179,-4.27856,13.0247,-28.5771,0,0,60.2459,34.658,104.94,-202.487,269.433,0,0,-55.6518,-19.8531,13.1968,63.3249,20.169,9.55481,-9.60414,-25.2979,0,0,-43.1236,33.5872,-49.9498,-63.6823,-24.5337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000375326,0.0578992,118.07
0.025,-0.120342,-0.0850971,0.0611863,0.763293,0.992392,-0.397526,0.946656,-0.0348467,-0.186151,-1.49121,0.3329,0.0146342,-0.0415119,-0.299392,-0.189336,-0.368992,-0.440005,-0.124197,0.0999999,-0.0429336,-0.179025,0.126309,-0.342551,-0.757548,-0.587865,-0.208601,1.67748,1.29898,0.0370778,-0.0172792,-0.0195567,-0.552166,-0.03558,2.45626,1.61466,-0.00132512,-0.0204243,-1.34978,0.663692,-1.6472,0.088454,0.274244,0.0969637,0.642602,1.17396,-0.0781652,16.7381,2.77513,0,0,-1.13424,1.00591,1.70197,-4.09883,-9.00707,0,0,0.993981,-0.457031,-0.275956,-2.41298,-0.827462,-2.35611,1.20893,0.62944,0,0,-2.56678,-0.767881,2.87323,1.15219,3.04354,0,0,31.5316,-69.3179,20.8949,1.68257e-11,5.50131e-10,2.76188e-11,-42.5294,1.59092,1.75699,-42.0324,4.34881,-1.76607,0.316896,60.0407,42.9971,-4.73589,-9.74508,4.16508,-0.0779531,0.838849,-1.37859,-30.481,36.6866,10.8743,-0.245064,-0.758404,4.16743,-0.107155,0.146915,-0.721896,-8.67518,1.75655,-1.02051,-4.53626,-0.0438812,-0.525525,0.849962,44.2369,18.7469,10.6816,-3.00027,-6.6793,-1.42536,-136.161,-7.8361,-4.66881,8.98073,-29.6585,0,0,58.7963,33.3658,99.3088,-200.192,263.09,0,0,-55.6572,-19.1395,13.5538,62.9473,20.0749,9.34004,-9.42651,-25.184,0,0,-42.4115,34.0114,-49.0727,-64.4737,-28.4286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000351851,0.056996,78.9672
0.033333,-0.128518,-0.0782645,0.0482014,0.763822,0.994214,-0.396817,0.942556,-0.0256079,-0.187127,-1.3511,0.353966,0.0146342,-0.0415119,-0.304761,-0.178636,-0.347913,-0.488064,-0.180986,0.0999999,-0.0429336,-0.174607,0.121172,-0.343909,-0.773285,-0.593367,-0.227586,1.6869,1.30248,0.0370778,-0.0172792,-0.0438917,-0.556203,-0.0150443,2.46139,1.63805,-0.00132512,-0.0204243,-0.981141,0.819917,-1.55819,0.0634517,0.218583,0.0850857,-0.492073,1.10866,-0.117072,16.8129,2.52797,0,0,-0.644273,1.28396,2.52954,-5.76709,-6.81465,0,0,0.530171,-0.616526,-0.163007,-1.88842,-0.660171,-2.27828,1.13038,0.419573,0,0,-2.92021,-0.484453,2.46429,0.614908,2.80664,0,0,8.56049,-35.278,12.4941,-1.69877e-10,-2.37719e-10,-6.1398e-11,-61.836,3.37326,3.28466,-49.1149,3.88275,-1.92601,0.286916,63.0723,21.8726,-2.6013,-6.16318,4.56387,-0.813661,0.84759,-4.19866,-18.3734,38.6581,11.2119,-0.93838,-0.965714,3.96554,-0.115343,0.101258,-0.710207,-8.28862,1.79777,-0.759401,-4.53385,-0.0358186,-0.447967,0.875578,45.1026,16.7738,10.6806,-2.15674,-6.78213,-1.32838,-130.976,-8.16669,-5.63657,-4.09413,-32.1292,0,0,54.6428,29.2071,82.4706,-193.466,245.409,0,0,-55.3552,-17.0018,14.7157,61.7219,19.651,8.86297,-8.92895,-24.5293,0,0,-40.1082,35.0673,-46.3749,-66.7177,-40.0586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000338654,0.0559882,38.3917
0.041667,-0.133562,-0.070267,0.0359582,0.764201,0.995565,-0.3962,0.92936,-0.0169363,-0.188494,-1.21128,0.372801,0.0146342,-0.0415119,-0.306336,-0.165908,-0.321106,-0.549558,-0.220732,0.0999999,-0.0429336,-0.174033,0.114853,-0.344246,-0.784736,-0.597504,-0.245956,1.6957,1.30427,0.0370778,-0.0172792,-0.0710121,-0.557805,0.00227095,2.46188,1.65866,-0.00132512,-0.0204243,-0.605287,0.959699,-1.46919,0.0454788,0.162065,0.0740159,-1.58354,1.0406,-0.164043,16.7788,2.26023,0,0,-0.188917,1.52735,3.2168,-7.37931,-4.76958,0,0,0.0688779,-0.758208,-0.040377,-1.37407,-0.496413,-2.20442,1.05597,0.215162,0,0,-3.25444,-0.192225,2.07783,0.0589277,2.47281,0,0,-2.49346,-1.55213,1.63006,2.26095e-10,-1.72804e-10,2.90115e-11,-78.9913,2.71067,5.15819,-56.8512,3.54877,-2.15209,0.260195,68.4636,-2.12327,0.318469,-1.82146,5.07222,-1.6541,0.859037,-2.10568,-7.09087,41.752,11.6557,-1.60035,-1.10235,3.78988,-0.117389,0.0718434,-0.698211,-8.11333,1.93044,-0.476522,-4.53595,-0.0359049,-0.367292,0.897087,46.1761,13.0837,10.3688,-1.30761,-7.07222,-1.08025,-120.143,-8.98055,-7.39885,-29.9798,-34.4988,0,0,47.4186,21.534,53.6615,-180.894,216.311,0,0,-54.0982,-13.2471,16.9534,59.3963,18.6118,8.41304,-8.11322,-22.5154,0,0,-35.6299,36.4884,-41.506,-70.4976,-60.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033287,0.0549967,3.3591
0.05,-0.1354,-0.0613609,0.024435,0.764489,0.996424,-0.395658,0.90782,-0.00888827,-0.190375,-1.07354,0.389241,0.0146342,-0.0415119,-0.304617,-0.151685,-0.290573,-0.623615,-0.245457,0.0999999,-0.0429336,-0.177216,0.107615,-0.343405,-0.792061,-0.600348,-0.263742,1.70394,1.3045,0.0370778,-0.0172792,-0.100607,-0.556873,0.0167038,2.45748,1.67508,-0.00132512,-0.0204243,-0.220486,1.06873,-1.38278,0.0345821,0.10313,0.0650138,-2.58472,0.965762,-0.2257,16.529,1.97274,0,0,0.206238,1.7068,3.66398,-8.88676,-2.96698,0,0,-0.38194,-0.868601,0.100902,-0.879099,-0.341314,-2.13431,0.988358,0.0275339,0,0,-3.55136,0.111845,1.73195,-0.528552,1.97081,0,0,-5.42413,21.4014,-8.89035,-1.82325e-10,2.54317e-10,1.42961e-11,-93.9117,-1.15781,7.44956,-64.5003,3.24397,-2.43391,0.228038,75.4575,-22.9659,3.29741,2.223,5.57734,-2.37459,0.869652,2.57471,0.260089,45.4283,12.0981,-2.17853,-1.13154,3.67996,-0.111173,0.0667271,-0.686932,-8.10264,2.06236,-0.21065,-4.56709,-0.0432507,-0.293591,0.915718,46.3203,7.57694,9.58221,-0.561993,-7.54149,-0.736784,-102.699,-10.1431,-9.14145,-69.5828,-37.1612,0,0,37.7773,10.5884,15.9048,-162.633,180.683,0,0,-51.4046,-8.28415,20.2583,56.1444,16.7431,8.58458,-7.12615,-18.5288,0,0,-28.9436,37.6143,-34.949,-75.2859,-86.6334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000337719,0.0540253,23.8008
0.058333,-0.134021,-0.0519287,0.0135773,0.764738,0.99676,-0.395167,0.879149,-0.00154463,-0.19289,-0.940626,0.4031,0.0146342,-0.0415119,-0.300275,-0.136726,-0.258935,-0.708965,-0.257635,0.0999999,-0.0429336,-0.183968,0.0998011,-0.341157,-0.795488,-0.602029,-0.280932,1.71168,1.30344,0.0370778,-0.0172792,-0.132211,-0.553328,0.0287097,2.44784,1.68549,-0.00132512,-0.0204243,0.165517,1.13187,-1.30293,0.0298988,0.040284,0.0588739,-3.44055,0.881236,-0.301879,15.9491,1.66306,0,0,0.521049,1.79504,3.79652,-10.242,-1.46129,0,0,-0.810312,-0.937636,0.269721,-0.411229,-0.201788,-2.06277,0.928973,-0.126873,0,0,-3.79255,0.425298,1.44071,-1.15593,1.24887,0,0,3.78104,35.3588,-16.6392,1.13772e-10,-1.97929e-10,-2.43006e-11,-103.533,-6.74088,9.25183,-70.1679,2.83259,-2.65994,0.179176,84.1222,-37.3491,5.3863,5.71763,6.05592,-2.81223,0.885182,10.9773,6.42764,49.2808,12.4668,-2.55621,-0.956482,3.58844,-0.0929275,0.0957937,-0.663863,-8.19835,2.12973,0.0271382,-4.54481,-0.053026,-0.227281,0.919708,44.959,1.34907,8.21225,-0.0389713,-8.12424,-0.456081,-78.9829,-11.2032,-9.6117,-120.395,-42.7277,0,0,27.4291,-2.73114,-24.5719,-139.92,145.886,0,0,-46.718,-2.39581,24.2262,52.5742,14.0041,10.0403,-6.20059,-12.4815,0,0,-20.5649,37.7073,-27.9121,-80.1527,-114.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000355045,0.0530133,39.2607
0.066667,-0.129519,-0.0424027,0.00328989,0.764985,0.996531,-0.394708,0.844993,0.005021,-0.196073,-0.816078,0.413991,0.0146342,-0.0415119,-0.294028,-0.121957,-0.229004,-0.804032,-0.259681,0.0999999,-0.0429336,-0.193965,0.0918211,-0.337227,-0.795264,-0.602738,-0.297425,1.71899,1.30152,0.0370778,-0.0172792,-0.165244,-0.547166,0.0387773,2.43264,1.68798,-0.00132512,-0.0204243,0.540175,1.14311,-1.23449,0.0295741,-0.0274179,0.0550732,-4.09874,0.787876,-0.381977,14.9458,1.307,0,0,0.749625,1.77228,3.59175,-11.408,-0.24557,0,0,-1.19963,-0.957601,0.471606,0.0268896,-0.0850875,-1.9791,0.877302,-0.230885,0,0,-3.96393,0.739525,1.2081,-1.82387,0.298827,0,0,15.5089,34.6595,-17.0604,1.10703e-11,6.67342e-11,6.28262e-11,-110.186,-12.3806,10.2434,-73.8554,2.02913,-2.73094,0.099155,91.0229,-40.5995,5.00916,7.45743,6.36001,-2.79833,0.897762,20.606,8.72392,52.4742,12.694,-2.70257,-0.598495,3.59091,-0.0656398,0.160007,-0.640332,-8.31968,2.03196,0.172274,-4.46655,-0.0611842,-0.183702,0.907213,41.5211,-5.32021,6.61415,0.255186,-8.67547,-0.293152,-50.7543,-11.8213,-7.71137,-177.107,-54.5787,0,0,18.4098,-16.7041,-60.4848,-114.611,118.123,0,0,-39.9849,3.70151,28.1246,49.5435,10.5509,13.2021,-5.51601,-5.02975,0,0,-11.3654,36.2701,-21.929,-84.0876,-135.553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000379068,0.0543411,41.6277
0.075,-0.122134,-0.0332462,-0.00653822,0.765249,0.9957,-0.39427,0.807312,0.0107657,-0.199792,-0.703829,0.421093,0.0146342,-0.0415119,-0.286503,-0.108348,-0.203273,-0.907058,-0.253525,0.0999999,-0.0429336,-0.206739,0.0840982,-0.331344,-0.7916,-0.602715,-0.313,1.72592,1.29924,0.0370778,-0.0172792,-0.199066,-0.538484,0.0473219,2.41161,1.68105,-0.00132512,-0.0204243,0.886184,1.09878,-1.17937,0.0317006,-0.0997135,0.0526303,-4.52169,0.689365,-0.446238,13.4699,0.852175,0,0,0.90304,1.63308,3.08771,-12.3631,0.738789,0,0,-1.53284,-0.926755,0.705978,0.439752,0.00283627,-1.86909,0.831335,-0.2728,0,0,-4.05864,1.04178,1.02536,-2.5246,-0.830785,0,0,25.2738,23.8727,-9.61966,-8.20251e-11,1.46542e-10,-7.86713e-11,-115.428,-15.7853,10.1007,-76.259,0.756296,-2.57674,-0.0113775,96.3383,-34.3058,1.58351,8.37388,6.52729,-2.36626,0.91071,29.2001,7.80363,54.4599,12.7563,-2.64573,-0.107292,3.70733,-0.033934,0.252312,-0.622317,-8.40136,1.74689,0.200899,-4.33402,-0.0610994,-0.168186,0.879894,35.7207,-11.8821,5.29382,0.238585,-9.07943,-0.262455,-20.7597,-11.9601,-3.74197,-233.11,-73.5068,0,0,12.6805,-29.6371,-85.6094,-88.7502,100.361,0,0,-31.5924,9.62847,31.13,47.9056,6.71055,18.0601,-5.10334,2.52797,0,0,-2.29951,33.2399,-18.3985,-86.2586,-144.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000397937,0.0568472,36.0722
0.083333,-0.112269,-0.0249149,-0.0159987,0.76553,0.994239,-0.39385,0.76819,0.0156799,-0.203771,-0.607768,0.42309,0.0146342,-0.0415119,-0.278097,-0.0967974,-0.183487,-1.01625,-0.240398,0.0999999,-0.0429336,-0.221706,0.0770439,-0.323299,-0.784608,-0.602225,-0.327322,1.73249,1.29715,0.0370778,-0.0172792,-0.233048,-0.527494,0.054589,2.38458,1.66412,-0.00132512,-0.0204243,1.18386,0.999761,-1.13526,0.0336888,-0.175375,0.0504432,-4.69469,0.589698,-0.477421,11.5273,0.239618,0,0,1.00871,1.3861,2.3743,-13.1027,1.57513,0,0,-1.79611,-0.846518,0.965394,0.838966,0.0587575,-1.71859,0.788807,-0.251734,0,0,-4.0778,1.31878,0.872042,-3.24343,-2.03198,0,0,27.7456,11.2029,3.72864,-6.94769e-11,-1.22782e-10,2.39382e-11,-122.272,-14.696,9.03295,-78.9399,-0.883957,-2.19192,-0.137625,100.616,-23.0627,-4.08955,9.5567,6.61969,-1.6894,0.923793,34.5515,5.33798,54.998,12.7224,-2.47653,0.424166,3.96059,-0.00442328,0.359552,-0.620084,-8.36255,1.29197,0.1019,-4.14919,-0.0472136,-0.181431,0.839013,27.7134,-17.9376,4.56195,-0.0475889,-9.26525,-0.285518,8.04782,-10.8982,3.04845,-281.771,-97.1517,0,0,11.6749,-40.3383,-96.7806,-64.0372,90.8119,0,0,-22.19,15.2034,32.7667,48.2608,2.95028,24.1277,-4.80421,8.84588,0,0,5.86729,28.9555,-18.1562,-86.1614,-134.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000400819,0.057622,30.1534
